Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount,Expense Type,Expense Area
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Hertfordshire,GPROSTD323148,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Huddersfield,GPROSTD319941,"3,292,439.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Huddersfield,GPROSTD322020,"180,261.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Huddersfield,GPROSTD323160,"77,775.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Leicester,GPROSTD320148,"2,663,363.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Leicester,GPROSTD322110,"1,736,083.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Leicester,GPROSTD323280,"160,042.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Lincoln,GPROSTD320166,"2,064,777.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Lincoln,GPROSTD322119,"145,879.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Lincoln,GPROSTD323292,"42,494.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Lincoln,GPROSTD331302,"153,863.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Liverpool,GPROSTD320202,"4,966,073.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Liverpool,GPROSTD322146,"3,250,372.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Liverpool,GPROSTD323328,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of London,GPROSTD324681,"813,761.00",London Insts,Inst teams Lond East
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of London,GPROSTD326528,"32,250.00",London Insts,Inst teams Lond East
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Manchester,GPROSTD285850,"28,618.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Manchester,GPROSTD285891,"29,405.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Manchester,GPROSTD320337,"6,503,293.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Manchester,GPROSTD322254,"7,473,195.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Manchester,GPROSTD323448,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Manchester,GPROSTD324036,"172,638.00","Museums, Gal & Coll",RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Manchester,GPROSTD331316,"245,716.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Newcastle,GPROSTD320454,"4,306,674.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Newcastle,GPROSTD322281,"3,089,977.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Newcastle,GPROSTD323472,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Newcastle,GPROSTD331319,"661,508.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Northampton,GPROSTD320517,"1,447,787.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Northampton,GPROSTD322290,"53,564.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Northampton,GPROSTD323484,"99,430.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Northampton,GPROSTD331321,"51,994.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Northumbria,GPROSTD320553,"3,574,354.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Northumbria,GPROSTD322308,"252,576.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Northumbria,GPROSTD323496,"104,326.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Northumbria,GPROSTD327233,"44,127.00",Basic Grant,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Nottingham,GPROSTD320616,"4,768,087.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Nottingham,GPROSTD322326,"4,410,306.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Nottingham,GPROSTD323520,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Nottingham,GPROSTD331324,"1,312,191.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Plymouth,GPROSTD295139,"327,374.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Plymouth,GPROSTD320724,"4,930,266.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Plymouth,GPROSTD322371,"600,841.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Plymouth,GPROSTD323580,"125,488.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Portsmouth,GPROSTD320742,"3,398,393.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Portsmouth,GPROSTD322380,"427,269.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Portsmouth,GPROSTD323592,"64,477.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Portsmouth,GPROSTD331332,"229,584.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Reading,GPROSTD320778,"1,832,686.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Reading,GPROSTD322398,"1,507,326.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Reading,GPROSTD323616,"181,075.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Reading,GPROSTD324084,"25,020.00","Museums, Gal & Coll",RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Salford,GPROSTD320922,"2,844,918.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Salford,GPROSTD322488,"616,040.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Salford,GPROSTD323688,"149,069.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Sheffield,GPROSTD263917,"29,405.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Sheffield,GPROSTD320967,"4,331,969.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Sheffield,GPROSTD322506,"3,937,976.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Sheffield,GPROSTD323712,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Sheffield,GPROSTD331349,"439,312.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Southampton,GPROSTD309941,"28,618.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Southampton,GPROSTD321039,"3,786,398.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Southampton,GPROSTD322524,"3,973,647.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Southampton,GPROSTD323736,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Southampton,GPROSTD324936,"249,000.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Southampton,GPROSTD326446,"25,000.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Sunderland,GPROSTD321246,"2,041,874.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Sunderland,GPROSTD322569,"175,830.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Sunderland,GPROSTD323772,"86,226.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Warwick,GPROSTD210396,"142,435.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Warwick,GPROSTD321390,"2,746,253.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Warwick,GPROSTD322632,"3,001,416.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Warwick,GPROSTD323844,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Warwick,GPROSTD331360,"124,503.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of West London,GPROSTD321318,"1,338,108.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of West London,GPROSTD322605,"42,375.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of West London,GPROSTD323820,"51,435.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of West London,GPROSTD331362,"124,908.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Westminster,GPROSTD321435,"3,076,258.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Westminster,GPROSTD322650,"358,280.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Westminster,GPROSTD323868,"104,276.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Westminster,GPROSTD331363,"296,231.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Winchester,GPROSTD321498,"638,533.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Winchester,GPROSTD322659,"55,664.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Wolverhampton,GPROSTD321516,"2,798,192.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Wolverhampton,GPROSTD322668,"158,860.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Wolverhampton,GPROSTD323880,"174,063.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Wolverhampton,GPROSTD331365,"160,445.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Worcester,GPROSTD25665,"166,500.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni of Worcester,GPROSTD321543,"1,176,044.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Bath,GPROSTD318906,"2,280,473.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Bath,GPROSTD321642,"1,532,460.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Bath,GPROSTD322740,"198,167.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Bolton,GPROSTD319041,"919,535.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Bolton,GPROSTD321678,"61,185.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Bolton,GPROSTD322776,"25,504.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Bolton,GPROSTD331251,"581,089.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Derby,GPROSTD319536,"2,208,991.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Derby,GPROSTD321876,"34,063.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Derby,GPROSTD323004,"56,251.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Derby,GPROSTD327017,"32,771.00",Basic Grant,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Derby,GPROSTD331273,"406,401.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Durham,GPROSTD319572,"2,535,297.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Durham,GPROSTD321885,"2,241,600.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Durham,GPROSTD323016,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Durham,GPROSTD331274,"58,025.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Essex,GPROSTD319653,"1,793,477.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Essex,GPROSTD321930,"808,252.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Essex,GPROSTD323064,"61,803.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Essex,GPROSTD327053,"78,757.00",Basic Grant,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Essex,GPROSTD331279,"150,655.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Exeter,GPROSTD319671,"2,913,319.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Exeter,GPROSTD321939,"1,710,437.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Exeter,GPROSTD323076,"224,006.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Hull,GPROSTD319968,"2,436,539.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Hull,GPROSTD322029,"693,201.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Hull,GPROSTD323172,"163,589.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Hull,GPROSTD331290,"287,606.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Kent,GPROSTD319995,"2,970,776.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Kent,GPROSTD322056,"986,411.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Kent,GPROSTD323208,"73,346.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Leeds,GPROSTD320112,"5,639,063.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Leeds,GPROSTD322092,"4,297,529.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Leeds,GPROSTD323256,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Leeds,GPROSTD331297,"530,514.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Oxford,GPROSTD262346,"29,405.00",SDF Recurrent,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Oxford,GPROSTD320652,"3,848,574.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Oxford,GPROSTD322353,"11,676,724.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Oxford,GPROSTD323556,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Oxford,GPROSTD324072,"279,806.00","Museums, Gal & Coll",RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Oxford,GPROSTD331328,"215,605.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Surrey,GPROSTD321255,"1,507,030.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Surrey,GPROSTD322578,"1,384,806.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Surrey,GPROSTD323784,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Sussex,GPROSTD321264,"1,991,668.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Sussex,GPROSTD322587,"1,378,503.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of Sussex,GPROSTD323796,"155,094.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of York,GPROSTD321579,"2,075,771.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of York,GPROSTD322686,"2,254,248.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,University of York,GPROSTD323892,"237,690.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni West of England,GPROSTD321408,"3,445,452.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni West of England,GPROSTD322641,"419,817.00",Research 12-13,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni West of England,GPROSTD323856,"98,550.00",HEIF 2011-15,RIS policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Uni West of England,GPROSTD331361,"64,348.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Wakefield College,GPROSTD321372,"84,315.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Warwickshire College,GPROSTD321399,"198,628.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,West Notts College,GPROSTD321444,"134,220.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,West Thames Col,GPROSTD321453,"40,177.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Wigan & Leigh Coll,GPROSTD321480,"139,962.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Wiltshire College,GPROSTD321489,"70,654.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Wirral Met College,GPROSTD321507,"69,345.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Wminster Kingsw,GPROSTD321426,"49,622.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Worcester Coll Tech,GPROSTD321534,"243,793.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,Writtle College,GPROSTD321561,"286,993.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,York College,GPROSTD321597,"95,350.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,York St John Uni,GPROSTD321588,"553,523.00",Teaching 12-13,E&P policy team
BIS,HEFCE,18/04/2013,PL Control - Grant,Grant,York St John Uni,GPROSTD331369,"240,259.00",Teaching 12-13,E&P policy team
BIS,HEFCE,26/04/2013,PL Control - Run,Running costs,Internet Videocomms,PIS2609,"96,656.40",Building alterations,Central
BIS,HEFCE,26/04/2013,PL Control - Run,Running costs,University of Derby,PIC535,"44,900.00",PD - research,R&E programme
BIS,HEFCE,28/04/2013,PL Control - Grant,Grant,Bolton LEA,GPROSTD332439,"67,399.73",Inherited Staff,Finance
BIS,HEFCE,28/04/2013,PL Control - Grant,Grant,ECU,PIG6871,"78,209.00",Equal opportunities,LGM
BIS,HEFCE,28/04/2013,PL Control - Grant,Grant,London Met Uni,GPROSTD332399,"2,500,000.00",Basic Grant,RIS policy team
BIS,HEFCE,28/04/2013,PL Control - Grant,Grant,NUS Services Ltd,PIG6862,"48,500.00",Quality Assurance,E&P policy team
BIS,HEFCE,28/04/2013,PL Control - Grant,Grant,South Glos & Stroud,GPROSTD321102,"25,357.00",Teaching 12-13,E&P policy team
BIS,HEFCE,28/04/2013,PL Control - Grant,Grant,South Glos & Stroud,GPROSTD332433,"42,698.00",Teaching 12-13,E&P policy team
BIS,HEFCE,28/04/2013,PL Control - Grant,Grant,Sunderland  Council,GPROSTD332440,"38,160.66",Inherited Staff,Finance
