Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Canterbury CCUC,GPROSTD298262,"110,022.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Canterbury CCUC,GPROSTD299573,"380,251.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Canterbury CCUC,GPROSTD303009,"73,204.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Cardiff University,GPROSTD324843,"37,866.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Carlisle College,GPROSTD296147,"48,386.00"
BIS,HEFCE,19/07/2012,Voluntary Giving,Finance,Case Europe,GPROSTD288284,"29,714.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Central Sussex Coll,GPROSTD296192,"60,829.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Cheshire West,GPROSTD313944,"38,475.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Chesterfield College,GPROSTD296210,"102,160.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Chichester College,GPROSTD296219,"41,094.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,City Coll Coventry,GPROSTD296255,"41,923.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,City of Bath College,GPROSTD296273,"37,357.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,City of Sunderland C,GPROSTD296264,"90,018.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,City of Sunderland C,GPROSTD299708,"25,931.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,City of Westminster,GPROSTD296237,"54,129.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,City of Westminster,GPROSTD301643,"30,082.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,City University,GPROSTD296282,"1,928,619.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,City University,GPROSTD298325,"905,612.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,City University,GPROSTD299726,"79,917.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,City University,GPROSTD301652,"75,913.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,City University,GPROSTD303081,"139,557.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Cleveland College,GPROSTD296300,"144,615.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Cleveland College,GPROSTD299744,"28,227.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Conservatoire D&D,GPROSTD296309,"854,641.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Conservatoire D&D,GPROSTD299753,"35,640.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Conservatoire D&D,GPROSTD308878,"31,250.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Cornwall College,GPROSTD310257,"25,000.00"
BIS,HEFCE,19/07/2012,"Museums, Gal & Coll",RIS policy team,Courtauld Institute,GPROSTD295619,"80,416.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Courtauld Institute,GPROSTD296318,"83,565.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Courtauld Institute,GPROSTD298334,"105,788.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Coventry LEA,GPROSTD313945,"28,803.00"
BIS,HEFCE,19/07/2012,Emp Engagement - Rec,E&P policy team,Coventry University,GPROSTD228085,"81,916.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Coventry University,GPROSTD296327,"3,874,513.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Coventry University,GPROSTD298343,"180,071.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Coventry University,GPROSTD299771,"667,533.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Coventry University,GPROSTD303093,"237,518.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Coventry University,GPROSTD305239,"121,922.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Coventry University,GPROSTD306179,"50,581.00"
BIS,HEFCE,19/07/2012,JISC Capital,JISC NAH,Coventry University,GPROSTD312404,"83,718.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Coventry University,GPROSTD316382,"35,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Cranfield University,GPROSTD296345,"844,360.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Cranfield University,GPROSTD298352,"1,199,491.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Cranfield University,GPROSTD303105,"237,518.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Craven College,GPROSTD296336,"41,957.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Croydon College,GPROSTD296363,"223,117.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Croydon College,GPROSTD299807,"42,137.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,CSSD,GPROSTD296183,"387,095.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,CSSD,GPROSTD298298,"29,161.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Curtis & Cartwright,PIG6470,"29,850.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Dearne Valley Coll,GPROSTD296381,"44,663.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,De Montfort Uni,GPROSTD296390,"3,998,238.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,De Montfort Uni,GPROSTD298379,"427,392.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,De Montfort Uni,GPROSTD299834,"564,064.00"
BIS,HEFCE,19/07/2012,Moderation - T,E&P policy team,De Montfort Uni,GPROSTD301688,"86,005.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,De Montfort Uni,GPROSTD303117,"85,383.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Derby College,GPROSTD296408,"32,392.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Devon LEA,GPROSTD313950,"35,146.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Doncaster College,GPROSTD296417,"223,116.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Doncaster College,GPROSTD299861,"50,029.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Dorset LEA,GPROSTD313952,"25,768.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Dorset LEA,GPROSTD324769,"26,634.36"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Dudley Coll of Tech,GPROSTD296426,"53,904.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Dundee Uni,GPROSTD310209,"25,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Ealing Ham  & W Lond,GPROSTD296444,"44,173.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Eastleigh College,GPROSTD296471,"30,003.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,East Riding,GPROSTD313956,"51,645.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,East Riding College,GPROSTD296480,"35,937.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,East Sussex LEA,GPROSTD313957,"82,977.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Edge Hill University,GPROSTD296489,"1,813,199.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Edge Hill University,GPROSTD298424,"28,136.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Edge Hill University,GPROSTD299933,"460,261.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Edinburgh University,GPROSTD309096,"67,166.00"
BIS,HEFCE,19/07/2012,JISC Capital,JISC NAH,Edinburgh University,GPROSTD310074,"58,327.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Edinburgh University,GPROSTD312049,"26,374.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Edinburgh University,GPROSTD312065,"156,176.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Edinburgh University,GPROSTD312077,"113,134.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Edinburgh University,GPROSTD324845,"30,000.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,ESRC,GPROSTD309046,"32,500.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,ESRC,GPROSTD324836,"97,500.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Exeter College,GPROSTD296516,"40,668.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Farnborough College,GPROSTD296552,"258,513.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Farnborough College,GPROSTD299996,"37,584.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Gateshead College,GPROSTD296570,"95,973.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Gateshead College,GPROSTD300014,"42,241.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Gloucestershire Coll,GPROSTD296588,"93,641.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Gloucs LEA,GPROSTD324821,"28,173.25"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Goldsmiths College,GPROSTD296597,"1,296,505.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Goldsmiths College,GPROSTD298478,"763,722.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Goldsmiths College,GPROSTD300041,"109,666.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Goldsmiths College,GPROSTD303237,"27,597.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Grimsby Institute,GPROSTD296615,"487,152.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Grimsby Institute,GPROSTD300059,"125,900.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Guildford College,GPROSTD296624,"165,896.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Guildford College,GPROSTD300068,"27,917.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Guildhall Sch M & D,GPROSTD232332,"68,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Guildhall Sch M & D,GPROSTD296633,"198,736.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Guildhall Sch M & D,GPROSTD303261,"25,449.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Guildhall Sch M & D,GPROSTD311933,"55,000.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Hampshire LEA,GPROSTD313960,"94,607.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Harper Adams Uni Col,GPROSTD296660,"1,301,120.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Harper Adams Uni Col,GPROSTD298505,"31,028.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Harper Adams Uni Col,GPROSTD300104,"120,690.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Havering College,GPROSTD296669,"329,726.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Havering College,GPROSTD300113,"75,010.00"
BIS,HEFCE,19/07/2012,HE Academy,E&P policy team,HE Academy,GPROSTD311958,"1,463,000.00"
BIS,HEFCE,19/07/2012,Nat Teaching Fellows,E&P policy team,HE Academy,GPROSTD312811,"67,000.00"
BIS,HEFCE,19/07/2012,Nat Teaching Fellows,E&P policy team,HE Academy,GPROSTD312813,"240,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Henley College,GPROSTD296678,"57,227.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Hereford Coll of Art,GPROSTD296687,"103,523.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Hertfordshire LEA,GPROSTD313962,"31,201.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Heythrop College,GPROSTD296714,"105,499.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Highbury College,GPROSTD296723,"60,032.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Hopwood Hall College,GPROSTD296732,"48,998.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Hull College,GPROSTD296750,"426,559.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Hull College,GPROSTD300194,"116,385.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Hull College,GPROSTD316389,"35,000.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD188460,"28,563.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD232955,"29,405.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD265797,"28,618.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Imperial College,GPROSTD296768,"4,848,888.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Imperial College,GPROSTD298550,"8,965,734.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Imperial College,GPROSTD300212,"66,556.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Imperial College,GPROSTD303309,"237,518.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD309111,"28,618.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD309133,"28,618.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Imperial College,GPROSTD309163,"28,618.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Inst Cancer Research,GPROSTD265827,"28,618.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Inst Cancer Research,GPROSTD296138,"60,269.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Inst Cancer Research,GPROSTD298271,"1,515,778.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Inst Cancer Research,GPROSTD303021,"58,598.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Inst of Education,GPROSTD296498,"383,079.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Inst of Education,GPROSTD298433,"778,883.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Inst of Education,GPROSTD303177,"85,091.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,Inst of Education,GPROSTD310198,"40,000.00"
BIS,HEFCE,19/07/2012,Quality Assurance,E&P policy team,Ipsos UK Ltd,PIG6451,"420,000.00"
BIS,HEFCE,19/07/2012,Quality Assurance,E&P policy team,Ipsos UK Ltd,PIG6452,"114,000.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,JANET UK,GPROSTD309342,"2,884,545.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,JISC Advance,GPROSTD310172,"962,083.00"
BIS,HEFCE,19/07/2012,SS UMF,Finance,JISC Advance,GPROSTD312838,"82,875.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,JISC Advance,GPROSTD314846,"250,000.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,JISC Advance,GPROSTD316402,"25,000.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,JISC Advance,GPROSTD316407,"27,645.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,JISC Advance,GPROSTD324385,"47,000.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,JISC Collections,GPROSTD308974,"204,362.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,JISC Collections,GPROSTD308986,"31,665.00"
BIS,HEFCE,19/07/2012,SS UMF,Finance,JISC Collections,GPROSTD324748,"33,486.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Keele University,GPROSTD296786,"1,919,553.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Keele University,GPROSTD298559,"607,152.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Keele University,GPROSTD300230,"129,143.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Keele University,GPROSTD303321,"62,284.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD259813,"29,405.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,King's College,GPROSTD296822,"6,128,205.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,King's College,GPROSTD298577,"5,339,741.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,King's College,GPROSTD300266,"124,008.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,King's College,GPROSTD303345,"237,518.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,King's College,GPROSTD305079,"28,618.00"
BIS,HEFCE,19/07/2012,JISC Capital,JISC NAH,King's College,GPROSTD311751,"83,317.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,King's College,GPROSTD314862,"30,000.00"
BIS,HEFCE,19/07/2012,JISC,JISC NAH,King's College,GPROSTD324842,"30,435.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Kingston College,GPROSTD296813,"48,422.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Kingston University,GPROSTD296831,"5,132,128.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Kingston University,GPROSTD298586,"313,682.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Kingston University,GPROSTD300275,"594,378.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Kingston University,GPROSTD303357,"75,927.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Kirklees College,GPROSTD296840,"81,565.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Kirklees LEA,GPROSTD313966,"32,380.00"
BIS,HEFCE,19/07/2012,Costing & Pricing,Finance,KPMG Llp,PIG6449,"79,078.80"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Lakes College,GPROSTD296849,"83,638.00"
BIS,HEFCE,19/07/2012,Inherited Staff,Finance,Lancashire LEA,GPROSTD313967,"55,075.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Lancaster University,GPROSTD296858,"2,159,924.00"
BIS,HEFCE,19/07/2012,Basic - R,RIS policy team,Lancaster University,GPROSTD298595,"1,655,066.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Lancaster University,GPROSTD300302,"115,782.00"
BIS,HEFCE,19/07/2012,HEIF 2011-15,RIS policy team,Lancaster University,GPROSTD303369,"184,398.00"
BIS,HEFCE,19/07/2012,SDF Recurrent,RIS policy team,Lancaster University,GPROSTD314794,"32,955.00"
BIS,HEFCE,19/07/2012,Revolving Green Fund,RIS policy team,Lancaster University,GPROSTD324781,"1,500,000.00"
BIS,HEFCE,19/07/2012,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD304037,"88,000.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Leeds City College,GPROSTD296903,"280,198.00"
BIS,HEFCE,19/07/2012,Basic - WP,E&P policy team,Leeds City College,GPROSTD300347,"82,407.00"
BIS,HEFCE,19/07/2012,Basic - T,E&P policy team,Leeds City College,GPROSTD310742,"171,946.00"
