Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction no,Amount
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Exeter,GPROSTD323068,"223,737.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Exeter,GPROSTD325624,"48,214.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Hull,GPROSTD319963,"2,951,301.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Hull,GPROSTD322024,"839,651.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Hull,GPROSTD323164,"163,393.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Hull,GPROSTD325723,"115,569.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Kent,GPROSTD319990,"3,598,404.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Kent,GPROSTD322051,"1,194,808.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Kent,GPROSTD323200,"73,259.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Kent,GPROSTD325732,"82,211.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Leeds,GPROSTD320107,"6,830,415.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Leeds,GPROSTD322087,"5,205,457.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Leeds,GPROSTD323248,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Leeds,GPROSTD325771,"102,882.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,University of Oxford,GPROSTD265807,"28,618.00"
BIS,HEFCE,14/01/2013,SDF Recurrent,RIS policy team,University of Oxford,GPROSTD285811,"29,405.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Oxford,GPROSTD320647,"4,661,652.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Oxford,GPROSTD322348,"14,143,637.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Oxford,GPROSTD323548,"237,405.00"
BIS,HEFCE,14/01/2013,"Museums, Gal & Coll",RIS policy team,University of Oxford,GPROSTD324064,"279,472.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Oxford,GPROSTD325951,"38,717.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Surrey,GPROSTD321250,"1,825,417.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Surrey,GPROSTD322573,"1,677,371.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Surrey,GPROSTD323776,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Surrey,GPROSTD326155,"38,708.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of Sussex,GPROSTD321259,"2,412,443.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of Sussex,GPROSTD322582,"1,669,735.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of Sussex,GPROSTD323788,"154,908.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of Sussex,GPROSTD326158,"50,776.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,University of York,GPROSTD321574,"2,514,314.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,University of York,GPROSTD322681,"2,730,498.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,University of York,GPROSTD323884,"237,405.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,University of York,GPROSTD326263,"47,640.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Uni West of England,GPROSTD321403,"4,173,364.00"
BIS,HEFCE,14/01/2013,Research 12-13,RIS policy team,Uni West of England,GPROSTD322636,"508,511.00"
BIS,HEFCE,14/01/2013,HEIF 2011-15,RIS policy team,Uni West of England,GPROSTD323848,"98,433.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,Uni West of England,GPROSTD326206,"160,194.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Wakefield College,GPROSTD321367,"102,128.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Walsall College,GPROSTD321376,"64,437.00"
BIS,HEFCE,14/01/2013,Inherited Staff,Finance,Walsall LEA,GPROSTD314565,"32,282.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Warwickshire College,GPROSTD321394,"240,592.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,West Notts College,GPROSTD321439,"162,576.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,West Thames Col,GPROSTD321448,"48,666.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Wigan & Leigh Coll,GPROSTD321475,"169,531.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Wiltshire College,GPROSTD321484,"85,582.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Wirral Met College,GPROSTD321502,"83,996.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Wminster Kingsw,GPROSTD321421,"60,105.00"
BIS,HEFCE,14/01/2013,Inherited Staff,Finance,Wolv'ton LEA,GPROSTD314572,"81,821.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Worcester Coll Tech,GPROSTD321529,"295,299.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,Writtle College,GPROSTD321556,"347,625.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,York College,GPROSTD321592,"115,495.00"
BIS,HEFCE,14/01/2013,Teaching 12-13,E&P policy team,York St John Uni,GPROSTD321583,"670,465.00"
BIS,HEFCE,14/01/2013,Access to Learn Fund,E&P policy team,York St John Uni,GPROSTD326266,"25,653.00"
BIS,HEFCE,31/01/2013,Offsite premises,JISC KCL,King's College,PIS2474,"79,895.87"
