Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Bath LEA,GPROSTD367278,"191,647.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bath Spa University,GPROSTD355374,"310,795.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Bath Spa University,GPROSTD358326,"48,563.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bath Spa University,GPROSTD371439,"36,919.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Bath Spa University,GPROSTD375468,"40,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bedford College,GPROSTD355392,"57,218.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Beds LEA,GPROSTD367282,"72,781.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Beds LEA,GPROSTD375886,"33,285.18"
BIS,HEFCE,14/05/2015,SDF Capital (T),RIS policy team,Birkbeck College,GPROSTD256475,"142,857.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Birkbeck College,GPROSTD355446,"1,016,696.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Birkbeck College,GPROSTD358344,"881,508.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Birkbeck College,GPROSTD361503,"48,059.00"
BIS,HEFCE,14/05/2015,Catalyst Fund  (R),RIS policy team,Birkbeck College,GPROSTD363288,"53,824.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Birkbeck College,GPROSTD375471,"162,500.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Birmingham City Univ,GPROSTD355779,"1,184,059.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Birmingham City Univ,GPROSTD358461,"156,771.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Birmingham City Univ,GPROSTD361611,"97,013.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Birmingham City Univ,GPROSTD362502,"32,338.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Birmingham City Univ,GPROSTD371611,"352,773.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Birmingham City Univ,GPROSTD375481,"1,250,000.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Birmingham LEA,GPROSTD367283,"171,386.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Birmingham Met Coll,GPROSTD355473,"58,430.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bishop Burton,GPROSTD355491,"110,381.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bishop Gros Uni,GPROSTD355482,"68,401.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Bishop Gros Uni,GPROSTD374131,"57,764.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Blackburn College,GPROSTD355509,"212,029.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Blackburn College,GPROSTD375473,"49,103.25"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Blackpool College,GPROSTD355518,"270,451.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Blackpool College,GPROSTD375474,"124,259.25"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Bolton LEA,GPROSTD367284,"48,293.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bournemouth & Poole,GPROSTD355563,"43,543.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bournemouth Uni,GPROSTD355554,"1,130,452.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Bournemouth Uni,GPROSTD358380,"177,214.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Bournemouth Uni,GPROSTD361530,"48,094.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Bournemouth Uni,GPROSTD375476,"1,250,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bradford College,GPROSTD355581,"218,070.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bridgwater College,GPROSTD355599,"27,949.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Bromley LEA,GPROSTD367287,"38,819.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Brunel University,GPROSTD355662,"1,072,967.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Brunel University,GPROSTD358416,"1,003,127.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Brunel University,GPROSTD361566,"84,335.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Brunel University,GPROSTD362457,"28,111.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Brunel University,GPROSTD371563,"27,666.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Brunel University,GPROSTD375478,"1,250,000.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Bucks County Council,GPROSTD367288,"103,769.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Bucks New University,GPROSTD355671,"424,188.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Bucks New University,GPROSTD361575,"56,748.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Bucks New University,GPROSTD375479,"121,821.25"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Burnley College,GPROSTD355680,"28,619.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Canterbury CCUC,GPROSTD355734,"497,880.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Canterbury CCUC,GPROSTD358443,"77,099.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Canterbury CCUC,GPROSTD361593,"65,878.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Canterbury CCUC,GPROSTD371591,"229,019.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Canterbury CCUC,GPROSTD374235,"29,727.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Canterbury College,GPROSTD355752,"30,586.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Central College Nott,GPROSTD357687,"34,396.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Cheshire West,GPROSTD367290,"108,890.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Chesterfield College,GPROSTD355824,"40,582.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,City College Norwich,GPROSTD357228,"65,600.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,City Liverpool Col,GPROSTD355914,"25,660.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,City of Bradford,GPROSTD367285,"85,012.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,City of Bristol Coll,GPROSTD355923,"67,826.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,City of Westminster,GPROSTD355869,"48,342.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Cleveland College,GPROSTD355941,"53,295.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Colchester Institute,GPROSTD355950,"26,296.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Conservatoire D&D,GPROSTD355959,"634,028.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Conservatoire D&D,GPROSTD361656,"28,125.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Cornwall College,GPROSTD355968,"77,797.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Courtauld Institute,GPROSTD355977,"51,423.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Courtauld Institute,GPROSTD358515,"100,012.00"
BIS,HEFCE,14/05/2015,"Museums, Gal & Coll",RIS policy team,Courtauld Institute,GPROSTD363961,"80,417.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Coventry LEA,GPROSTD367291,"84,297.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Coventry University,GPROSTD355986,"1,634,303.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Coventry University,GPROSTD358524,"174,271.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Coventry University,GPROSTD361665,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Coventry University,GPROSTD362556,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Coventry University,GPROSTD374343,"83,382.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Coventry University,GPROSTD375484,"1,225,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Cranfield University,GPROSTD356004,"739,690.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Cranfield University,GPROSTD358533,"969,155.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Cranfield University,GPROSTD361674,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Cranfield University,GPROSTD362565,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Cranfield University,GPROSTD371711,"30,893.00"
BIS,HEFCE,14/05/2015,UKRPIF,Finance,Cranfield University,GPROSTD375315,"2,500,000.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Cranfield University,GPROSTD375485,"1,250,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Craven College,GPROSTD355995,"35,236.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Croydon College,GPROSTD356022,"27,780.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,Croydon College,GPROSTD374359,"31,922.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,De Montfort Uni,GPROSTD356049,"1,305,902.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,De Montfort Uni,GPROSTD358560,"386,105.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,De Montfort Uni,GPROSTD361683,"76,839.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,De Montfort Uni,GPROSTD362574,"25,613.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,De Montfort Uni,GPROSTD374371,"51,062.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Derbyshire LEA,GPROSTD367295,"46,870.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Devon County Council,GPROSTD367296,"107,226.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Devon County Council,GPROSTD375882,"35,985.46"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Doncaster College,GPROSTD356076,"73,880.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Doncaster Council,GPROSTD367297,"47,516.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Dorset LEA,GPROSTD367298,"77,926.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Dudley College,GPROSTD356085,"28,318.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Durham LEA,GPROSTD367300,"35,157.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Ealing LEA,GPROSTD367301,"38,906.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,East Riding,GPROSTD367302,"150,000.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,East Sussex LEA,GPROSTD367303,"238,501.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Edge Hill University,GPROSTD356166,"544,054.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Essex LEA,GPROSTD367304,"43,664.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Falmouth Uni,GPROSTD356220,"393,049.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Falmouth Uni,GPROSTD358641,"40,417.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Farnborough College,GPROSTD356238,"46,709.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Gateshead College,GPROSTD356256,"37,616.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Gloucestershire Coll,GPROSTD356274,"41,786.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Gloucs LEA,GPROSTD367305,"55,943.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Goldsmiths' College,GPROSTD356283,"489,047.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Goldsmiths' College,GPROSTD358659,"694,437.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Goldsmiths' College,GPROSTD367356,"41,176.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Goldsmiths' College,GPROSTD375494,"56,885.50"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Grimsby Institute,GPROSTD356310,"171,418.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Guildford College,GPROSTD356319,"56,628.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Guildhall Sch M & D,GPROSTD356328,"104,475.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Hampshire LEA,GPROSTD367306,"283,786.00"
BIS,HEFCE,14/05/2015,Revolving Green Fund,RIS policy team,Harper Adams Uni,GPROSTD261898,"60,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Harper Adams Uni,GPROSTD356382,"736,820.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Harper Adams Uni,GPROSTD358686,"33,404.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Harper Adams Uni,GPROSTD375495,"60,756.50"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Hartpury College,GPROSTD356391,"91,941.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Havering College,GPROSTD356418,"99,727.00"
BIS,HEFCE,14/05/2015,HE Academy,E&P policy team,HE Academy,GPROSTD364081,"1,050,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Heart of Wor College,GPROSTD363355,"107,812.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Hertfordshire CC,GPROSTD367308,"81,618.00"
BIS,HEFCE,14/05/2015,HESA,Regulatory Partnersh,HESA,GPROSTD375757,"27,909.00"
BIS,HEFCE,14/05/2015,HEDIIP,Regulatory Partnersh,HESA,GPROSTD375759,"50,795.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Hounslow LEA,GPROSTD367309,"32,323.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Hull College,GPROSTD356526,"123,042.00"
BIS,HEFCE,14/05/2015,SDF Recurrent,RIS policy team,Imperial College,GPROSTD287400,"30,214.00"
BIS,HEFCE,14/05/2015,SDF Recurrent,RIS policy team,Imperial College,GPROSTD304066,"31,045.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Imperial College,GPROSTD356553,"3,541,715.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Imperial College,GPROSTD358731,"8,915,367.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Imperial College,GPROSTD361827,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Imperial College,GPROSTD362718,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Inst Cancer Research,GPROSTD355743,"73,932.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Inst Cancer Research,GPROSTD358452,"1,492,172.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Inst Cancer Research,GPROSTD361602,"52,734.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Inst of Education,GPROSTD356175,"212,477.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Inst of Education,GPROSTD358614,"704,764.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Inst of Education,GPROSTD361728,"76,577.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Inst of Education,GPROSTD362619,"25,525.00"
BIS,HEFCE,14/05/2015,JISC,JISC NAH,JISC,GPROSTD363334,"2,558,333.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Kent LEA,GPROSTD367310,"38,463.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,King's College,GPROSTD356607,"4,375,622.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,King's College,GPROSTD358758,"5,232,700.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,King's College,GPROSTD361854,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,King's College,GPROSTD362745,"71,250.00"
BIS,HEFCE,14/05/2015,Basic Grant,RIS policy team,King's College,GPROSTD372765,"41,312.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",King's College,GPROSTD375498,"562,500.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Kingston College,GPROSTD356598,"38,415.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Kingston LEA,GPROSTD367311,"49,179.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Kingston University,GPROSTD356616,"1,917,528.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Kingston University,GPROSTD358767,"270,606.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Kingston University,GPROSTD361863,"68,329.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Kingston University,GPROSTD371971,"226,102.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Kingston University,GPROSTD375499,"475,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Kirklees College,GPROSTD356652,"36,071.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Kirklees Council,GPROSTD367312,"97,601.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Lakes College,GPROSTD356670,"42,473.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Lancashire LEA,GPROSTD367313,"155,896.00"
BIS,HEFCE,14/05/2015,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD364106,"75,000.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Leeds Bec University,GPROSTD356724,"1,207,355.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Leeds Bec University,GPROSTD358794,"152,405.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Leeds Bec University,GPROSTD361890,"112,590.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Leeds Bec University,GPROSTD362781,"37,530.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Leeds Bec University,GPROSTD372019,"316,486.00"
BIS,HEFCE,14/05/2015,Basic Grant,RIS policy team,Leeds Bec University,GPROSTD372783,"51,300.00"
BIS,HEFCE,14/05/2015,Basic Grant,RIS policy team,Leeds Bec University,GPROSTD372791,"40,850.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Leeds City College,GPROSTD356733,"131,327.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Leeds College of Art,GPROSTD356706,"66,063.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Leeds LEA,GPROSTD367314,"213,077.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Leeds Trinity Uni,GPROSTD358011,"113,800.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Leicester College,GPROSTD356742,"47,646.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Leics LEA,GPROSTD367315,"221,276.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Leics LEA,GPROSTD375880,"57,185.08"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Lincoln College,GPROSTD356778,"46,380.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Liverpool Hope Uni,GPROSTD356796,"274,320.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Liverpool Hope Uni,GPROSTD358830,"28,122.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Liverpool Hope Uni,GPROSTD361926,"51,366.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Liverpool Inst PA,GPROSTD356814,"117,623.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Liverpool John Moore,GPROSTD356787,"1,486,214.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Liverpool John Moore,GPROSTD358821,"312,336.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Liverpool John Moore,GPROSTD361917,"145,608.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,Liverpool John Moore,GPROSTD362808,"48,536.00"
BIS,HEFCE,14/05/2015,STEM Capital,"R,,E & KE",Liverpool John Moore,GPROSTD375502,"1,250,000.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,Liverpool LEA,GPROSTD367317,"257,569.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,London Bus School,GPROSTD358866,"325,683.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,London Bus School,GPROSTD361953,"213,750.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,London Bus School,GPROSTD362844,"71,250.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,London Met Uni,GPROSTD356868,"1,494,248.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,London Met Uni,GPROSTD358893,"219,745.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,London Met Uni,GPROSTD361971,"116,045.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,London Met Uni,GPROSTD362862,"38,682.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,London Met Uni,GPROSTD367358,"264,867.00"
BIS,HEFCE,14/05/2015,Teaching 13-14,E&P policy team,London Met Uni,GPROSTD374707,"119,453.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,London PFA,GPROSTD367318,"143,993.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,London Sch Economics,GPROSTD356850,"186,054.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,London Sch Economics,GPROSTD358875,"1,492,238.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,London Sch Economics,GPROSTD361962,"126,563.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15,RIS policy team,London Sch Economics,GPROSTD362853,"42,187.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,London Sch Economics,GPROSTD372075,"56,858.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,London Sch Hygiene,GPROSTD356859,"328,522.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,London Sch Hygiene,GPROSTD358884,"1,612,924.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,London South Bank,GPROSTD356877,"1,393,498.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,London South Bank,GPROSTD358902,"176,005.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,London South Bank,GPROSTD361980,"60,563.00"
BIS,HEFCE,14/05/2015,Inherited Staff,Finance,London South Bank,GPROSTD367359,"63,615.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Loughborough College,GPROSTD356895,"62,022.00"
BIS,HEFCE,14/05/2015,Catalyst Fund  (R),RIS policy team,Loughborough Uni,GPROSTD343139,"104,250.00"
BIS,HEFCE,14/05/2015,SIVS,E&P policy team,Loughborough Uni,GPROSTD343286,"87,669.00"
BIS,HEFCE,14/05/2015,Teaching 14-15,E&P policy team,Loughborough Uni,GPROSTD356904,"1,391,620.00"
BIS,HEFCE,14/05/2015,Research 14-15,RIS policy team,Loughborough Uni,GPROSTD358920,"1,878,683.00"
BIS,HEFCE,14/05/2015,HEIF 2011-15 (BIS),RIS policy team,Loughborough Uni,GPROSTD361998,"122,683.00"
