Department,Entity,Payment date,Expense Type,Expense Area,Supplier,Transaction No,Amount
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Sheffield,GPROSTD323708,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Southampton,GPROSTD321036,"6,879,512.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Southampton,GPROSTD322521,"7,219,725.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Southampton,GPROSTD323732,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Sunderland,GPROSTD321243,"3,709,883.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Sunderland,GPROSTD322566,"319,466.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Sunderland,GPROSTD323768,"86,123.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Warwick,GPROSTD190854,"176,208.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Warwick,GPROSTD321387,"4,989,670.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Warwick,GPROSTD322629,"5,453,277.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Warwick,GPROSTD323840,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of West London,GPROSTD321315,"2,431,210.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of West London,GPROSTD322602,"76,992.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of West London,GPROSTD323816,"51,374.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Uni of Westminster,GPROSTD314214,"33,300.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Westminster,GPROSTD321432,"5,589,259.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Westminster,GPROSTD322647,"650,960.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Westminster,GPROSTD323864,"104,152.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Winchester,GPROSTD321495,"1,160,151.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Winchester,GPROSTD322656,"101,136.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Wolverhampton,GPROSTD321513,"5,084,038.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni of Wolverhampton,GPROSTD322665,"288,633.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni of Wolverhampton,GPROSTD323876,"173,854.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,Uni of Worcester,GPROSTD25581,"166,500.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni of Worcester,GPROSTD321540,"2,136,756.00"
BIS,HEFCE,20/09/2012,International,Regulatory Partnersh,Universities UK,GPROSTD286299,"120,310.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Bath,GPROSTD318903,"4,143,396.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Bath,GPROSTD321639,"2,784,329.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Bath,GPROSTD322736,"197,930.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Bolton,GPROSTD319038,"1,670,705.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Bolton,GPROSTD321675,"111,166.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Bolton,GPROSTD322772,"25,474.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Derby,GPROSTD319533,"4,013,518.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Derby,GPROSTD321873,"61,889.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Derby,GPROSTD323000,"56,184.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Durham,GPROSTD319569,"4,606,386.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Durham,GPROSTD321882,"4,072,766.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Durham,GPROSTD323012,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Essex,GPROSTD319650,"3,258,572.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Essex,GPROSTD321927,"1,468,516.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Essex,GPROSTD323060,"61,730.00"
BIS,HEFCE,20/09/2012,SDF Capital LAT,RIS policy team,University of Exeter,GPROSTD304875,"32,932.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Exeter,GPROSTD319668,"5,293,213.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Exeter,GPROSTD321936,"3,107,695.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Exeter,GPROSTD323072,"223,738.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Hull,GPROSTD319965,"4,426,951.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Hull,GPROSTD322026,"1,259,477.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Hull,GPROSTD323168,"163,394.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Kent,GPROSTD319992,"5,397,607.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Kent,GPROSTD322053,"1,792,213.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Kent,GPROSTD323204,"73,259.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Leeds,GPROSTD320109,"10,245,622.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Leeds,GPROSTD322089,"7,808,186.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Leeds,GPROSTD323252,"237,405.00"
BIS,HEFCE,20/09/2012,SDF Recurrent,RIS policy team,University of Oxford,GPROSTD224602,"28,562.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Oxford,GPROSTD320649,"6,992,479.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Oxford,GPROSTD322350,"21,215,456.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Oxford,GPROSTD323552,"237,405.00"
BIS,HEFCE,20/09/2012,"Museums, Gal & Coll",RIS policy team,University of Oxford,GPROSTD324068,"279,472.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Surrey,GPROSTD321252,"2,738,125.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Surrey,GPROSTD322575,"2,516,058.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Surrey,GPROSTD323780,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of Sussex,GPROSTD321261,"3,618,664.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of Sussex,GPROSTD322584,"2,504,603.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of Sussex,GPROSTD323792,"154,909.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,University of York,GPROSTD321576,"3,771,472.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,University of York,GPROSTD322683,"4,095,746.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,University of York,GPROSTD323888,"237,405.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uni West of England,GPROSTD321405,"6,260,046.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,Uni West of England,GPROSTD322638,"762,768.00"
BIS,HEFCE,20/09/2012,HEIF 2011-15,RIS policy team,Uni West of England,GPROSTD323852,"98,433.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Uxbridge College,GPROSTD321360,"34,538.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Wakefield College,GPROSTD321369,"153,192.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Walsall College,GPROSTD321378,"96,656.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Walsall LEA,GPROSTD314185,"32,282.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Warwickshire College,GPROSTD321396,"360,887.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,West Notts College,GPROSTD321441,"243,864.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,West Thames Col,GPROSTD321450,"72,998.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Wigan & Leigh Coll,GPROSTD321477,"254,298.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Wiltshire College,GPROSTD321486,"128,372.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Wirral Met College,GPROSTD321504,"125,994.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Wminster Kingsw,GPROSTD321423,"90,158.00"
BIS,HEFCE,20/09/2012,Inherited Staff,Finance,Wolv'ton LEA,GPROSTD314192,"81,821.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Worcester Coll Tech,GPROSTD321531,"442,948.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,Writtle College,GPROSTD321558,"521,437.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,York College,GPROSTD321594,"173,243.00"
BIS,HEFCE,20/09/2012,Teaching 12-13,E&P policy team,York St John Uni,GPROSTD321585,"1,005,697.00"
BIS,HEFCE,20/09/2012,Research 12-13,RIS policy team,York St John Uni,GPROSTD322692,"26,826.00"
BIS,HEFCE,25/09/2012,PD - research,R&E programme,I Graduate,PIC467,"25,983.00"
BIS,HEFCE,25/09/2012,Premises costs,Facilities Managemen,Workman Clt Almacant,PIS2193,"61,677.00"
BIS,HEFCE,29/09/2012,FE ITT Bursaries,E&P policy team,BIS,PIG6615,"3,121,257.00"
BIS,HEFCE,29/09/2012,Inherited Staff,Finance,Liverpool LEA,GPROSTD326518,"86,496.41"
BIS,HEFCE,29/09/2012,Inherited Staff,Finance,Sheffield LEA,GPROSTD326519,"46,279.31"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
