Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Goldsmiths' College,GPROSTD367641,"41,176.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Goldsmiths' College,GPROSTD370161,"54,439.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Goldsmiths' College,GPROSTD371107,"111,889.67"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Goldsmiths' College,GPROSTD375704,"56,885.50"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Goldsmiths' College,GPROSTD386728,"56,886.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Grimsby Institute,GPROSTD370163,"34,488.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Hampshire LEA,GPROSTD367591,"283,786.00"
BIS,HEFCE,18/02/2016,Revolving Green Fund,RIS policy team,Harper Adams Uni,GPROSTD261901,"60,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Harper Adams Uni,GPROSTD370166,"41,796.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Harper Adams Uni,GPROSTD371110,"25,951.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Harper Adams Uni,GPROSTD375705,"60,756.50"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Harper Adams Uni,GPROSTD386652,"30,513.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Hartpury College,GPROSTD370167,"28,430.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Heart of Wor College,GPROSTD370231,"28,207.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Hertfordshire CC,GPROSTD367593,"81,618.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Hounslow LEA,GPROSTD367594,"32,323.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Hull College,GPROSTD370179,"26,788.00"
BIS,HEFCE,18/02/2016,Provision of Info,E&P policy team,IFF Research,PIG14771,"34,475.00"
BIS,HEFCE,18/02/2016,Provision of Info,E&P policy team,IFF Research,PIG14772,"25,262.50"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Imperial College,GPROSTD370181,"152,045.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Imperial College,GPROSTD371114,"4,464,109.33"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Inst Cancer Research,GPROSTD371085,"532,544.33"
BIS,HEFCE,18/02/2016,JISC,JISC NAH,JISC,GPROSTD382078,"1,750,000.00"
BIS,HEFCE,18/02/2016,JISC Capital (R),JISC NAH,JISC,GPROSTD382091,"844,444.00"
BIS,HEFCE,18/02/2016,JISC Capital (T),RIS policy team,JISC,GPROSTD382100,"1,266,667.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Kent LEA,GPROSTD367595,"38,463.00"
BIS,HEFCE,18/02/2016,SDF Recurrent,RIS policy team,King's College,GPROSTD309270,"31,045.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,King's College,GPROSTD370185,"205,636.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,King's College,GPROSTD371117,"2,245,365.33"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Kingston LEA,GPROSTD367596,"49,179.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Kingston University,GPROSTD370186,"162,698.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Kingston University,GPROSTD371118,"60,739.67"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Kingston University,GPROSTD375709,"475,000.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Kingston University,GPROSTD386586,"604,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Kirklees Council,GPROSTD367597,"97,601.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Lancashire LEA,GPROSTD367598,"155,896.00"
BIS,HEFCE,18/02/2016,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD383230,"88,458.00"
BIS,HEFCE,18/02/2016,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD386831,"80,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Leeds Bec University,GPROSTD370193,"153,367.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Leeds Bec University,GPROSTD371121,"33,971.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Leeds City College,GPROSTD370194,"35,806.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Leeds LEA,GPROSTD367599,"213,077.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Leeds Trinity Uni,GPROSTD370301,"25,491.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Leics LEA,GPROSTD367600,"221,276.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Liverpool Hope Uni,GPROSTD370200,"43,116.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Liverpool John Moore,GPROSTD370199,"172,643.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Liverpool John Moore,GPROSTD371124,"116,054.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Liverpool John Moore,GPROSTD375712,"1,250,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Liverpool LEA,GPROSTD367602,"257,569.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,London Bus School,GPROSTD371130,"42,297.67"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,London Met Uni,GPROSTD367643,"264,867.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,London Met Uni,GPROSTD370208,"99,541.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,London PFA,GPROSTD367603,"143,993.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,London Sch Economics,GPROSTD370206,"39,309.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,London Sch Economics,GPROSTD371131,"365,242.33"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,London Sch Hygiene,GPROSTD371132,"532,884.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,London South Bank,GPROSTD367644,"63,615.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,London South Bank,GPROSTD370209,"95,028.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,London South Bank,GPROSTD371134,"40,309.33"
BIS,HEFCE,18/02/2016,Catalyst Fund  (R),RIS policy team,Loughborough Uni,GPROSTD343148,"113,897.00"
BIS,HEFCE,18/02/2016,SIVS,E&P policy team,Loughborough Uni,GPROSTD343289,"57,071.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Loughborough Uni,GPROSTD370212,"136,541.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Loughborough Uni,GPROSTD371136,"700,394.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Loughborough Uni,GPROSTD375713,"1,250,000.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,LSTM,GPROSTD371127,"200,414.33"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Manchester College,GPROSTD370217,"30,192.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Manchester College,GPROSTD375715,"42,627.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Manchester Cty Couni,GPROSTD367604,"337,362.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Manchester Met,GPROSTD370215,"236,096.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Manchester Met,GPROSTD371138,"97,029.00"
BIS,HEFCE,18/02/2016,Engineer Conversion,"R,,E & KE",Manchester Met,GPROSTD386840,"50,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Mid'brough Council,GPROSTD367605,"46,321.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Middlesex University,GPROSTD370218,"110,245.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Middlesex University,GPROSTD371140,"73,655.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Moulton College,GPROSTD375716,"31,588.00"
BIS,HEFCE,18/02/2016,Catalyst Fund,RIS policy team,National Film & TV,GPROSTD382703,"25,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,NCG,GPROSTD370223,"62,394.00"
BIS,HEFCE,18/02/2016,Policy Ongoing Serv,Central,NCUB,GPROSTD333853,"50,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Newcastle LEA,GPROSTD367606,"115,672.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",North Lindsey Coll,GPROSTD375717,"29,125.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Northum'lnd LEA,GPROSTD367609,"46,232.00"
BIS,HEFCE,18/02/2016,Catalyst Fund C (R),RIS policy team,Norwich Uni Arts,GPROSTD386850,"40,000.00"
BIS,HEFCE,18/02/2016,Catalyst Fund C (T),RIS policy team,Norwich Uni Arts,GPROSTD386852,"40,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Nottingham Trent Uni,GPROSTD370241,"202,727.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Nottingham Trent Uni,GPROSTD371144,"86,827.67"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Nottingham Trent Uni,GPROSTD375720,"1,250,000.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Nottingham Trent Uni,GPROSTD386592,"227,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Notts LEA,GPROSTD367611,"167,832.00"
BIS,HEFCE,18/02/2016,Policy Ongoing Serv,Central,NUS,GPROSTD382710,"70,250.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Open University,GPROSTD370244,"424,190.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Open University,GPROSTD371146,"271,271.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Open University,GPROSTD375722,"693,500.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Open University,GPROSTD386659,"198,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Oxford Brookes Univ,GPROSTD370247,"110,468.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Oxford Brookes Univ,GPROSTD371149,"94,616.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Oxford Brookes Univ,GPROSTD375724,"1,045,075.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Oxford Brookes Univ,GPROSTD386664,"1,437,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Oxfordshire LEA,GPROSTD367613,"114,068.00"
BIS,HEFCE,18/02/2016,Quality Assurance,E&P policy team,QAA,GPROSTD383168,"660,806.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,"Queen Mary, UoL",GPROSTD370254,"156,710.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,"Queen Mary, UoL",GPROSTD371152,"1,216,868.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE","Queen Mary, UoL",GPROSTD375727,"1,250,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Roehampton Uni,GPROSTD367647,"31,279.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Roehampton Uni,GPROSTD370258,"64,487.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Roehampton Uni,GPROSTD371154,"42,034.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Royal College of Art,GPROSTD371156,"42,490.33"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Royal Holloway,GPROSTD370265,"65,457.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Royal Holloway,GPROSTD371158,"309,136.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Royal Holloway,GPROSTD375728,"1,250,000.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Royal Holloway,GPROSTD386668,"783,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Royal Veterinary,GPROSTD370267,"37,060.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Royal Veterinary,GPROSTD371160,"167,467.67"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Sheffield Hallam Uni,GPROSTD370272,"186,647.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Sheffield Hallam Uni,GPROSTD371162,"116,466.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Sheffield Hallam Uni,GPROSTD375730,"1,250,000.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Sheffield Hallam Uni,GPROSTD386598,"998,000.00"
BIS,HEFCE,18/02/2016,Engineer Conversion,"R,,E & KE",Sheffield Hallam Uni,GPROSTD386842,"48,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Sheffield LEA,GPROSTD367615,"176,629.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,SOAS,GPROSTD370245,"26,594.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,SOAS,GPROSTD371147,"92,124.67"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Southampton Solent U,GPROSTD370278,"93,787.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",South Tyneside Coll,GPROSTD375735,"50,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Staffordshire Uni,GPROSTD370286,"110,393.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Staffordshire Uni,GPROSTD375736,"1,250,000.00"
BIS,HEFCE,18/02/2016,Engineer Conversion,"R,,E & KE",Staffordshire Uni,GPROSTD386844,"25,000.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Staffs LEA,GPROSTD367619,"125,620.00"
BIS,HEFCE,18/02/2016,SDF Recurrent,RIS policy team,St George's Uni Lon,GPROSTD309937,"31,045.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,St George's Uni Lon,GPROSTD370288,"45,429.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,St George's Uni Lon,GPROSTD371167,"134,143.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",St George's Uni Lon,GPROSTD375737,"45,015.50"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,St Mary's University,GPROSTD370290,"40,378.00"
BIS,HEFCE,18/02/2016,Inherited Staff,Finance,Sunderland  Council,GPROSTD367622,"95,119.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Teesside University,GPROSTD370299,"108,171.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Teesside University,GPROSTD371172,"35,436.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,The City University,GPROSTD370126,"77,908.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,The City University,GPROSTD371091,"199,482.33"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni Coll Birmingham,GPROSTD370088,"36,568.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni College London,GPROSTD370210,"234,496.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni College London,GPROSTD371135,"5,205,166.33"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni for Creative Art,GPROSTD370138,"39,477.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Arts London,GPROSTD370203,"119,431.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni of Arts London,GPROSTD371128,"45,431.67"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Bedfordshire,GPROSTD370213,"83,609.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni of Bedfordshire,GPROSTD371137,"42,431.67"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Birmingham,GPROSTD370089,"242,768.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni of Birmingham,GPROSTD371075,"1,598,570.67"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Uni of Birmingham,GPROSTD375682,"1,250,000.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Uni of Birmingham,GPROSTD386732,"1,250,000.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Uni of Birmingham,GPROSTD386760,"964,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Bradford,GPROSTD370099,"90,121.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni of Bradford,GPROSTD371078,"123,907.33"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Brighton,GPROSTD370101,"136,629.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni of Brighton,GPROSTD371079,"137,212.33"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Uni of Brighton,GPROSTD375687,"1,250,000.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Uni of Brighton,GPROSTD386734,"1,250,000.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Bristol,GPROSTD370102,"208,515.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni of Bristol,GPROSTD371080,"1,983,283.67"
BIS,HEFCE,18/02/2016,Catalyst Fund C (R),RIS policy team,Uni of Bristol,GPROSTD386768,"162,500.00"
BIS,HEFCE,18/02/2016,Catalyst Fund C (T),RIS policy team,Uni of Bristol,GPROSTD386771,"162,500.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Cambridge,GPROSTD370109,"157,978.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni of Cambridge,GPROSTD371083,"4,847,717.33"
BIS,HEFCE,18/02/2016,UKRPIF,Finance,Uni of Cambridge,GPROSTD375314,"6,250,000.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Uni of Cambridge,GPROSTD375690,"662,500.00"
BIS,HEFCE,18/02/2016,"Museums, Gal & Coll",RIS policy team,Uni of Cambridge,GPROSTD382460,"166,167.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Central Lancs,GPROSTD370115,"170,544.00"
BIS,HEFCE,18/02/2016,RCIF Round 2,Finance,Uni of Central Lancs,GPROSTD371087,"93,135.33"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Chester,GPROSTD370118,"87,086.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Uni of Chester,GPROSTD375693,"113,292.75"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Chichester,GPROSTD370121,"42,766.00"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of Cumbria,GPROSTD370140,"55,813.00"
BIS,HEFCE,18/02/2016,STEM Capital,"R,,E & KE",Uni of Cumbria,GPROSTD375696,"63,878.50"
BIS,HEFCE,18/02/2016,TCIF Round 2,Finance,Uni of East Anglia,GPROSTD370148,"102,897.00"
