Department,Entity,Payment date,Expense Type,Expense Area,Supplier,TransactionNo,Amount
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Bournemouth Uni,GPROSTD333926,"48,187.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Bournemouth Uni,GPROSTD335069,"1,743,958.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Bournemouth Uni,GPROSTD337823,"187,999.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Bournemouth Uni,GPROSTD342178,"87,850.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Bradford College,GPROSTD335096,"334,389.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Bradford College,GPROSTD342180,"50,748.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Bridgwater College,GPROSTD335114,"28,393.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,British Library,GPROSTD263422,"296,000.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Brooksby College,GPROSTD335168,"27,995.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Brunel University,GPROSTD333962,"84,499.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Brunel University,GPROSTD335177,"1,698,361.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Brunel University,GPROSTD337859,"1,117,054.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Brunel University,GPROSTD338930,"27,948.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Brunel University,GPROSTD342189,"55,989.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Brunel University,GPROSTD346837,"249,450.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Bucks New University,GPROSTD333971,"56,858.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Bucks New University,GPROSTD335186,"836,752.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Bucks New University,GPROSTD342190,"54,357.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Canterbury CCUC,GPROSTD333989,"66,006.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Canterbury CCUC,GPROSTD335240,"1,162,733.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Canterbury CCUC,GPROSTD337886,"89,547.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Canterbury CCUC,GPROSTD342195,"112,316.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Canterbury College,GPROSTD335258,"35,581.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Central College Nott,GPROSTD337121,"38,546.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Chesterfield College,GPROSTD335330,"40,605.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,City Liverpool Col,GPROSTD335411,"52,445.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,City of Bristol Coll,GPROSTD335420,"28,836.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,City of Westminster,GPROSTD335366,"57,073.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,"City University, Lon",GPROSTD334043,"125,836.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,"City University, Lon",GPROSTD335402,"1,118,416.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,"City University, Lon",GPROSTD337949,"965,659.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,"City University, Lon",GPROSTD339011,"41,621.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,"City University, Lon",GPROSTD342213,"53,841.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Cleveland College,GPROSTD335438,"99,377.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Conservatoire D&D,GPROSTD334052,"28,180.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Conservatoire D&D,GPROSTD335456,"717,407.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Cornwall College,GPROSTD335465,"38,619.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Courtauld Institute,GPROSTD335474,"66,520.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Courtauld Institute,GPROSTD337958,"111,930.00"
BIS,HEFCE,16/01/2014,"Museums, Gal & Coll",RIS policy team,Courtauld Institute,GPROSTD340191,"80,417.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Coventry University,GPROSTD334061,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Coventry University,GPROSTD335483,"2,305,191.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Coventry University,GPROSTD337967,"184,200.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Coventry University,GPROSTD339029,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Coventry University,GPROSTD342222,"112,009.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Cranfield University,GPROSTD334070,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Cranfield University,GPROSTD335501,"841,955.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Cranfield University,GPROSTD337976,"1,134,141.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Cranfield University,GPROSTD339038,"70,835.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Cranfield University,GPROSTD346879,"333,333.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Craven College,GPROSTD335492,"26,616.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Croydon College,GPROSTD335519,"85,301.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,De Montfort Uni,GPROSTD334079,"76,989.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,De Montfort Uni,GPROSTD335546,"2,226,384.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,De Montfort Uni,GPROSTD338003,"433,991.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,De Montfort Uni,GPROSTD339047,"25,464.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,De Montfort Uni,GPROSTD342229,"147,539.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Doncaster College,GPROSTD335573,"149,263.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Dudley College,GPROSTD335582,"25,530.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Edge Hill University,GPROSTD335672,"1,097,651.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Edge Hill University,GPROSTD342241,"114,327.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Falmouth Uni,GPROSTD335717,"733,456.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Falmouth Uni,GPROSTD338084,"45,686.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Falmouth Uni,GPROSTD342246,"32,442.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Farnborough College,GPROSTD335735,"101,853.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Gateshead College,GPROSTD335753,"59,655.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Gloucestershire Coll,GPROSTD335771,"28,347.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Goldsmiths' College,GPROSTD335780,"730,817.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Goldsmiths' College,GPROSTD338102,"793,177.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Goldsmiths' College,GPROSTD342253,"50,458.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Grimsby Institute,GPROSTD335807,"263,481.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Grimsby Institute,GPROSTD342255,"41,904.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Guildford College,GPROSTD335816,"67,645.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Guildhall Sch M & D,GPROSTD335825,"153,019.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Harper Adams Uni,GPROSTD335879,"901,575.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Harper Adams Uni,GPROSTD338129,"29,888.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Hartpury College,GPROSTD335888,"51,749.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Havering College,GPROSTD335915,"170,949.00"
BIS,HEFCE,16/01/2014,HE Academy,E&P policy team,HE Academy,GPROSTD341544,"1,223,000.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Henley College Cov,GPROSTD335924,"25,382.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Hereford Coll of Art,GPROSTD335933,"54,947.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Heythrop College,GPROSTD335969,"57,594.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Highbury College,GPROSTD335978,"25,125.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Hopwood Hall College,GPROSTD335996,"25,961.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Hull College,GPROSTD336023,"226,898.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD265800,"29,405.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD309136,"29,405.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD309166,"29,405.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Imperial College,GPROSTD326458,"28,618.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Imperial College,GPROSTD334223,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Imperial College,GPROSTD336041,"4,097,341.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Imperial College,GPROSTD338174,"9,840,025.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Imperial College,GPROSTD339191,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Imperial College,GPROSTD342279,"36,380.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Inst Cancer Research,GPROSTD265830,"29,405.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Inst Cancer Research,GPROSTD333998,"52,837.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Inst Cancer Research,GPROSTD335249,"75,618.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Inst Cancer Research,GPROSTD337895,"1,672,307.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Inst of Education,GPROSTD334124,"76,725.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Inst of Education,GPROSTD335681,"286,136.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Inst of Education,GPROSTD338057,"787,182.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Inst of Education,GPROSTD339092,"25,377.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Inst of Education,GPROSTD346813,"83,333.00"
BIS,HEFCE,16/01/2014,JISC,JISC NAH,JISC,GPROSTD340581,"3,385,917.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Keele University,GPROSTD334232,"56,161.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Keele University,GPROSTD336050,"1,319,193.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Keele University,GPROSTD338183,"620,021.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Keele University,GPROSTD342280,"43,705.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,King's College,GPROSTD305082,"29,405.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,King's College,GPROSTD334250,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,King's College,GPROSTD336104,"5,391,443.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,King's College,GPROSTD338201,"5,786,622.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,King's College,GPROSTD339218,"70,835.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,King's College,GPROSTD342285,"72,630.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,King's College,GPROSTD346873,"86,171.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Kingston College,GPROSTD336095,"35,423.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Kingston University,GPROSTD334259,"68,462.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Kingston University,GPROSTD336113,"3,141,293.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Kingston University,GPROSTD338210,"305,448.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Kingston University,GPROSTD342286,"141,922.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Kingston University,GPROSTD346867,"309,985.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Kirklees College,GPROSTD336140,"54,915.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Lakes College,GPROSTD336158,"35,801.00"
BIS,HEFCE,16/01/2014,SDF Recurrent,RIS policy team,Lancaster University,GPROSTD314812,"32,955.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Lancaster University,GPROSTD334268,"166,267.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Lancaster University,GPROSTD336167,"1,174,402.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Lancaster University,GPROSTD338219,"1,795,649.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Lancaster University,GPROSTD339236,"54,993.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Lancaster University,GPROSTD342291,"37,560.00"
BIS,HEFCE,16/01/2014,Catalyst Fund  (R),RIS policy team,Lancaster University,GPROSTD346590,"98,642.00"
BIS,HEFCE,16/01/2014,PSS,E&P policy team,Lancaster University,GPROSTD346795,"91,207.00"
BIS,HEFCE,16/01/2014,CLL,E&P policy team,Leader Foundation HE,GPROSTD341553,"150,000.00"
BIS,HEFCE,16/01/2014,Leaders Foundation,LGM,Leader Foundation HE,GPROSTD342833,"75,000.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Leeds City College,GPROSTD336212,"257,384.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Leeds College of Art,GPROSTD336185,"169,712.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Leeds Met University,GPROSTD334286,"112,808.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Leeds Met University,GPROSTD336203,"2,265,154.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Leeds Met University,GPROSTD338237,"166,485.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Leeds Met University,GPROSTD339254,"37,312.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Leeds Met University,GPROSTD342295,"132,786.00"
BIS,HEFCE,16/01/2014,Revolving Green Fund,RIS policy team,Leeds Met University,GPROSTD346754,"144,800.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Leeds Trinity Uni,GPROSTD337445,"235,101.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Leicester College,GPROSTD336221,"43,449.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Lincoln College,GPROSTD336257,"33,306.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Liverpool Hope Uni,GPROSTD334322,"51,465.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Liverpool Hope Uni,GPROSTD336275,"635,139.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Liverpool Hope Uni,GPROSTD338273,"28,275.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Liverpool Hope Uni,GPROSTD342303,"57,893.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Liverpool Inst PA,GPROSTD336293,"185,572.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Liverpool John Moore,GPROSTD334313,"145,890.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Liverpool John Moore,GPROSTD336266,"2,766,391.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Liverpool John Moore,GPROSTD338264,"348,426.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Liverpool John Moore,GPROSTD339281,"48,253.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Liverpool John Moore,GPROSTD342302,"147,598.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,London Bus School,GPROSTD334349,"214,165.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,London Bus School,GPROSTD338309,"358,907.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,London Bus School,GPROSTD339317,"70,835.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,London Met Uni,GPROSTD334367,"116,271.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,London Met Uni,GPROSTD336347,"2,290,969.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,London Met Uni,GPROSTD338336,"265,074.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,London Met Uni,GPROSTD339335,"38,457.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,London Met Uni,GPROSTD342311,"169,745.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,London Sch Economics,GPROSTD334358,"126,808.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,London Sch Economics,GPROSTD336329,"389,366.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,London Sch Economics,GPROSTD338318,"1,680,894.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,London Sch Economics,GPROSTD339326,"41,942.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,London Sch Hygiene,GPROSTD336338,"336,937.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,London Sch Hygiene,GPROSTD338327,"1,819,936.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,London South Bank,GPROSTD334376,"60,681.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,London South Bank,GPROSTD336356,"2,048,308.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,London South Bank,GPROSTD338345,"196,807.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,London South Bank,GPROSTD342312,"159,035.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Loughborough College,GPROSTD336374,"143,918.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Loughborough Uni,GPROSTD334394,"122,921.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Loughborough Uni,GPROSTD336383,"2,110,780.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Loughborough Uni,GPROSTD338363,"2,127,782.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Loughborough Uni,GPROSTD339362,"40,656.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Loughborough Uni,GPROSTD342315,"48,519.00"
BIS,HEFCE,16/01/2014,Catalyst Fund  (R),RIS policy team,Loughborough Uni,GPROSTD343123,"71,900.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,LSTM,GPROSTD342778,"570,757.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Macclesfield College,GPROSTD336401,"71,671.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Manchester College,GPROSTD336428,"244,827.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Manchester Met,GPROSTD334412,"103,884.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Manchester Met,GPROSTD336410,"3,606,277.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Manchester Met,GPROSTD338381,"530,134.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15,RIS policy team,Manchester Met,GPROSTD339380,"34,360.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Manchester Met,GPROSTD342318,"216,652.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Middlesex University,GPROSTD334430,"42,269.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Middlesex University,GPROSTD336437,"2,457,513.00"
BIS,HEFCE,16/01/2014,Research 13-14,RIS policy team,Middlesex University,GPROSTD338399,"259,293.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,Middlesex University,GPROSTD342321,"131,397.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Mid Kent College,GPROSTD336446,"45,480.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Moulton College,GPROSTD336464,"52,588.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,NCG,GPROSTD336500,"306,524.00"
BIS,HEFCE,16/01/2014,Access to Learn Fund,E&P policy team,NCG,GPROSTD342328,"37,949.00"
BIS,HEFCE,16/01/2014,Policy Ongoing Serv,Central,NCUB,GPROSTD333828,"50,000.00"
BIS,HEFCE,16/01/2014,HEIF 2011-15 (BIS),RIS policy team,Newcastle University,GPROSTD334439,"214,165.00"
BIS,HEFCE,16/01/2014,Teaching 13-14,E&P policy team,Newcastle University,GPROSTD336536,"4,037,534.00"
