DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT|EXPENSETYPE2|EXPENSEAREA2
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD322354|11,676,724.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD323557|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD324073|279,806.00|Museums, Gal & Coll|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD327522|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Oxford|GPROSTD331617|215,605.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Surrey|GPROSTD227236|756,650.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Surrey|GPROSTD321256|1,507,030.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Surrey|GPROSTD322579|1,384,806.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Surrey|GPROSTD323785|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Sussex|GPROSTD321265|1,991,668.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Sussex|GPROSTD322588|1,378,503.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of Sussex|GPROSTD323797|155,094.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of York|GPROSTD321580|2,075,771.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of York|GPROSTD322687|2,254,248.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|University of York|GPROSTD323893|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni West of England|GPROSTD321409|3,445,452.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni West of England|GPROSTD322642|419,817.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni West of England|GPROSTD323857|98,550.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni West of England|GPROSTD331650|64,348.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Wakefield College|GPROSTD321373|84,315.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Wakefield LEA|GPROSTD328607|43,470.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Walsall LEA|GPROSTD328608|93,126.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Warwickshire College|GPROSTD321400|198,628.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|West Notts College|GPROSTD321445|134,220.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|West Thames Col|GPROSTD321454|40,177.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Wigan & Leigh Coll|GPROSTD321481|139,962.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Wiltshire College|GPROSTD321490|70,654.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Windsor LEA|GPROSTD328614|28,356.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Wirral Met College|GPROSTD321508|69,345.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Wminster Kingsw|GPROSTD321427|49,622.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Wolv'ton LEA|GPROSTD328615|248,829.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Worcester Coll Tech|GPROSTD321535|243,793.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Worcester Coll Tech|GPROSTD326311|125,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Worcester LEA|GPROSTD328616|70,620.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Writtle College|GPROSTD321562|286,993.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|York College|GPROSTD321598|95,350.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|York St John Uni|GPROSTD321589|553,523.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|York St John Uni|GPROSTD331658|240,259.00|Teaching 12-13|E&P policy team
BIS|HEFCE|17/05/2013|PL Control - Run|Running costs|GAD|PIS2689|65,191.52|Premises costs|Facilities Managemen
BIS|HEFCE|31/05/2013|PL Control - Grant|Grant|Centr for Enterprise|PIG6902|50,707.00|NSP|E&P policy team
BIS|HEFCE|31/05/2013|PL Control - Grant|Grant|Council for Industry|GPROSTD333820|50,000.00|Policy Ongoing Serv|Central
BIS|HEFCE|31/05/2013|PL Control - Grant|Grant|Derbyshire LEA|GPROSTD333816|33,756.29|Inherited Staff|Finance
BIS|HEFCE|31/05/2013|PL Control - Grant|Grant|HEFCW|PIG6900|40,709.00|SDF Recurrent|RIS policy team
BIS|HEFCE|31/05/2013|PL Control - Grant|Grant|JISC|GPROSTD333855|10,000,000.00|HPC|Finance
BIS|HEFCE|31/05/2013|PL Control - Grant|Grant|JISC|GPROSTD333856|6,000,000.00|HPC|Finance
BIS|HEFCE|31/05/2013|PL Control - Run|Running costs|KPMG Llp|PIC543|35,400.00|PD - research|R&E programme
BIS|HEFCE|31/05/2013|PL Control - Grant|Grant|KPMG Llp|PIG6885|109,190.40|Costing & Pricing|Finance
BIS|HEFCE|31/05/2013|PL Control - Grant|Grant|Uni of Westminster|GPROSTD333799|42,809.86|Inherited Staff|Finance
|||||||||
|||||||||
