DEPARTMENT|ENTITY|PAYMENTDATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|AMOUNT|EXPENSETYPE2|EXPENSEAREA2
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leader Foundation HE|GPROSTD326443|298,000.00|CLL|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds City College|GPROSTD320131|358,974.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds City College|GPROSTD326351|25,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds College of Art|GPROSTD320104|252,657.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds LEA|GPROSTD328581|211,983.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds Met University|GPROSTD320122|3,470,120.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds Met University|GPROSTD322102|155,118.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds Met University|GPROSTD323269|125,200.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds Met University|GPROSTD331588|381,920.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds Trinity Uni|GPROSTD321337|310,565.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leeds Trinity Uni|GPROSTD331589|58,177.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leicester College|GPROSTD320140|65,636.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leics LEA|GPROSTD328582|221,298.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Leics LEA|GPROSTD333786|126,033.34|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Lincoln College|GPROSTD320176|48,593.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool Com Colleg|GPROSTD319393|92,283.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool Hope Uni|GPROSTD320194|963,238.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool Hope Uni|GPROSTD322138|26,232.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool Hope Uni|GPROSTD323317|57,119.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool Inst PA|GPROSTD320212|205,942.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool John Moore|GPROSTD320185|3,671,274.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool John Moore|GPROSTD322129|319,445.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool John Moore|GPROSTD323305|161,916.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool John Moore|GPROSTD331594|56,808.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Liverpool LEA|GPROSTD328584|259,689.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Bus School|GPROSTD322174|318,878.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Bus School|GPROSTD323353|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Met Uni|GPROSTD320266|2,957,703.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Met Uni|GPROSTD322201|248,513.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Met Uni|GPROSTD323377|129,042.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Met Uni|GPROSTD328625|267,537.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London PFA|GPROSTD328585|139,350.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Sch Economics|GPROSTD320248|523,146.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Sch Economics|GPROSTD322183|1,488,645.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Sch Economics|GPROSTD323365|140,737.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Sch Hygiene|GPROSTD320257|311,907.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London Sch Hygiene|GPROSTD322192|1,611,274.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London South Bank|GPROSTD320275|2,468,538.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London South Bank|GPROSTD322210|175,241.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London South Bank|GPROSTD323389|67,347.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London South Bank|GPROSTD328626|53,967.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|London South Bank|GPROSTD331603|115,017.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Loughborough College|GPROSTD320293|162,584.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Loughborough College|GPROSTD331738|32,969.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Loughborough Uni|GPROSTD320302|2,559,239.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Loughborough Uni|GPROSTD322228|1,884,224.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Loughborough Uni|GPROSTD323413|136,424.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Loughborough Uni|GPROSTD331604|105,587.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Macclesfield College|GPROSTD320320|142,271.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Manchester College|GPROSTD320347|259,060.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Manchester College|GPROSTD331740|44,105.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Manchester Cty Couni|GPROSTD328586|336,588.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD320329|4,565,036.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD322246|467,306.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD323437|115,295.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD326864|2,407,200.00|SDF Capital LAT|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Manchester Met|GPROSTD331606|572,054.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Mid'brough Council|GPROSTD328587|48,093.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Middlesex University|GPROSTD320356|3,032,683.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Middlesex University|GPROSTD322264|237,659.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Middlesex University|GPROSTD323461|46,913.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Middlesex University|GPROSTD326307|125,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Moulton College|GPROSTD320383|71,932.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Newcastle College|GPROSTD320419|708,495.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Newcastle College|GPROSTD326323|125,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Newcastle LEA|GPROSTD328588|111,918.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|New College Durham|GPROSTD320410|230,699.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|New College Notts|GPROSTD320428|115,561.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|New College Stamford|GPROSTD321139|26,081.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Newman Uni College|GPROSTD320446|340,627.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Newman Uni College|GPROSTD331609|40,816.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Northbrook College|GPROSTD320482|184,150.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Northbrook College|GPROSTD331755|81,914.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|North East Surrey|GPROSTD320509|96,545.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|North East Worcs Col|GPROSTD320500|57,822.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|North Lindsey Coll|GPROSTD320491|159,959.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Northum'lnd LEA|GPROSTD328591|47,676.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Northumberland Coll|GPROSTD320545|37,062.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|North West London|GPROSTD320581|38,593.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Norwich Uni Arts|GPROSTD320527|389,168.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Norwich Uni Arts|GPROSTD331612|50,575.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Nottingham Trent Uni|GPROSTD320608|3,651,641.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Nottingham Trent Uni|GPROSTD322318|348,881.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Nottingham Trent Uni|GPROSTD323509|70,609.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Notts LEA|GPROSTD328593|174,729.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|N Warwick & Hinckley|GPROSTD320563|54,526.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Oldham College|GPROSTD331759|168,516.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Open University|GPROSTD320635|11,435,152.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Open University|GPROSTD322336|880,158.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Open University|GPROSTD323533|79,230.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Open University|GPROSTD331615|3,152,672.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Oxford Brookes Univ|GPROSTD320662|2,097,799.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Oxford Brookes Univ|GPROSTD322363|311,167.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Oxford Brookes Univ|GPROSTD323569|136,581.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Oxford Brookes Univ|GPROSTD326331|125,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Oxfordshire LEA|GPROSTD328595|111,447.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Plymouth Coll of Art|GPROSTD320734|149,604.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Plymouth Coll of Art|GPROSTD331764|143,395.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|QAA|GPROSTD326553|432,411.00|Quality Assurance|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Queen Mary, UoL|GPROSTD320761|3,837,488.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Queen Mary, UoL|GPROSTD322390|2,816,879.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Queen Mary, UoL|GPROSTD323605|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Queen Mary, UoL|GPROSTD331622|594,282.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Ravensbourne College|GPROSTD320770|492,218.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|RCSSD|GPROSTD319276|343,485.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|RCSSD|GPROSTD321787|28,645.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Riverside Col Halton|GPROSTD319816|95,853.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Roehampton Uni|GPROSTD320806|1,259,203.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Roehampton Uni|GPROSTD322408|205,790.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Roehampton Uni|GPROSTD323629|38,464.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Roehampton Uni|GPROSTD328629|30,942.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Rose Bruford College|GPROSTD320815|253,443.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Rotherham Coll A&T|GPROSTD320824|44,401.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Academy Music|GPROSTD320842|304,748.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Academy Music|GPROSTD322435|39,042.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Agricultural|GPROSTD320833|333,267.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal College Music|GPROSTD320860|314,308.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal College Music|GPROSTD322453|37,805.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal College of Art|GPROSTD320851|679,769.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal College of Art|GPROSTD322444|212,701.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal College of Art|GPROSTD323641|25,087.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal College of Art|GPROSTD324718|255,107.00|London Insts|Inst teams Lond East
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Holloway|GPROSTD320869|1,436,859.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Holloway|GPROSTD322462|1,188,498.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Holloway|GPROSTD323653|40,447.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal North Coll Mus|GPROSTD320878|432,656.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Veterinary|GPROSTD320887|1,540,285.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Veterinary|GPROSTD322480|467,688.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Veterinary|GPROSTD323677|99,544.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Royal Veterinary|GPROSTD331634|76,210.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Ruskin College|GPROSTD320905|69,098.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sheffield College|GPROSTD320950|78,843.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD320959|3,660,601.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD322498|364,992.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD323701|100,942.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD326315|125,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sheffield Hallam Uni|GPROSTD331639|523,883.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sheffield LEA|GPROSTD328597|186,747.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|SOAS|GPROSTD320644|440,785.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|SOAS|GPROSTD322345|543,817.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|SOAS|GPROSTD323545|39,633.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|SOAS|GPROSTD324706|42,755.00|London Insts|Inst teams Lond East
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|SOAS|GPROSTD331616|110,804.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Solihull College|GPROSTD320977|92,044.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Somerset Coll of Art|GPROSTD320986|39,366.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Southampton Solent U|GPROSTD321031|2,002,042.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Southampton Solent U|GPROSTD323725|73,119.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Southampton Solent U|GPROSTD331641|343,590.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|South Downs College|GPROSTD321004|29,636.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|South Glos & Stroud|GPROSTD321103|25,357.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|South Tyneside Coll|GPROSTD321067|134,893.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sparsholt College|GPROSTD321121|135,676.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sparsholt College|GPROSTD331787|38,589.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD321130|3,035,327.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD322534|49,845.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD323749|100,263.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD326299|240,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Staffordshire Uni|GPROSTD327315|27,951.00|Basic Grant|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Staffs LEA|GPROSTD328601|139,221.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Stephenson College|GPROSTD321157|66,246.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|St George's Med Sch|GPROSTD284221|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|St George's Med Sch|GPROSTD321166|1,725,114.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|St George's Med Sch|GPROSTD322543|467,395.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|St George's Med Sch|GPROSTD323761|77,962.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|St Helens Coll|GPROSTD321175|182,702.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|St Mary's Uni Colleg|GPROSTD321184|521,657.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|St Mary's Uni Colleg|GPROSTD331636|53,303.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Stockport College|GPROSTD321211|202,052.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Stockport College|GPROSTD331792|42,738.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Sunderland  Council|GPROSTD328604|94,110.00|Inherited Staff|Finance
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Swindon College|GPROSTD321283|29,569.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Tameside College|GPROSTD321292|25,356.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Teesside University|GPROSTD321301|2,847,771.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Teesside University|GPROSTD322597|103,008.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Teesside University|GPROSTD323809|106,223.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Teesside University|GPROSTD326283|250,000.00|Emp Engagement - Rec|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Teesside University|GPROSTD327342|51,981.00|Basic Grant|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Teesside University|GPROSTD331647|476,719.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Trafford College|GPROSTD321058|49,336.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Trinity Laban Cons M|GPROSTD321346|622,148.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Trinity Laban Cons M|GPROSTD323833|32,487.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Tyne Met College|GPROSTD320536|30,682.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|UCAS|GPROSTD326437|64,425.00|SPA|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni Coll Birmingham|GPROSTD318970|712,425.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni Coll Birmingham|GPROSTD331538|67,988.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD227560|30,217.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD234667|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD259865|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD285870|28,618.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD292639|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD309972|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD320284|5,047,759.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD322219|10,166,131.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD323401|237,690.00|HEIF 2011-15 (R)|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD324694|184,914.00|London Insts|Inst teams Lond East
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni College London|GPROSTD325243|36,573.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni for Creative Art|GPROSTD319492|1,336,908.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni for Creative Art|GPROSTD321850|34,014.00|Research 12-13|RIS policy team
BIS|HEFCE|16/05/2013|PL Control - Grant|Grant|Uni of Arts London|GPROSTD320221|2,771,314.00|Teaching 12-13|E&P policy team
