Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,01/05/2015,Career Development Services,Innovation Directorate,Web Credible,H57720150505eyuqwoogs,594.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,Career Development Services,Innovation Directorate,Www.Pmgltd.Co.Uk,H57720150509kwbfwguck,462.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2015,Advertising Distribution,Innovation Directorate,Paypal,H57720150526ihqhkzkab,12.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Advertising Distribution,Innovation Directorate,Spotify Spotify Premiu,H57720150523thttmkgeb,119.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/05/2015,Advertising Distribution,Innovation Directorate,Spotify Spotify Premiu,H57720150521pidrwmyxm,119.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Books,Copyright and IP Enforcement Directorate,"Amazon Svcs Europe,sar",H57720150516fnrlfhhts,22.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Books,Copyright and IP Enforcement Directorate,Pavillion Publishi And,H57720150519xwivvbrzl,33.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,Finance Directorate,Usw Commercial Service,H57720150516zftbsetjy,434.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Career Development Services,Finance Directorate,Usw Commercial Service,H57720150516edtyhoyeo,434.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,Career Development Services,Finance Directorate,Usw Commercial Service,H57720150508gdfhxkoid,434.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/05/2015,Entertainment,Finance Directorate,Buyology Ltd,H57720150529olhmrgorg,5.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Office Supplies,Finance Directorate,Poundworld Retail,H57720150515avfvudgvl,12.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2015,Office Supplies,Finance Directorate,"Amazon Svcs Europe,sar",H57720150502wmtovkxgk,24.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2015,Office Supplies,Finance Directorate,"Amazon Svcs Europe,sar",H57720150502ypbcvmone,58.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2015,Office Stationery,Finance Directorate,Amazon UK Retail,H57720150526bwtqwzguo,17.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Office Stationery,Finance Directorate,Amazon UK Marketplace,H57720150528omwxobifb,11.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150528wheujrdsw,42.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150523szuztvwcd,38.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150514cqttvsjwa,398.09,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150514gshtjupqe,221.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150514tdwcugxyy,255.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/05/2015,Office Stationery,Finance Directorate,Www.Toner-Ink-Cartridg,H57720150512alpuejhny,27.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150502fxrgxqjnq,145.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Career Development Services,"People, Places and Services Directorate",Waterloo Hotel,H57720150520xqupgqobh,267.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qpywrafdd,135.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qpywrafdd,135.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qpywrafdd,135.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qpywrafdd,135.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qpywrafdd,135.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516ubqyyggts,169.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516ubqyyggts,169.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516ubqyyggts,169.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516ubqyyggts,169.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qibycyoww,169.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qibycyoww,169.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qibycyoww,169.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Career Development Services,"People, Places and Services Directorate",Www.Computeraidrai,H57720150516qibycyoww,169.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,Career Development Services,"People, Places and Services Directorate",Amazon UK Retail,H57720150509sddzjipmv,22.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,Career Development Services,"People, Places and Services Directorate",Opp Ltd Sterling Vt,H57720150509tcxhpgguj,142.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/05/2015,Career Development Services,"People, Places and Services Directorate",Opp Ltd Sterling Vt,H57720150507fmwentabn,558.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/05/2015,Career Development Services,"People, Places and Services Directorate",Opp Ltd Sterling Vt,H57720150505xunhqkbdm,214.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/05/2015,Books,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150527iftcbdegd,6.71,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2015,Books,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150526coyhjghts,4.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2015,Books,"People, Places and Services Directorate",Amazon UK Marketplace,H57720150526gbyiakejx,8.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2015,Books,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150526kjlrelexn,14.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Books,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150523hjgoutowg,57.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Books,"People, Places and Services Directorate",Opp Ltd Sterling Vt,H57720150513uavknulrr,136.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,Entertainment,"People, Places and Services Directorate",B&q Direct,H57720150509ttdufsofm,5.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Entertainment,"People, Places and Services Directorate",One Stop 0487,H57720150523ksexcxbch,6.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/05/2015,Legal Consultancy,"People, Places and Services Directorate",Eb Continuous Improve,H57720150507gdasybhms,234.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Career Development Services,"People, Places and Services Directorate",Pmoconference.Co.Uk,H57720150513wwxdilmpg,1020.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/05/2015,Office Supplies,"People, Places and Services Directorate",Ability (Cardiff) Ltd,H57720150521pxvxuguyu,154.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Office Supplies,"People, Places and Services Directorate",Amazon UK Retail,H57720150519kmvwvvxdb,-5.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,Office Supplies,"People, Places and Services Directorate",H.C.Slingsby Plc,H57720150516qefhxohts,263.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Supplies,"People, Places and Services Directorate",Amazon UK Marketplace,H57720150514uzregelxh,41.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,Office Supplies,"People, Places and Services Directorate",Amazon UK Retail,H57720150513wspltspgx,5.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2015,Office Supplies,"People, Places and Services Directorate",South Wales Suppliers Lt,H57720150502mgvqjgmxk,31.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,Office Supplies,"People, Places and Services Directorate",Matalan,H57720150508auhsqvfwl,8.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/05/2015,Office Supplies,"People, Places and Services Directorate",Don Ruffles Ltd,H57720150507shbnvepiz,881.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/05/2015,Office Supplies,"People, Places and Services Directorate",Land Registry,H57720150521ziwqwipyu,16.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,Office Supplies,"People, Places and Services Directorate",Key Industrial Equipment,H57720150509uctigveqk,124.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,Office Supplies,"People, Places and Services Directorate",The Edge,H57720150508hgjfskukl,55.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Office Supplies,"People, Places and Services Directorate",Amazon UK Retail,H57720150523gzayznluy,11.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Office Supplies,"People, Places and Services Directorate",Newey & Eyre,H57720150522onfzeejhv,642.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/05/2015,Office Supplies,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150521djghvwwml,8.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/05/2015,Office Supplies,"People, Places and Services Directorate",Sig,H57720150521ouabaannr,367.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Office Supplies,"People, Places and Services Directorate",South Wales Suppliers Lt,H57720150520gumadqpxp,948.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2015,Office Supplies,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150519vgxroescl,21.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Office Supplies,"People, Places and Services Directorate",Bush Healthcare Ltd,H57720150519ycnzdjelg,189.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Office Supplies,"People, Places and Services Directorate",Boardsdirect.Co.Uk,H57720150514nylqhkqln,102.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/05/2015,Office Supplies,"People, Places and Services Directorate",Sig,H57720150512rrjoruwkl,437.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/05/2015,Office Supplies,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150512xmddyzxdc,22.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,Office Supplies,"People, Places and Services Directorate",Amazon UK Retail,H57720150509nwjtpyarb,31.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,Office Supplies,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150509xolribexh,33.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,Office Supplies,"People, Places and Services Directorate",Griffiths Signs & Eqip,H57720150508bnkmklifr,94.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,Office Supplies,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150508hmytvbvya,14.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,Office Supplies,"People, Places and Services Directorate","Amazon Svcs Europe,sar",H57720150508qpoklsyqj,14.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/05/2015,Equity Withdrawal,"People, Places and Services Directorate",Healthy Workstations Ltd,H57720150505gunpbjmvg,177.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,Relocation & Removal Service,"People, Places and Services Directorate",Naturalresourceswales.,H57720150509xzqfsutxl,105.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/05/2015,Minor Works-Goods,"People, Places and Services Directorate",Screwfix,H57720150507uuenucegp,57.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/05/2015,Other,"People, Places and Services Directorate",Healthy Workstations Ltd,H57720150512oniflojjs,41.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Other,"People, Places and Services Directorate",Stk*shutterstock.Com,H57720150515pqdhnkjvl,16.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2015,Minor Works-Goods,"People, Places and Services Directorate",Sig,H57720150502huflgjlao,909.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2015,Minor Works-Goods,"People, Places and Services Directorate",Sig,H57720150502peodvsccq,5288.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,Books,"People, Places and Services Directorate",Amazon UK Retail,H57720150508qibgjaemc,22.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,T&S UK,Patents Directorate,Ncp Cardiff Airport,H57720150514zqvnicekt,23.49,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/05/2015,T&S O-seas excl EPOQUE,Patents Directorate,Hrg UK Inm165746072,H57720150508vzlpcdnul,5.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2015,T&S O-seas excl EPOQUE,Patents Directorate,Hrg UK Inm165744252,H57720150505ilexyybdn,5.71,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2015,T&S O-seas excl EPOQUE,Patents Directorate,Aerling,H57720150502iggeiduws,69.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2015,T&S O-seas excl EPOQUE,Patents Directorate,Aerling,H57720150502zdojvfxin,98.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,T&S O-seas excl EPOQUE,Patents Directorate,Hrg UK Inm165756292,H57720150520skxzpxlhe,5.73,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2015,T&S O-seas excl EPOQUE,Patents Directorate,Easyjet,H57720150516vshwfykyo,101.28,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/04/2015,T&S O-seas excl EPOQUE,Patents Directorate,Eurostar Internet,H57720150502sjqdsejqr,87.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,T&S O-seas excl EPOQUE,Patents Directorate,Easyjet,H57720150515ocsvgqqvk,35.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Books,Patents Directorate,Amazon UK Retail,H57720150515tulrhlsen,69.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,T&S O-seas excl EPOQUE,Patents Directorate,Hrg UK Inm165754558,H57720150519kyyykkdkn,9.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,T&S UK,Patents Directorate,Hrg UK Inm165748919,H57720150512yoextqpzw,6.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,T&S UK,Patents Directorate,Hrg UK Inm165748912,H57720150512tnrukvoat,6.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,T&S UK,Patents Directorate,Easyjet,H57720150508djbukvsdq,190.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2015,T&S UK,Patents Directorate,Easyjet,H57720150508euduevgzn,190.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/05/2015,Books,Patents Directorate,Abebooks.Com,H57720150520jadqbkdhn,21.49,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2015,Overseas Patent Specifications,Patents Directorate,Intellectual Prop. Ofc,H57720150512xsdfgzrhk,-230.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/04/2015,T&S O-seas excl EPOQUE,Trade Marks Directorate,Hrg UK Inm165743160,H57720150502gcubvbqky,6.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,T&S O-seas excl EPOQUE,Trade Marks Directorate,Hrg UK Inm165749911,H57720150513ptjsgrxys,14.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,T&S O-seas excl EPOQUE,Trade Marks Directorate,Hrg UK Inm165749912,H57720150513soenxfcjk,15.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,T&S O-seas excl EPOQUE,Trade Marks Directorate,Ryanair,H57720150512hrciruhjf,154.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,T&S O-seas excl EPOQUE,Trade Marks Directorate,Bristol Airport Limite,H57720150509gxoamkigx,56.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2015,T&S O-seas excl EPOQUE,Trade Marks Directorate,Easyjet,H57720150509hwivdodoo,86.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2015,T&S O-seas excl EPOQUE,Trade Marks Directorate,Bristol Airport Limite,H57720150513tjsittuvv,49.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Miscellaneous Expenses General,Innovation Directorate,DAN ANTHONY PRESENTATIONS LTD,103,3200.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2015,Staff Costs,People Places & Serv Direct,Speech Empowered Computing,258,420.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2015,Miscellaneous Expenses General,People Places & Serv Direct,Speech Empowered Computing,258,420.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Marketing & Publicity,Innovation Directorate,LONDON MEANS BUSINESS LTD,282,238.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/05/2015,Travel & Subsistence,Trade Marks Directorate,JK ExecutiveTravel,317,180.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,Miscellaneous Expenses General,Patents Directorate,IFG Enterprises Limited,365,2261.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2015,Miscellaneous Expenses General,Finance Directorate,Raspberry Catering Ltd,511,138.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2015,Marketing & Publicity,Innovation Directorate,HI 2 EVENTS,808,375.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/05/2015,Marketing & Publicity,Innovation Directorate,Yorkshire Mafia Events LLP,1278,1680.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2015,Staff Costs,"People, Places and Services Directorate",OE Cam LLP,1424,6375.08,Not Applicable,
