Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S UK,Innovation Directorate,Easyjet,H57720151029nitcgsghy,50.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,T&S UK,Innovation Directorate,Www.Essexchambers.Co.Uk,H57720151023xqpkdkcsa,408.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,T&S UK,Innovation Directorate,Tesco Stores 2931,H57720151017sxpvrfryo,5.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,T&S UK,Innovation Directorate,Subway,H57720151017tpmuxrvos,78.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2015,T&S UK,Innovation Directorate,Subway,H57720151016repqquoie,115.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,T&S UK,Innovation Directorate,W M Morrison,H57720151015lefldsqje,16.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S UK,Innovation Directorate,Hrg UK Inm165878511,H57720151031xkebdutzt,5.35,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S UK,Innovation Directorate,Hrg UK Inm165878757,H57720151031zdfqjebdp,5.35,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S UK,Innovation Directorate,Easyjet,H57720151029cpcxdtldz,39.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,T&S UK,Innovation Directorate,Easyjet,H57720151029ytcsochke,38.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,T&S UK,Innovation Directorate,Hrg UK Inm165872806,H57720151024qtssebugc,5.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,T&S UK,Innovation Directorate,Hi Rochester - Cha,H57720151022giikorhvv,78.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,T&S UK,Innovation Directorate,Easyjet,H57720151022uuoqjhnfj,36.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Hrg UK Inm165869734,H57720151021hgppesgiw,5.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Easyjet,H57720151017vhycpbplp,62.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Hrg UK Inm165866367,H57720151016fhufhotqk,5.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Entertainment,Copyright and Enforcement Directorate,Easyjet,H57720151014yzdjvkyui,50.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/10/2015,Books,Copyright and Enforcement Directorate,Hilton,H57720151021jsryhobsz,105.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Legal Consultancy,Copyright and Enforcement Directorate,Tesco Stores 2931,H57720151027cvpccgoke,4.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Buyology Ltd,H57720151013abqlpjtbm,15.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,The Parkway Hotel Dcc,H57720151006sjfqwjmlz,135.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Hrg UK Inm165872375,H57720151023hglukhjiu,5.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Hrg UK Inm165872314,H57720151023pjxcciusj,5.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Hrg UK Inm165872354,H57720151023wklhrnzkq,5.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Ryanair,H57720151022iqfztacno,101.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Ryanair,H57720151022ntlxpbtpl,71.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Ryanair,H57720151022oxbfvorut,71.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,T&S UK,Copyright and Enforcement Directorate,Hrg UK Inm165859833,H57720151008hqdqhwmxk,6.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,T&S UK,Copyright and Enforcement Directorate,Easyjet,H57720151006diebazqqv,232.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Hrg UK Inm165872745,H57720151024qrrilsupm,5.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Easyjet,H57720151022pfivsfrjh,51.59,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/10/2015,Office Stationery,Finance Directorate,Hrg UK Inm165858111,H57720151007bqktdsluw,5.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/10/2015,Office Stationery,Finance Directorate,Www.Flybe.Cogfn9rt,H57720151006pabppqwmd,133.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151031yyuynelfv,30.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151028gveszacqy,33.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151027phfamtbzn,82.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151023pvjpejjnb,319.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151023lobrcrhij,285.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151022jsxnnsoit,142.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151015mceqhbchk,76.29,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151015vuhsgvpix,40.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151015ycwlsmmhq,432.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151014nifzcsxic,72.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151014ckjraddnu,138.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151013suqakzspz,25.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151009evdyyumgl,67.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151008fvukrngkz,82.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151006luvfhkcof,574.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720151006mtrrgpiub,76.29,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/09/2015,Office Stationery,Finance Directorate,"Amazon Svcs Europe,sar",H57720151002igrbfjnjz,24.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/09/2015,Office Stationery,Finance Directorate,Hobbycraft (Internet),H57720151002qcougvlee,18.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Career Development Services,Finance Directorate,Amazon UK Marketplace,H57720151030wxldhdgto,36.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Career Development Services,Finance Directorate,Wp-Rotatrim Ltd,H57720151029bygqhvspl,38.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Career Development Services,People Places & Serv Direct,Eventbrite Inc,H57720151029lqydxxypw,-244.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/10/2015,Career Development Services,People Places & Serv Direct,Eb Creating A Happy P,H57720151020wtrerbned,205.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Career Development Services,People Places & Serv Direct,Opp Ltd Sterling Vt,H57720151030luiuowswo,1248.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Career Development Services,People Places & Serv Direct,Pr Academy-(V/t),H57720151027tciwcbjjd,26.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Career Development Services,People Places & Serv Direct,Dod`s Parliamentary Co,H57720151007cjmfymvut,354.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Career Development Services,People Places & Serv Direct,Dod`s Parliamentary Co,H57720151007hfomlxcln,354.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Career Development Services,People Places & Serv Direct,Dod`s Parliamentary Co,H57720151007jhiwgehgy,318.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Career Development Services,People Places & Serv Direct,Dod`s Parliamentary Co,H57720151007mxdhijdac,318.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Career Development Services,People Places & Serv Direct,Cipd Integra,H57720151007ntblggumv,130.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Career Development Services,People Places & Serv Direct,Amazon UK Retail,H57720151007pqkrigbfx,12.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Career Development Services,People Places & Serv Direct,Dod`s Parliamentary Co,H57720151007rydpfwldw,354.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Entertainment,People Places & Serv Direct,Dod`s Parliamentary Co,H57720151007ugnkzkdur,318.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/10/2015,Entertainment,People Places & Serv Direct,Dod`s Parliamentary Co,H57720151007wmrurjvwf,318.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Entertainment,People Places & Serv Direct,Paypal,H57720151030kpsopqpdb,19.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Entertainment,People Places & Serv Direct,Paypal,H57720151030lbokpqykq,7.49,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Entertainment,People Places & Serv Direct,Paypal,H57720151030uvrimvjho,5.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Office Stationery,People Places & Serv Direct,Paypal,H57720151030uwgpvhjtd,47.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Office Stationery,People Places & Serv Direct,Paypal,H57720151030xzgdptphi,7.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/10/2015,Office Stationery,People Places & Serv Direct,Naturalresourceswales,H57720151028jukncosus,36.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720151024foklsodxd,20.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151024mairngvlr,21.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/10/2015,Office Stationery,People Places & Serv Direct,Buyabattery Co Uk,H57720151023pdrfjbdjx,42.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/10/2015,Office Stationery,People Places & Serv Direct,Argos Ltd,H57720151021ehzuaxduu,29.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2015,Office Stationery,People Places & Serv Direct,Newport Locksmiths Ltd,H57720151016ihxshuygs,50.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/10/2015,Office Stationery,People Places & Serv Direct,Simon Jersey,H57720151016wxcxayvcv,270.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/10/2015,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720151015dlmafdeti,125.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Stationery,People Places & Serv Direct,Ao Retail Limited,H57720151014cgxgructv,208.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Stationery,People Places & Serv Direct,Paypal,H57720151014nmjdsjwzo,34.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Stationery,People Places & Serv Direct,Simon Jersey,H57720151014rtpqcrmvh,170.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Stationery,People Places & Serv Direct,Www.Ikoustic.Co.Uk,H57720151013btnqwxixs,653.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720151013gyubtsndx,83.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2015,Office Stationery,People Places & Serv Direct,The Colour Centre,H57720151008ktwgoiwbb,258.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/10/2015,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720151008trrntatpu,74.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/10/2015,Legal Consultancy,People Places & Serv Direct,Ao Retail Limited,H57720151003nrpmdaavo,-60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/09/2015, 2 Minute Smile,People Places & Serv Direct,Www.3mdirect.Co.Uk,H57720151002yknverxgn,150.59,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Stationery,People Places & Serv Direct,Surveymonkey.Com,H57720151014dwkhikius,190.83,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151030dgefvvfpw,2.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/10/2015,Office Stationery,People Places & Serv Direct,Boardsdirect.Co.Uk,H57720151017dtubnjope,96.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/09/2015,Office Stationery,People Places & Serv Direct,Ring O Roses,H57720151002bcueonwsl,180.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151031kvrkskcwn,17.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151031rlzdognhs,16.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/10/2015,Office Stationery,People Places & Serv Direct,South Wales Suppliers,H57720151031apbnnrdnx,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151029rywfjefmb,16.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Office Stationery,People Places & Serv Direct,Acorn Glass & Glazing,H57720151027owmabghgl,16.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151027wmrubreqh,13.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151023bdtnipuxj,16.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,Office Stationery,People Places & Serv Direct,Healthy Workstations Ltd,H57720151022chlkwrmts,71.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,Office Stationery,People Places & Serv Direct,Healthy Workstations Ltd,H57720151022kuxkayvbl,456.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/10/2015,Office Stationery,People Places & Serv Direct,Healthy Workstations Ltd,H57720151022pvjknrrbl,95.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151014cxgeuiywu,18.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151013lfrfvsoea,27.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720151013udckgfrht,33.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151010jveqwapre,42.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151010ouubclgcy,9.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151010uhpmleopg,109.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/10/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720151009pqxtifonk,13.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Minor Works-Goods,People Places & Serv Direct,Amazon UK Marketplace,H57720151006dqtipsbye,13.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/10/2015,T&S O-seas excl EPOQUE,People Places & Serv Direct,Swrd Group Ltd,H57720151003uhrcdbxfb,516.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/10/2015,T&S O-seas excl EPOQUE,People Places & Serv Direct,The Colour Centre,H57720151024bdtdveuqu,99.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/09/2015,T&S O-seas excl EPOQUE,International Policy Directorate,British A,H57720151003ksphridqy,3500.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,T&S UK,International Policy Directorate,Hrg UK Inm165859513,H57720151008fgvgvhuco,5.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/10/2015,Entertainment,International Policy Directorate,Swiss Intl.,H57720151006furqbvgdv,24.00,Not Applicable,
