Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Network and infrastructure H/W,IT Directorate,"Amazon Svcs Europe,sar",H57720150618bbwhecsdu,36.13,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Network and infrastructure H/W,IT Directorate,Amazon UK Marketplace,H57720150618jjeffrjyx,48.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/06/2015,Network and infrastructure H/W,IT Directorate,Currys Online,H57720150617ilxnihtcr,549.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Network and infrastructure H/W,IT Directorate,"Amazon Svcs Europe,sar",H57720150606anskgnnpu,-450.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Network and infrastructure H/W,IT Directorate,"Amazon Svcs Europe,sar",H57720150606iqyecjemg,-3.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Network and infrastructure H/W,IT Directorate,Cabling4less,H57720150606vsovqkcml,45.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Network and infrastructure H/W,IT Directorate,Apple Online Store Gbp,H57720150604alyrezlyx,747.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Perpetual Licences (no further payments),IT Directorate,Websitepulse.Com,H57720150605mebayowdp,45.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Entertainment,IT Directorate,Corrister And White,H57720150611edbicriai,144.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Career Development Services,IT Directorate,General Assembly,H57720150609gxgyuekbh,33.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Career Development Services,IT Directorate,Paypal,H57720150603fybpfkvrj,1.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Career Development Services,IT Directorate,Paypal,H57720150603nbjanryfq,31.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Network and infrastructure H/W,IT Directorate,Zagg International Dis,H57720150616ihieswggc,1299.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Career Development Services,IT Directorate,Eventbrite,H57720150613bekjtqhtk,-2445.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/06/2015,Career Development Services,IT Directorate,Eb Agile Coach Bootca,H57720150609lsofacksu,2499.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Perpetual Licences (no further payments),IT Directorate,Bugherd Pty Ltd,H57720150626grwxwvbdy,17.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Steering Board,People Places & Serv Direct,Marksandspencer.Co,H57720150613kbbydrpdk,54.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,Steering Board,People Places & Serv Direct,Sainsburys Superma,H57720150610fsetcjfxc,16.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Steering Board,People Places & Serv Direct,Marksandspencer.Co,H57720150602xlqddqkcm,99.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Books,Innovation Directorate,Paypal,H57720150619kuygznuek,543.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Hrg UK Inm165785407,H57720150625jwpcxhyjp,5.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Easyjet,H57720150623okxhnshka,55.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,T&S UK,Innovation Directorate,Holiday Inns,H57720150619jqegtulge,-139.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S UK,Innovation Directorate,Holiday Inns,H57720150618pkdhxfxcl,139.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2015,Entertainment,Innovation Directorate,Subway,H57720150605yrtvwgqej,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Entertainment,Innovation Directorate,Asda Superstore 4928,H57720150604jruqnyzcm,20.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Career Development Services,Innovation Directorate,Qaa,H57720150604svznawgoe,255.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/06/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Easyjet,H57720150624avklhsiev,97.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/06/2015,T&S UK,Innovation Directorate,Gotocitrix.Com,H57720150609dujbkgjlf,70.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/06/2015,Advertising Distribution,Innovation Directorate,Asda Superstore 4928,H57720150624artxsinel,10.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Advertising Distribution,Innovation Directorate,Spotify Spotify Premiu,H57720150618glcjhcrcx,119.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,T&S UK,Innovation Directorate,Hrg UK Inm165778478,H57720150617cbejmfvvx,5.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,T&S UK,Innovation Directorate,Hrg UK Inm165778421,H57720150617lelndqrxo,5.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,T&S UK,Innovation Directorate,Easyjet,H57720150613kydrmjepi,74.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,T&S UK,Innovation Directorate,Easyjet,H57720150613vorrugljk,74.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Books,Copyright and Enforcement Directorate,Amazon UK Marketplace,H57720150613pcmtmzqfu,42.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2015,T&S UK,Copyright and Enforcement Directorate,Hrg UK Inm165771638,H57720150609khabzcbtu,6.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2015,T&S UK,Copyright and Enforcement Directorate,Www.Flybe.Coch35bz,H57720150605oklmsdqem,154.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Enforcement Conference,Copyright and Enforcement Directorate,Amazon UK Retail,H57720150618fmbwrolxj,9.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Career Development Services,Finance Directorate,Www.Cips.Org,H57720150609lxxyaurbn,95.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Career Development Services,Finance Directorate,Www.Cips.Org,H57720150609ogkoopmkf,114.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Stationery,Finance Directorate,"Amazon Svcs Europe,sar",H57720150619vedhwgoxe,5.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Stationery,Finance Directorate,Www.Bhma.Co.Uk,H57720150619yiopmcdnd,87.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Stationery,Finance Directorate,Amazon UK Marketplace,H57720150619yongsobij,17.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Office Stationery,Finance Directorate,Amazon UK Marketplace,H57720150613blmbltmnx,32.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Office Stationery,Finance Directorate,Amazon UK Marketplace,H57720150613lthvehfpa,45.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Office Stationery,Finance Directorate,Amazon UK Marketplace,H57720150609erzrskioq,3.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Office Stationery,Finance Directorate,Am Zon UK M Rketpl Ce,H57720150604kmkvtiipm,2.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Office Stationery,Finance Directorate,Paperstone,H57720150604xdfpynspv,50.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Office Stationery,Finance Directorate,Www.Ukpos.Com,H57720150604ykhyxuecj,42.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Office Stationery,Finance Directorate,"Amazon Svcs Europe,sar",H57720150609jqawjdsgo,118.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Office Stationery,Finance Directorate,Amazon UK Marketplace,H57720150606mdonqffef,19.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150604cmgqpppjl,118.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150603fkocgtxpy,159.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150603ltsspfxev,38.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150602gqicvnxtl,286.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,T&S O-seas excl EPOQUE,People Places & Serv Direct,Www.Purpleparking.Com,H57720150604msotjnihx,51.49,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Career Development Services,People Places & Serv Direct,Symposium Bwtl,H57720150609pfdguhqdc,478.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Career Development Services,People Places & Serv Direct,Tms Development,H57720150628ghedutjkb,2357.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Career Development Services,People Places & Serv Direct,Opp Ltd Sterling Vt,H57720150628mcpdedwqs,1345.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Career Development Services,People Places & Serv Direct,Civil Service Learning,H57720150626wxbulcawf,805.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/06/2015,Career Development Services,People Places & Serv Direct,Intworth Consulting Ltd,H57720150625cvophmwsb,1104.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2015,Career Development Services,People Places & Serv Direct,Opp Ltd Sterling Vt,H57720150620peqylrqqm,429.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,Career Development Services,People Places & Serv Direct,Opp Ltd Sterling Vt,H57720150610fgwtorfwe,2581.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,Career Development Services,People Places & Serv Direct,Opp Ltd Sterling Vt,H57720150610gfsyeqfwi,178.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,Entertainment,People Places & Serv Direct,Asda Superstore 4928,H57720150610knbthjotj,3.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Public Dividend Capital,People Places & Serv Direct,Paypal,H57720150604vymwmntov,16.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Stationery,People Places & Serv Direct,Timpson Ltd,H57720150619jnstyvjlm,6.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,Other,People Places & Serv Direct,Newport C/c Moto,H57720150610aztnwjoux,36.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/06/2015,Other,People Places & Serv Direct,Newground Cic,H57720150603jpbeoknyq,540.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Office Stationery,People Places & Serv Direct,Www.Nisbets.Com,H57720150612grxaddybq,161.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Minor Works-Goods,People Places & Serv Direct,Screwfix Direct,H57720150606umiwwylhn,38.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Office Stationery,People Places & Serv Direct,Www.Picture-Framing.Co,H57720150613otmqgkkzr,133.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Office Stationery,People Places & Serv Direct,Paypal,H57720150611ndvtnrquv,87.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/06/2015,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720150625kfoxygstk,99.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/06/2015,Office Stationery,People Places & Serv Direct,Healthy Workstations Ltd,H57720150624ftltebebf,74.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2015,Office Stationery,People Places & Serv Direct,Healthy Workstations Ltd,H57720150620qnbskgrcw,88.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720150619ovxjwwkiu,25.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Stationery,People Places & Serv Direct,Etills Limited,H57720150619owvqwyqmg,82.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720150619uecdvvhhg,19.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720150618eburdrkkr,174.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720150616vcdengldl,11.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Office Stationery,People Places & Serv Direct,South Wales Suppliers Lt,H57720150612nosgjgxev,13.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720150611tnsitdxrw,11.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Office Stationery,People Places & Serv Direct,Healthy Workstations Ltd,H57720150611wlubekktg,403.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720150611zqdqglpcf,11.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720150611hfglhdpvp,11.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720150611joycrmfzu,11.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720150611kuntjfekh,11.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Public Dividend Capital,People Places & Serv Direct,Amazon UK Marketplace,H57720150609bmywonvxb,25.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2015,Public Dividend Capital,People Places & Serv Direct,Am Zon UK M Rketpl Ce,H57720150605dpnwhqhjv,26.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Public Dividend Capital,People Places & Serv Direct,Sig,H57720150604stbveujej,46.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2015,Other,People Places & Serv Direct,Radission Blu Edw,H57720150605ubynotuwg,125.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Other,People Places & Serv Direct,Tesco-Stores 6459,H57720150604yzuruwllv,37.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,Minor Works-Goods,People Places & Serv Direct,Amazon UK Marketplace,H57720150613jlsyuajjh,116.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Minor Works-Goods,People Places & Serv Direct,Screwfix Direct,H57720150612kjpvoxhbh,95.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Minor Works-Goods,People Places & Serv Direct,Benchmark Technologies,H57720150611vpqbkhvhi,161.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/06/2015,Minor Works-Goods,People Places & Serv Direct,Amazon UK Marketplace,H57720150609cqtiwsvwz,34.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Minor Works-Goods,People Places & Serv Direct,D Brash & Sons Ltd,H57720150606bxpwnknfy,264.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/06/2015,Minor Works-Goods,People Places & Serv Direct,The Colour Centre,H57720150612pbewkfigx,258.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Hrg UK Inm165785417,H57720150625stbjvtlmu,5.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Hrg UK Inm165785390,H57720150625kaxessrwp,5.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Easyjet,H57720150623cdkefmplj,112.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S O-seas excl EPOQUE,International Policy Directorate,Easyjet,H57720150623omofxoplc,55.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/06/2015,Entertainment,International Policy Directorate,Www.Intecoffice.Co.Uk,H57720150628ngmrtmhgi,166.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,Entertainment,International Policy Directorate,Www.Intecoffice.Co.Uk,H57720150604onmittnhd,237.15,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Bristol Airport Limite,H57720150604kuyrcclyw,-35.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Eurostar Int Ecc,H57720150611gvhmuhymk,90.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Eurostar Internet,H57720150605ozcucyegn,233.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Career Development Services,Patents Directorate,Training Byte Size Ltd,H57720150611giinjsmnr,168.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Hrg UK Inm165788264,H57720150630gpcfwbshb,9.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Hrg UK Inm165788060,H57720150630vlhlksssc,5.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Heathrow Express,H57720150623rwwluivxg,21.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Bristol Airport Limite,H57720150618pixubzsgm,35.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Heathrow Express,H57720150617wbdfenish,35.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Eurostar Internet,H57720150611wiyrboect,201.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/06/2015,Career Development Services,Patents Directorate,Topra Dcc,H57720150625qygiwerve,1575.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,Entertainment,Patents Directorate,Marksandspencer.Co,H57720150611hadfdcqbm,62.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,National Express Limited,H57720150616hqbgjijhg,54.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,T&S O-seas excl EPOQUE,Patents Directorate,Hrg UK Inm165787948,H57720150630qhjrgwebx,9.41,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,T&S UK,Patents Directorate,Easyjet,H57720150626xurgqkrck,32.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/06/2015,Legal Consultancy,Patents Directorate,Morgan Motor Co. Sales,H57720150618dxnymqwnf,93.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/06/2015,Books,Patents Directorate,Amazon UK Retail,H57720150609okxhhgmcb,44.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,Career Development Services,Patents Directorate,Civil Service Learning,H57720150626wsstbqsqt,2310.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S UK,Projects,Hrg UK Inm165784962,H57720150625pgixcxbth,5.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/06/2015,T&S UK,Projects,Hrg UK Inm165785073,H57720150625dcvenrbyo,5.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,T&S UK,Projects,Easyjet,H57720150619byirosess,97.49,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/06/2015,T&S UK,Projects,Easyjet,H57720150619jbhrckpuv,105.65,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,T&S O-seas excl EPOQUE,Projects,Hrg UK Inm165776961,H57720150613fezunhrdc,5.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,T&S O-seas excl EPOQUE,Projects,Easyjet,H57720150606xhfhnabug,54.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/06/2015,Career Development Services,Projects,Civil Service Learning,H57720150606kvgyvbumg,600.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/06/2015,T&S UK,Projects,Bristol Airport Limite,H57720150620ryltdplsv,26.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/06/2015,Legal Consultancy,Projects,Eb Agile Cymru 2015,H57720150617yhikbspwq,564.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/05/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165766920,H57720150603dhlbqasfb,6.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Ryanair,H57720150628hnnohhyrg,161.21,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720150626bvvtxgmfk,196.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165779130,H57720150618jcyaznzbk,9.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165779535,H57720150618qfqjnmtxn,5.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165775258,H57720150612ytwekipdm,6.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Bristol Airport Limite,H57720150611tkhmmscpv,43.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720150610ucvbxejfs,41.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Easyjet,H57720150610vlnxyeymn,235.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/06/2015,Career Development Services,Trade Mark Directorate,Cardiff University,H57720150605sjelfnwdd,132.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Hrg UK Inm165778563,H57720150617cppdyppik,5.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/06/2015,T&S O-seas excl EPOQUE,Trade Mark Directorate,Ryanair,H57720150616zsegpltas,56.09,Not Applicable,
