Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Fixed Telecoms Equipment,IT Directorate,Amazon UK Marketplace,H57720150711olyfppfvy,31.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Fixed Telecoms Equipment,IT Directorate,Amazon UK Marketplace,H57720150711wnttfsrdi,66.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Fixed Telecoms Equipment,IT Directorate,Rentals From 02,H57720150730mqnhoioik,157.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Fixed Telecoms Equipment,IT Directorate,Meetingzone Ltd,H57720150718rvlfltghd,269.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Perpetual Licences (no further payments),IT Directorate,Gum.Co/cc Hemingway Ap,H57720150710wtskobqlk,4.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Perpetual Licences (no further payments),IT Directorate,Gum.Co/cc Hemingway Ap,H57720150710hatrljbkt,4.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Perpetual Licences (no further payments),IT Directorate,Dri Www Element5 Info,H57720150710myhdnwrxi,238.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Perpetual Licences (no further payments),IT Directorate,Fsprg.Com Ncrunch.Com,H57720150704sisgryypv,686.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Software Maintenance,IT Directorate,"Amazon Svcs Europe,sar",H57720150722xccultmqb,87.27,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Software Maintenance,IT Directorate,Amazon UK Marketplace,H57720150722pscxtxunn,232.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Software Maintenance,IT Directorate,Amazon UK Retail,H57720150703wxjchpxqa,19.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Software Maintenance,IT Directorate,Amazon UK Retail,H57720150703cfztkexwb,19.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Software Maintenance,IT Directorate,Amazon UK Retail,H57720150703lujxbvbtu,19.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Software Maintenance,IT Directorate,Amazon UK Retail,H57720150703mgmjfghxw,19.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Software Maintenance,IT Directorate,Amazon UK Retail,H57720150703ofywiwect,19.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/06/2015,Software Maintenance,IT Directorate,"Amazon Svcs Europe,sar",H57720150702rtfonubyi,21.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2015,Network and infrastructure H/W,IT Directorate,Apple Online Store Gbp,H57720150729imwcgkgyf,130.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Network and infrastructure H/W,IT Directorate,Amazon UK Retail,H57720150728qkzxnuwut,57.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Network and infrastructure H/W,IT Directorate,"Amazon Svcs Europe,sar",H57720150722boddqdujv,37.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Network and infrastructure H/W,IT Directorate,Apple Online Store Gbp,H57720150718otjqbkwci,150.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/07/2015,Network and infrastructure H/W,IT Directorate,Mymemoryltd,H57720150715hxjucocud,50.73,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/07/2015,Network and infrastructure H/W,IT Directorate,Wondershare,H57720150715pkfasyskg,58.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/07/2015,Network and infrastructure H/W,IT Directorate,Amazon UK Retail,H57720150715ugzbedqmx,220.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Network and infrastructure H/W,IT Directorate,Bt Shop,H57720150711ajwttpcep,589.72,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Network and infrastructure H/W,IT Directorate,Amazon UK Marketplace,H57720150709bdsfniscg,118.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/07/2015,Fixed Telecoms Equipment,IT Directorate,Apple Online Store Gbp,H57720150729tdffjstun,79.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Fixed Telecoms Equipment,IT Directorate,Digicert Inc,H57720150728loycgqznf,332.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Fixed Telecoms Equipment,IT Directorate,Digicert Inc,H57720150728erbkewbfe,296.09,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Fixed Telecoms Equipment,IT Directorate,Amazon UK Retail,H57720150721chylhjoop,144.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/07/2015,Fixed Telecoms Equipment,IT Directorate,"Amazon Svcs Europe,sar",H57720150714dudpffito,14.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2015,Perpetual Licences (no further payments),IT Directorate,Websitepulse.Com,H57720150707knizguswa,45.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Books,IT Directorate,Amazon UK Marketplace,H57720150801gxmfmfwgc,32.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/07/2015,Career Development Services,IT Directorate,Amazon UK Marketplace,H57720150707rrcuplspf,24.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/07/2015,Career Development Services,IT Directorate,General Assembly,H57720150707ynhorozfb,32.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Books,IT Directorate,Amazon UK Retail,H57720150716ccsjctcen,50.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Network and infrastructure H/W,IT Directorate,Currys Online,H57720150703nqxveeacu,71.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Perpetual Licences (no further payments),IT Directorate,Cloudflare,H57720150728wsdpvclmw,16.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/07/2015,Legal Consultancy,People Places & Services Directorate,Staples,H57720150728ndwmxgbce,28.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Entertainment,People Places & Services Directorate,Tesco Stores 2931,H57720150724jmmvtvrql,1.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Entertainment,People Places & Services Directorate,Sainsburys Superma,H57720150722iqswclqbh,25.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,T&S UK,Innovation Directorate,No Show Charge,H57720150709tpltmptyj,105.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Hrg UK Inm165795794,H57720150710etpaksfnq,5.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Easyjet,H57720150708tckyyojfo,83.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Advertising Distribution,Innovation Directorate,Paypal,H57720150724ecrfczpyp,12.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/07/2015,T&S UK,Innovation Directorate,Travelodge Agent,H57720150715bjwnmfjbv,226.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Hrg UK Inm165796075,H57720150710gcedgqxub,6.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,T&S O-seas excl EPOQUE,Innovation Directorate,Easyjet,H57720150708otsqbtnwf,153.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2015,T&S UK,Innovation Directorate,Mercure Shakespeare Hotel,H57720150707bzrnwvqgb,85.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,T&S UK,Innovation Directorate,Marksandspencer.Co,H57720150718tccpglkeo,62.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/07/2015,T&S UK,Innovation Directorate,Marksandspencer.Co,H57720150717txqbtxvjb,61.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/06/2015,Advertising Distribution,Innovation Directorate,Northamptonchamber,H57720150702tuanqpqww,198.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/07/2015,T&S UK,Copyright and Enforcement Directorate,Www.Purpleparking.Com,H57720150715jsbdsjonr,46.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/06/2015,T&S O-seas excl EPOQUE,Copyright and Enforcement Directorate,Hrg UK Inm165791254,H57720150703itddvqyah,5.61,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Entertainment,Copyright and Enforcement Directorate,Amazon UK Marketplace,H57720150708lesebqfbw,10.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,T&S UK,Copyright and Enforcement Directorate,Hrg UK Inm165797712,H57720150714olajonyop,6.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,T&S UK,Copyright and Enforcement Directorate,Hrg UK Inm165797725,H57720150714iejgzjwsr,6.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,T&S UK,Copyright and Enforcement Directorate,Easyjet,H57720150710akffspwfd,177.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,T&S UK,Copyright and Enforcement Directorate,Easyjet,H57720150710rhethrvjn,177.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2015,Entertainment,Copyright and Enforcement Directorate,Tesco Stores 2931,H57720150707efuybcfok,13.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2015,Career Development Services,Copyright and Enforcement Directorate,Www.Computeraidrai,H57720150707hbubeytuo,226.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Career Development Services,Finance Directorate,Livegroup.Co.Uk,H57720150730dwjmjgekw,510.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,T&S UK,Finance Directorate,"Securitymetrics, Inc.",H57720150724hakfedbnw,29.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Innovation Fund,Finance Directorate,Amazon UK Marketplace,H57720150724hhybqeopa,191.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Innovation Fund,Finance Directorate,Amazon UK Retail,H57720150724rifujlwxf,41.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Innovation Fund,Finance Directorate,Amazon UK Marketplace,H57720150723onxhovmdk,159.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Innovation Fund,Finance Directorate,Ligo Electronics,H57720150723htjajdxvx,204.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/07/2015,Office Stationery,Finance Directorate,Euroffice.Co.Uk,H57720150708lxxxrgjnn,47.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150801elqmhsvrr,38.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150725plbchdbox,203.59,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150724hpkhxxmlj,35.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150723buvojzvhi,138.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150721iormgbqlt,38.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150717gcjiyvfiy,140.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150717ohxlxvscp,101.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150717pyqjjmxro,112.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150704dvmzihmta,221.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2015,Office Stationery,Finance Directorate,Xma Ltd,H57720150704viuibhgjt,255.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/06/2015,Office Stationery,Finance Directorate,Asda 4387,H57720150702bdsggseof,12.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/06/2015,Office Stationery,Finance Directorate,Www.Ukpos.Com,H57720150702otgvedwhx,69.91,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/07/2015,Office Stationery,Finance Directorate,Amazon UK Retail,H57720150707qvlcorhjg,16.51,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Office Stationery,Finance Directorate,Euroffice.Co.Uk,H57720150703wdvevovfr,369.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Office Stationery,Finance Directorate,Amazon UK Retail,H57720150714ikdwtychg,19.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Office Stationery,Finance Directorate,Amazon UK Marketplace,H57720150711mxpmywuin,4.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Books,People Places & Services Directorate,Amazon UK Retail,H57720150801bdrujprzi,23.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2015,Books,People Places & Services Directorate,Amazon UK Marketplace,H57720150725jqvevtoeo,-6.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2015,Books,People Places & Services Directorate,Amazon UK Marketplace,H57720150725bpmucbnmt,-2.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Books,People Places & Services Directorate,Amazon UK Marketplace,H57720150722hlloqfhzo,2.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/07/2015,Books,People Places & Services Directorate,Amazon UK Marketplace,H57720150721dxuqnqwmo,2.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/07/2015,Books,People Places & Services Directorate,"Amazon Svcs Europe,sar",H57720150721mpvtleubs,1.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/07/2015,Books,People Places & Services Directorate,Amazon UK Marketplace,H57720150721kmmkbkohi,27.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Books,People Places & Services Directorate,"Amazon Svcs Europe,sar",H57720150721bgxtajfht,2.81,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/07/2015,Books,People Places & Services Directorate,Amazon UK Marketplace,H57720150721vrhcmbkuj,11.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Legal Consultancy,People Places & Services Directorate,Sparkol,H57720150801vchcagzma,96.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2015,Career Development Services,People Places & Services Directorate,Www.Computeraidrai,H57720150707hbubeytuo,226.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Career Development Services,People Places & Services Directorate,Opp Ltd Sterling Vt,H57720150703xhmmwtjda,242.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Entertainment,People Places & Services Directorate,Asda Superstore 4928,H57720150801ipjgxrcep,10.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Books,People Places & Services Directorate,Paypal,H57720150801xlpsljzqb,4.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Books,People Places & Services Directorate,"Amazon Svcs Europe,sar",H57720150731edaidqhfs,21.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/07/2015,Entertainment,People Places & Services Directorate,Paypal,H57720150731nflkyaekk,11.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Entertainment,People Places & Services Directorate,Halfords On Line,H57720150728dgklctvkn,15.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Entertainment,People Places & Services Directorate,The Plastic Box Compan,H57720150711xkswuskwp,41.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Entertainment,People Places & Services Directorate,Asda Superstore 4928,H57720150709mkhbwdhlt,7.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Office Stationery,People Places & Services Directorate,Sig,H57720150801evcskeqig,139.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Office Stationery,People Places & Services Directorate,Sig,H57720150801gijlotzfp,-139.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Office Stationery,People Places & Services Directorate,Wp-Stamps Direct L,H57720150728xzvjcxvia,29.33,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2015,Career Development Services,People Places & Services Directorate,Www.Computeraidrai,H57720150707hbubeytuo,226.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Entertainment,People Places & Services Directorate,Subway,H57720150709rwbohugqn,23.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/07/2015,Books,People Places & Services Directorate,Amazon UK Retail,H57720150707nonpblkug,18.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Career Development Services,People Places & Services Directorate,Www.Westminster-Briefi,H57720150724gywsfaajc,354.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Legal Consultancy,People Places & Services Directorate,Scrum Services,H57720150703fqlykqdds,98.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/07/2015,Career Development Services,People Places & Services Directorate,Academy Class Limi,H57720150725qqytmktel,3502.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/07/2015,Purchase of Reprographic kit,People Places & Services Directorate,Amazon UK Retail,H57720150717fbgsegtib,69.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Office Stationery,People Places & Services Directorate,Business Ind Solutions,H57720150724kocrbmkdg,250.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Minor Works-Goods,People Places & Services Directorate,Newey & Eyre,H57720150711rpxnutkva,391.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Minor Works-Goods,People Places & Services Directorate,Newey & Eyre,H57720150709dypfvfstr,576.23,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Office Stationery,People Places & Services Directorate,Swrd Group Ltd,H57720150703xquafxywc,450.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Office Stationery,People Places & Services Directorate,Monkeyoffice.Co.Uk,H57720150724rntfxgcdh,212.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Office Stationery,People Places & Services Directorate,Www.Wipeeasytablecloth,H57720150724tugwmdklj,17.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150717kvmntgchp,12.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/07/2015,Office Stationery,People Places & Services Directorate,Fairfield Displays,H57720150716rhykbedmc,54.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Office Stationery,People Places & Services Directorate,Boardsdirect.Co.Uk,H57720150710elfaevzyi,102.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/07/2015,Office Stationery,People Places & Services Directorate,Key Industrial Equipment,H57720150704hidhiwlrp,654.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150801wpifkujxn,39.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Office Stationery,People Places & Services Directorate,Www.Eurekadirect.Co.Uk,H57720150801oqlugfcgk,215.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150801pyccsivwi,36.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150801gdqvnfijl,21.31,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/07/2015,Office Stationery,People Places & Services Directorate,Newey & Eyre,H57720150730uzobsxcgo,326.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150728whmunkgyl,17.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/07/2015,Office Stationery,People Places & Services Directorate,Alpha Electronics(Wales),H57720150728kbxyelefq,42.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Office Stationery,People Places & Services Directorate,Tv Licensing,H57720150724jiypqfeyk,145.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150723ctwyzlhao,24.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150723kmdnbokrq,29.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150723vxhzqcxky,24.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Office Stationery,People Places & Services Directorate,"Amazon Svcs Europe,sar",H57720150722nfwyqyfkl,140.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150722dqcsxdosk,26.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150721iahgmpoew,69.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Office Stationery,People Places & Services Directorate,"Amazon Svcs Europe,sar",H57720150721jcmixtwpq,29.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150721mfiqqnvnq,61.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Office Stationery,People Places & Services Directorate,Healthy Workstations Ltd,H57720150718pvawewrxi,191.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150718dtibinppi,13.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150718nukwqnsku,39.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150717sbrcpveow,-13.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/07/2015,Office Stationery,People Places & Services Directorate,Boardsdirect.Co.Uk,H57720150715vftpsissd,426.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/07/2015,Office Stationery,People Places & Services Directorate,Healthy Workstations Ltd,H57720150715zjwjelhku,77.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Office Stationery,People Places & Services Directorate,Www.Cotswoldoutdoor.Com,H57720150714berhgdlml,17.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150714fizyebwwi,26.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Retail,H57720150711rhkodnavs,87.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150711vfhrlhlud,19.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150711wsmrwmczr,25.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150711eqyjylvko,13.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/07/2015,Office Stationery,People Places & Services Directorate,Screwfix Direct,H57720150710uhbvjjwqd,71.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Office Stationery,People Places & Services Directorate,Sig,H57720150709mnhvyoqdb,143.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2015,Office Stationery,People Places & Services Directorate,South Wales Suppliers Lt,H57720150704ngflrjych,69.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/07/2015,Office Stationery,People Places & Services Directorate,Newey & Eyre,H57720150704tekhordeg,141.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150721yeqfhdmtt,7.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/07/2015,Office Stationery,People Places & Services Directorate,Amazon UK Marketplace,H57720150721hjqdhntjj,7.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Office Stationery,People Places & Services Directorate,Tesco Store 2931,H57720150709gkgiwwscn,34.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Minor Works-Goods,People Places & Services Directorate,Don Ruffles Ltd,H57720150724dhisuilih,1884.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/07/2015,Minor Works-Goods,People Places & Services Directorate,Hss Hire,H57720150714icqugsefu,-556.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/07/2015,Minor Works-Goods,People Places & Services Directorate,Sig,H57720150724ngrdxjsup,65.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Minor Works-Goods,People Places & Services Directorate,Sig,H57720150718uftugqysr,807.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/07/2015,Minor Works-Goods,People Places & Services Directorate,Sig,H57720150718vdjecimhj,180.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/07/2015,Minor Works-Goods,People Places & Services Directorate,Magscapes Limited,H57720150717quwysfxle,292.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/07/2015,Minor Works-Goods,People Places & Services Directorate,Simplified Uk,H57720150710zghulqpym,65.11,Not Applicable,
