Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2016,Enforcement Conference,Copyright and Enforcement Directorate,Telford International Cen,H57720160505hgtxmvnfs,57.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/05/2016,Advertising Distribution,Innovation Directorate,Ges Limited,H57720160517ecjcyerln,170.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2016,Advertising Distribution,Innovation Directorate,Www.Begroup.Co.Uk,H57720160514yhsrwpimv,540.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/05/2016,Advertising Distribution,Innovation Directorate,Twitonomy.Com,H57720160510pixtsettu,13.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/05/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Retail,H57720160531btytlvdhj,20.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/05/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Marketplace,H57720160521jxtvqtrns,69.02,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Marketplace,H57720160519kqcdwbtvr,208.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Marketplace,H57720160519ycteubhvl,19.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2016,Network and infrastructure H/W,IT Directorate,Apple Online Store Gbp,H57720160510xtlifpksk,250.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/05/2016,Network and infrastructure H/W,IT Directorate,Itunes.Com/bill,H57720160507fqifyxhtu,19.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/05/2016,Network and infrastructure H/W,IT Directorate,Itunes.Com/bill,H57720160507inkiexsyh,19.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/05/2016,Network and infrastructure H/W,IT Directorate,Itunes.Com/bill,H57720160507uwspvmako,19.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Retail,H57720160505bpfynweuq,190.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2016,Career Development Services,Innovation Directorate,Paypal,H57720160514pvfnnkbxr,189.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2016,Office Stationery,People Places & Serv Direct,Nukey,H57720160528fhbfvnddc,353.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,Office Stationery,People Places & Serv Direct,Www.Caboodle.Co.Uk,H57720160526qwhopfzly,184.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,Office Stationery,People Places & Serv Direct,Ring O Roses,H57720160526tbjkyhwbw,80.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2016,Office Stationery,People Places & Serv Direct,Yoursclothing.Co.U,H57720160513crvphxhkg,-106.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/05/2016,Office Stationery,People Places & Serv Direct,Yoursclothing.Co.U,H57720160512kmjaregjv,111.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/05/2016,Office Stationery,People Places & Serv Direct,Griffiths Signs & Eqip,H57720160506snbkjqvim,180.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2016,Office Stationery,People Places & Serv Direct,Tp Newport Gwent,H57720160505ribcgewrq,46.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2016,Office Stationery,People Places & Serv Direct,Yoursclothing.Co.U,H57720160505sucnqjhhq,106.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/04/2016,Minor Works-Goods,People Places & Serv Direct,Newey & Eyre,H57720160505eiehlousi,142.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2016,Books,Innovation Directorate,Times Newspapers Ltd,H57720160531ugtovcnxd,26.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2016,Books,IT Directorate,Digicert Inc,H57720160505qewlurrdj,223.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/05/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160527eelbvkkuz,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160524tkcrcyfuo,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160520eaxtogklv,-60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160520foehnecnk,-40.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160517sksdwwdrj,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160517tpvxtwryb,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,Books,Trade Mark Directorate,Lexis Nexis,H57720160526xdfkakumh,560.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2016,T&S UK,Trade Mark Directorate,National Express Limited,H57720160520cnwdvomwl,36.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/05/2016,Purchase of Reprographic kit,People Places & Serv Direct,Total Print Finishing,H57720160521qvnypswwg,3057.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2016,Perpetual Licences,IT Directorate,Websitepulse.Com,H57720160506rnerplwun,60.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/05/2016,Legal Consultancy,Trade Mark Directorate,The Intellectual Property,H57720160512dntoxfhpj,-100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/05/2016,Legal Consultancy,Trade Mark Directorate,The Intellectual Property,H57720160510jfddvysxw,100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/05/2016,Network and infrastructure H/W,IT Directorate,Www.Perle.Com,H57720160511byhysukxp,224.64,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/05/2016,Entertainment,People Places & Serv Direct,Asda Superstore 4928,H57720160521oetdlwcqt,25.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/05/2016,Entertainment,People Places & Serv Direct,Tesco Store 2931,H57720160512evwyixdgt,12.09,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2016,Network and infrastructure H/W,IT Directorate,Ebuyer (UK) Ltd,H57720160520eqzouintj,35.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/05/2016,Books,IT Directorate,Amazon UK Retail,H57720160506ytsdmfeig,11.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160528esppmfckr,-130.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160528gackftglf,-30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160527pwcetabtw,-30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160526ckqvvnfon,130.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160526kmfbmwsmx,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160524yttucrrhk,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160520rcpetklkw,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160517uterijfpf,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160514skjkthrpk,-0.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160510iuogwwmme,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/05/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160510lltfndkbr,0.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2016,Overseas Patent Specifications,Patent Directorate,American Society For Bon,H57720160507gykmnukuq,35.65,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,Perpetual Licences,Projects,Cloudflare,H57720160527tbcrixjkr,155.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,Software Maintenance,IT Directorate,Www.Misco.Co.Uk,H57720160526ivxvmrotc,79.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,Software Maintenance,IT Directorate,Www.Misco.Co.Uk,H57720160526lqwdyhuuy,82.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/05/2016,Software Maintenance,IT Directorate,Www.Misco.Co.Uk,H57720160520xjytuepke,58.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/05/2016,Software Maintenance,IT Directorate,Fastspring,H57720160512ohvwyzogs,300.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2016,Career Development Services,People Places & Serv Direct,Www.Kpmg.Co.Uk,H57720160527gegcjtsrf,-141.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160528hhevktxho,28.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/05/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160526masevqvhl,127.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160525dzhlbewxx,22.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160525iunjuevvn,20.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160519uhgpcnnci,20.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2016,Office Stationery,People Places & Serv Direct,The Internet Gardener,H57720160519wwcexbdig,119.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/05/2016,Office Stationery,People Places & Serv Direct,T G Howell & Sons Ltd,H57720160518eoxmhegiq,43.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/05/2016,Office Stationery,People Places & Serv Direct,South Wales Suppliers,H57720160518mvdbjjfpb,166.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160518weorbasdu,21.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160513sdldiqvps,140.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/05/2016,Office Stationery,People Places & Serv Direct,South Wales Suppliers,H57720160513fundcwmcs,74.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,10/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160512blsmkdwnl,18.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/05/2016,Office Stationery,People Places & Serv Direct,Pedal Power,H57720160511ckkcghfcl,144.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160510onfpcipya,49.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/05/2016,Office Stationery,People Places & Serv Direct,Buyology Ltd,H57720160506udoshycxk,9.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160505kruiukffm,149.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160505nyxrtuypm,149.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160505rjkhkkury,108.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,03/05/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160505tqirsrtod,102.69,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160505gtgeldklc,21.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/05/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160505uwhjzjyiq,21.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2016,Office Stationery,People Places & Serv Direct,Staples,H57720160505pmymvumyo,70.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2016,T&S O-seas excl EPOQUE,Patent Directorate,Theassociationspecia,H57720160524vfkskglml,614.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2016,Career Development Services,Patent Directorate,Theassociationspecia,H57720160524vfkskglml,238.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/05/2016,Perpetual Licences,IT Directorate,Trello,H57720160531wdshuiine,21.13,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2016,Career Development Services,IT Directorate,Paypal,H57720160510bfjmtcyps,22.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/05/2016,Office Stationery,People Places & Serv Direct,Www.Nextdaycoffee.Co.U,H57720160506rqjocfopt,46.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/04/2016,Perpetual Licences,IT Directorate,Trello,H57720160505vpmgxgntt,21.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/05/2016,Seminars and Confereces,People Places & Serv Direct,Przcharge.Prezi.Com,H57720160518hhyqlegqy,15.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2016,Seminars and Confereces,People Places & Serv Direct,Tesco-Stores 6459,H57720160514uoyxxgitr,23.16,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/05/2016,Seminars and Confereces,People Places & Serv Direct,Coveritlive Scribbl,H57720160505atsdpdbdf,34.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/05/2016,Office Stationery,People Places & Serv Direct,Www.Ryman.Co.Uk,H57720160525jrdgsbnnm,11.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/05/2016,Office Stationery,People Places & Serv Direct,Hobby Craft Ltd,H57720160525vfpubhoxa,4.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/05/2016,Office Stationery,Finance Directorate,Www.Bhma.Co.Uk,H57720160525wkefofifj,39.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2016,Office Stationery,People Places & Serv Direct,Gm Music,H57720160514dkchmloqq,37.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/05/2016,Career Development Services,People Places & Serv Direct,Asda Superstore 4928,H57720160524ilxwzmfui,13.52,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/05/2016,Career Development Services,People Places & Serv Direct,Amazon UK Marketplace,H57720160519squvdmttx,3.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/05/2016,Career Development Services,People Places & Serv Direct,Amazon UK Marketplace,H57720160518icsxxulte,12.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/05/2016,Career Development Services,People Places & Serv Direct,Amazon UK Marketplace,H57720160518ixylymoqo,13.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/05/2016,Career Development Services,People Places & Serv Direct,Lidl Uk,H57720160518loicxmxxx,3.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/05/2016,Career Development Services,People Places & Serv Direct,Asda Superstore 4928,H57720160514sxorkfvin,29.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2016,Career Development Services,People Places & Serv Direct,Www.Government-Knowled,H57720160510yiqeuixdm,420.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/05/2016,Inta Community VAT,Trade Mark Directorate,Www.Government-Knowled,H57720160510yiqeuixdm,84.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/05/2016,Entertainment,International Policy Directorate,Www.Intecoffice.Co.Uk,H57720160511mlrsnnxzo,253.20,Not Applicable,
