Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2016,Entertainment,IT Directorate,Marks&spencer Plc Sf,H57720160413igqukwnsa,55.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160504vzwtzbsuu,184.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160428cdwdemglz,130.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160428vtznownxp,138.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160425lmhoqucsn,287.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160420kagcypxeq,67.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160419tncpeqxqy,-232.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160415ehtsysxwk,272.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160415urtyjjoef,319.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/04/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160407ctjupfbyh,138.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Career Development Services,People Places & Serv Direct,Opp Ltd Sterling Vt,H57720160406nfchotzwp,746.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Inta Community VAT,Trade Mark Directorate,Opp Ltd Sterling Vt,H57720160406nfchotzwp,149.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Career Development Services,IT Directorate,Eb Agile Cymru 2016,H57720160406olftpurau,332.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Inta Community VAT,Trade Mark Directorate,Eb Agile Cymru 2016,H57720160406olftpurau,66.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Career Development Services,IT Directorate,Eb The Lean Event,H57720160406pavuvzpyq,520.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Inta Community VAT,Trade Mark Directorate,Eb The Lean Event,H57720160406pavuvzpyq,104.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Career Development Services,IT Directorate,Eb The Lean Event-Pre,H57720160406uapmpqoge,410.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Inta Community VAT,Trade Mark Directorate,Eb The Lean Event-Pre,H57720160406uapmpqoge,82.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Career Development Services,IT Directorate,Www.Nobleprog.Co.Uk,H57720160406wggrjulas,3250.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Inta Community VAT,Trade Mark Directorate,Www.Nobleprog.Co.Uk,H57720160406wggrjulas,650.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/03/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160402gqkzmhrkf,506.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/03/2016,Office Stationery,Finance Directorate,Xma Ltd,H57720160402juposdnfb,436.15,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/04/2016,Career Development Services,Innovation Directorate,Chartered Ins Of,H57720160429lyrbpjbxj,2490.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/04/2016,Career Development Services,Innovation Directorate,Chartered Ins Of,H57720160429xfgmryevu,2490.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2016,Career Development Services,Innovation Directorate,Participant UK Limited,H57720160428npweodfdr,249.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/04/2016,Career Development Services,People Places & Serv Direct,Bls*prezi Inc,H57720160405xwaywxjra,8.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/04/2016,Perpetual Licences,IT Directorate,Adobe Ps Creative Cld,H57720160429urmcqtnxd,317.76,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2016,Fixed Telecoms Equipment,IT Directorate,Rentals From 02,H57720160426eetnjstdd,0.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2016,Perpetual Licences,IT Directorate,Adobe Ps Creative Cld,H57720160426hvwlwggit,320.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2016,Fixed Telecoms Equipment,IT Directorate,Rentals From 02,H57720160426jvbqjdvbu,7.33,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2016,Fixed Telecoms Equipment,IT Directorate,Rentals From 02,H57720160421ttslrdspt,159.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2016,Perpetual Licences,IT Directorate,Meetingzone Ltd,H57720160420gfgrqgemp,234.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,Purchase of Reprographic kit,People Places & Serv Direct,Www.Eastwoodsoundandvisi,H57720160414lmiwvnrck,1209.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2016,Overseas Patent Specifications,Patent Directorate,Support.Atypon.Com,H57720160420noywsnnkp,21.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2016,Overseas Patent Specifications,Patent Directorate,Support.Atypon.Com,H57720160420tfrhoroah,21.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2016,Overseas Patent Specifications,Patent Directorate,Support.Atypon.Com,H57720160419ykfwoqrsx,21.88,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2016,Minor Works-Goods,People Places & Serv Direct,Screwfix Direct,H57720160427ysstglujz,44.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2016,Other,People Places & Serv Direct,Www.Johnlewis.Com,H57720160419ilglgsrbd,48.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/04/2016,Placement Fees,People Places & Serv Direct,Disclosure Scot,H57720160425cyfvpyncj,25.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/04/2016,Placement Fees,People Places & Serv Direct,Disclosure Scot,H57720160416jahcnegkv,25.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/04/2016,Placement Fees,People Places & Serv Direct,Disclosure Scot,H57720160415rjehwbbty,25.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,Placement Fees,People Places & Serv Direct,Disclosure Scot,H57720160414cpwqkrhww,25.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,Placement Fees,People Places & Serv Direct,Disclosure Scot,H57720160414lopiiwnqq,25.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2016,Entertainment,People Places & Serv Direct,Sainsburys S/mkt,H57720160428xtrqxbkzw,30.47,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/04/2016,Entertainment,Copyright and Enforcement Directorate,Marksandspencer.Co,H57720160425vtrnmpvzm,84.19,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/04/2016,Advertising Distribution,Innovation Directorate,Psm Ltd,H57720160422rjpuklncn,552.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2016,Advertising Distribution,Innovation Directorate,Ges Limited,H57720160419gzwcyqufu,203.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,Advertising Distribution,Innovation Directorate,Twitonomy.Com,H57720160409icycqvkfp,13.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2016,Network and infrastructure H/W,IT Directorate,Currys S/s,H57720160428jdgefhpcc,459.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2016,Network and infrastructure H/W,IT Directorate,Ebuyer (UK) Ltd,H57720160428vpqdwcxwv,109.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/04/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Retail,H57720160422fvvmmgbdp,279.49,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Retail,H57720160420ketywigsv,52.08,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2016,Network and infrastructure H/W,IT Directorate,Www.Startech.Com,H57720160414qovpkwkji,54.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2016,Network and infrastructure H/W,IT Directorate,Amz*boxlimited,H57720160413fvfkttifs,183.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Marketplace,H57720160413kfxdpycwv,723.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2016,Office Stationery,People Places & Serv Direct,Www.Slingsby.Com,H57720160421tharbufgn,265.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/04/2016,Office Stationery,People Places & Serv Direct,Www.Slingsby.Com,H57720160408nakigwsdy,637.09,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/04/2016,Office Stationery,People Places & Serv Direct,Www.Slingsby.Com,H57720160408sjqwdwvem,140.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/03/2016,Office Stationery,People Places & Serv Direct,Newey & Eyre,H57720160406syudhwnpq,456.96,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/03/2016,Office Stationery,People Places & Serv Direct,Tp Newport Gwent,H57720160402dklmaoton,54.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/03/2016,Office Stationery,People Places & Serv Direct,Edwardes Bros Ltd,H57720160402yepukrxjt,236.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/04/2016,Office Stationery,People Places & Serv Direct,Griffiths Signs & Eqip,H57720160504kgectgjkv,438.82,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/04/2016,Office Stationery,People Places & Serv Direct,Nukey,H57720160504tesmwvjml,15.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/04/2016,Office Stationery,People Places & Serv Direct,Griffiths Signs & Eqip,H57720160504kdulaopsx,393.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160429cpeuxtnee,43.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/04/2016,Office Stationery,People Places & Serv Direct,The Plastic Box Compan,H57720160429zvelqtngi,29.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/04/2016,Books,People Places & Serv Direct,B I F M,H57720160425bsbvcdokj,148.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/04/2016,Office Stationery,People Places & Serv Direct,Buyabattery Co Uk,H57720160425chkwoiukr,47.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2016,Books,People Places & Serv Direct,B I F M,H57720160421vfkmyzzwu,148.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2016,Books,People Places & Serv Direct,B I F M,H57720160421ugkkgwmmd,148.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/04/2016,Office Stationery,People Places & Serv Direct,Www.Jtmplumbing.Co,H57720160415lgymmuity,42.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/04/2016,Office Stationery,People Places & Serv Direct,The Colour Centre,H57720160415rsevcnnfu,354.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,Office Stationery,People Places & Serv Direct,Selectamark,H57720160414ybtioosng,134.34,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/03/2016,Office Stationery,People Places & Serv Direct,Ring O Roses,H57720160405skijuwxgc,340.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/03/2016,Minor Works-Goods,People Places & Serv Direct,Screwfix Direct,H57720160402bhqhsvlvf,509.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,Books,Patent Directorate,Amazon UK Retail,H57720160426gzkhgsyrs,38.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,31/03/2016,T&S O-seas excl EPOQUE,Patent Directorate,National Express Limited,H57720160402xvqbatrnh,14.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/04/2016,Books,Innovation Directorate,Times Newspapers Ltd,H57720160429ulkikuhci,19.50,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/04/2016,Career Development Services,IT Directorate,Dell Product,H57720160425movxejjct,536.40,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160426ikgoyonyu,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,Software Maintenance,Trade Mark Directorate,The Intellectual Property,H57720160426lrmlbyqme,40.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,Books,Trade Mark Directorate,Bsi Standards,H57720160415iuvyoocor,114.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,04/04/2016,Perpetual Licences,IT Directorate,Websitepulse.Com,H57720160407fokribcki,63.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,Legal Consultancy,Trade Mark Directorate,The Intellectual Property,H57720160409mswscjsbn,60.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,Legal Consultancy,Trade Mark Directorate,The Intellectual Property,H57720160409ymqgysghp,100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/04/2016,Network and infrastructure H/W,IT Directorate,Amazon UK Retail,H57720160416xygmtevlj,25.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160427xcdkyhpnr,-100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160427zyviihulc,-40.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160427kytnnxkfl,-5.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160427mgositpiu,-30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160427pivvjtloq,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,25/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160427uxsjdiqto,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160426hyvbpbtrl,5.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160426zcjxixsgj,40.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160426cydscuqlf,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160426fvetvhbdd,100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160426hdoykmolu,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160426hesxtrwuo,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160416bacuapwpi,-100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160416gtkccqodb,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160415qxyngkkqk,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160414pojyfsetb,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160414raginjqij,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160414vdqczgjkk,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160414zfbfdizmt,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160414zuzyiwxtn,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160414dlzgsbywk,-30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160414lfnyvobnf,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160414obmlrdkce,-20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160412ozqytvgdn,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160412qcstlxkbm,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160412ymkbnufmu,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160412doxkffpvm,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160412ggxqmsukc,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160412nqyutjlwh,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160409foazmocjx,20.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160409qiutxpltx,100.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,CIMS Printing,Patent Directorate,The Intellectual Property,H57720160409ukoxngdsj,30.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,24/04/2016,Perpetual Licences,Projects,Cloudflare,H57720160427awzbmmpps,157.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2016,Software Maintenance,IT Directorate,Ebuyer (UK) Ltd,H57720160422msiljpiqe,201.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,15/04/2016,Software Maintenance,IT Directorate,Amazon UK Marketplace,H57720160419oichinltw,34.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2016,Software Maintenance,IT Directorate,Www.Laptopbits.Co.Uk,H57720160413eygdpsjdl,129.55,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2016,Career Development Services,People Places & Serv Direct,Www.Kpmg.Co.Uk,H57720160420uddtpdzxa,141.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,17/04/2016,Entertainment,People Places & Serv Direct,Asda Stores 4837,H57720160419mowmdfcah,7.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2016,Minor Works-Goods,People Places & Serv Direct,The Colour Centre,H57720160420qfeirdpdv,272.74,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/04/2016,Office Stationery,People Places & Serv Direct,Boardsdirect.Co.Uk,H57720160429krovpxtns,241.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2016,Office Stationery,People Places & Serv Direct,Hsm (UK) Ltd,H57720160426fmmnngiqs,222.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160426igpjqyqdd,19.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/04/2016,Office Stationery,People Places & Serv Direct,The Colour Centre,H57720160422ramlftdwg,197.57,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160421xrmpcamqe,22.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160419ambokyngd,2.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160416sypgfqqnx,5.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160416tercztyrg,21.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/04/2016,Office Stationery,People Places & Serv Direct,Screwfix Direct,H57720160416tpjkxyusa,44.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,14/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160416upxacvgms,199.13,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160415ijloucijt,9.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160412hcesboabk,10.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,Office Stationery,People Places & Serv Direct,Howden Joinery Ebbw Va,H57720160412sjexluqgr,282.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,Office Stationery,People Places & Serv Direct,Hsm (UK) Ltd,H57720160412twshvedhy,118.20,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/04/2016,Office Stationery,People Places & Serv Direct,Carpet Services Cardiff,H57720160412yuhkojdio,66.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160409cqskwtuji,10.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160409cxqypokpf,10.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160409ftbbhkqti,10.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Retail,H57720160409hkspgjpqu,10.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/04/2016,Office Stationery,People Places & Serv Direct,Www.Posturite.Co.Uk,H57720160409iehmdguht,47.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/04/2016,Office Stationery,People Places & Serv Direct,Amazon UK Marketplace,H57720160408mchrhuxpf,74.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,02/04/2016,T&S O-seas excl EPOQUE,Projects,Alvisse Parc Hotel,H57720160405teiosoind,295.15,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,18/04/2016,Perpetual Licences,IT Directorate,Sched Org,H57720160421xudphsjho,90.75,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/04/2016,Seminars and Confereces,People Places & Serv Direct,Przcharge.Prezi.Com,H57720160419kabhnzjcw,15.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,01/04/2016,Seminars and Confereces,People Places & Serv Direct,Coveritlive Scribbl,H57720160405ngmydquoc,35.44,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/04/2016,Office Stationery,People Places & Serv Direct,Paypal,H57720160422rafiotsgw,18.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,11/04/2016,Office Stationery,People Places & Serv Direct,Itunes.Com/bill,H57720160413uvywnvupy,4.49,Not Applicable,
