Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS SPECIALIST RECRUITMENT LTD,4025115,"2,230.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025119,510.01 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4025121,518.24 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,GENESIS OIL & GAS CONSULTANTS LTD,4025122,"24,119.92 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,DECC Only  - Shared Services - Accommodation,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4025123,"17,366.19 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,DECC Only  - Shared Services - Accommodation,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4025123,"12,784.78 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Security and resilience,PURVIN & GERTZ INC.,4025125,"17,400.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4025126,"2,427.20 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025131,592.27 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,GREEN PARK INTERIM & EXECUTIVE LTD,4025132,"6,220.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4025136,738.64 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/05/2011 ,Capital Grants - Other,Energy Markets & Infrastructure - Energy Development Unit,UNIVERSITY OF ABERDEEN,4025138,"277,795.02 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,BT CONFERENCING VIDEO LTD,4025139,"1,463.77 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,THE NEWSPAPER LICENSING AGENCY LTD,4025141,"1,032.85 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4025142,"4,941.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",GREEN PARK INTERIM & EXECUTIVE LTD,4025143,"16,380.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Chemical Weapons Convention Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4025144,"1,395.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Chemical Weapons Convention Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4025144,"1,395.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Consultancy Advice Provided From Third Parties,Energy Markets & Infrastructure - Security and resilience,GENERAL TROUSDELL,4025145,793.77 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,COLLABRO,4025147,"18,850.70 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Secondees (not paid directly),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE LONDON DEVELOPMENT AGENCY LTD,4025150,"4,913.34 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Secondees (not paid directly),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE LONDON DEVELOPMENT AGENCY LTD,4025150,862.89 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,AEA TECHNOLOGY plc,4025151,"24,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025155,530.58 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,SENERGY (GB) LTD,4025157,"11,029.82 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4025159,"333,856.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4025160,"25,896.18 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CAPITA BUSINESS SERVICES LTD,4025161,"3,854.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,External Training,National Climate Change & Consumer Support - Communications,SERCO LTD,4025162,675.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,External Legal Advice,Energy Markets & Infrastructure - Office of Nuclear Development,SLAUGHTER AND MAY,4025163,"21,215.34 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GOVERNMENT CAR AND DESPATCH AGENCY,4025165,570.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GOVERNMENT CAR AND DESPATCH AGENCY,4025166,525.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Sponsorship Support,Energy Markets & Infrastructure - Energy Development Unit,THE INDUSTRY TECHNOLOGY FACILITATOR,4025169,"10,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Secondees (not paid directly),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4025171,"4,783.59 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Secondees (not paid directly),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4025172,"4,766.51 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4025173,"1,700.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4025174,"1,700.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4025175,"7,000,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,GREEN PARK INTERIM & EXECUTIVE LTD,4025176,"12,480.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4025177,"11,546.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4025178,"13,584.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4025179,"7,473.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4025179,"4,752.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Energy Strategy and Futures,POYRY MANAGEMENT CONSULTING (UK) LTD,4025186,"22,300.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Energy Strategy and Futures,POYRY MANAGEMENT CONSULTING (UK) LTD,4025186,"13,700.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025187,"3,530.74 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4025188,"4,320.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Other HR Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,AX BUSINESS SOLUTIONS LTD,4025189,"5,580.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/05/2011 ,Other Media Costs,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4025190,"3,780.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,PENNA plc,4025192,"7,410.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Other Miscellaneous Expenditure,National Climate Change & Consumer Support - Energy Efficiency & Consumers,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4025193,"30,510.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4025194,"3,396.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hotels,Energy Markets & Infrastructure - Office of Nuclear Development,THE GROSVENOR HOTEL VICTORIA LTD,4025199,"3,704.10 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Technical Support,Energy Markets & Infrastructure - Security and resilience,NATIONAL NUCLEAR LABORATORY LTD,4025200,"18,283.76 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4025202,"18,849.85 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025203,"14,913.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4025204,"30,829.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,PENNA plc,4025210,"11,310.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,PENNA plc,4025211,"6,240.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,PENNA plc,4025212,"5,460.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,ATOS ORIGIN IT SERVICES UK LTD,4025213,"13,662.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,STAYAHEAD TRAINING LTD,4025214,"3,900.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,STAYAHEAD TRAINING LTD,4025215,"3,900.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4025216,817.94 
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,PRICEWATERHOUSECOOPERS LLP,4025222,"3,276.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4025223,524.16 
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,BT CONFERENCING VIDEO LTD,4025224,940.99 
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4025227,725.76 
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Board Members Tax Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,4025228,"2,492.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,18/05/2011 ,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,4025229,"2,158.73 "
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4025230,565.85 
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4025231,721.94 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4025233,883.80 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Application Support Service,Corporate Support & Shared Services - Corporate Support & Shared Services,ORACLE CORPORATION UK LTD,4025236,"101,360.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4025237,"1,122.77 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4025238,551.87 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4025242,828.66 
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Contract Management,Energy Markets & Infrastructure - Security and resilience,HEALTH & SAFETY EXECUTIVE,4025243,"3,242.51 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Contract Management,Energy Markets & Infrastructure - Security and resilience,HEALTH & SAFETY EXECUTIVE,4025243,"5,745.58 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Technical Support,Energy Markets & Infrastructure - Security and resilience,HEALTH & SAFETY EXECUTIVE,4025243,"14,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,25/05/2011 ,Technical Support,Energy Markets & Infrastructure - Security and resilience,HEALTH & SAFETY EXECUTIVE,4025243,"42,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,19/05/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4025244,"3,390.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Recruitment Consultancy Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,GATENBY SANDERSON LTD,4025245,"12,310.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,IBM UNITED KINGDOM LTD,4025248,"4,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4025251,"1,607.51 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4025252,"15,294.05 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4025256,"1,163.05 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Other Accommodation Charges,Corporate Support & Shared Services - Corporate Support & Shared Services,APPLEYARDS LTD,4025258,"1,667.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Air Fares Overseas,Corporate Support & Shared Services - Corporate Support & Shared Services,RWE SUPPLY & TRADING SWITZERLAND SA,4025259,"10,708.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Moving/Storage Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,J T & SONS RELOCATIONS LTD,4025260,"1,421.33 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Moving/Storage Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,J T & SONS RELOCATIONS LTD,4025261,"1,421.33 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Programme and Projects Service,National Climate Change & Consumer Support - National Climate Change,ENVIRONMENT AGENCY,4025263,"446,854.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Technical Advice / Services & Support,Energy & Climate Change International - International Climate Change Negotiations,FUJITSU SERVICES LTD,4025264,532.11 
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Technical Advice / Services & Support,Energy & Climate Change International - International Climate Change Negotiations,FUJITSU SERVICES LTD,4025264,532.11 
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4025265,"1,617.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AMTEC Consulting plc,4025266,"37,230.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,27/05/2011 ,Hire of Office Equipment,Energy & Climate Change International - International Climate Change Negotiations,BUROORGANISATION HINZE GMBH,4025267,"1,502.68 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Recruitment Consultancy Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,GATENBY SANDERSON LTD,4025268,"7,787.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4025270,"1,540.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4025271,740.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,External Training,Energy Markets & Infrastructure - Energy Strategy and Futures,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4025272,740.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Coal Provision Payments Suspense,Energy Markets & Infrastructure - Energy Development Unit,DECC COAL CENTRAL ACCOUNT,4025277,"100,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,26/05/2011 ,Secondees (not paid directly),Energy Markets & Infrastructure - Energy Strategy and Futures,ELEXON LTD,4025278,"1,374.92 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/05/2011 ,Recoveries Account,Corporate Payments,THE COMMITTEE ON CLIMATE CHANGE,4025279,"9,288.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025280,505.90 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,SENATOR INTERNATIONAL LTD,4025281,"30,340.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Child Care,Corporate Support & Shared Services - Corporate Support & Shared Services,CHILDCARE VOUCHERS LTD (EDENRED),4025282,"22,521.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Child Care,Corporate Support & Shared Services - Corporate Support & Shared Services,CHILDCARE VOUCHERS LTD (EDENRED),4025282,563.02 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Child Care,Corporate Support & Shared Services - Corporate Support & Shared Services,CHILDCARE VOUCHERS LTD (EDENRED),4025282,563.02 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025285,616.96 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025286,658.08 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025287,649.86 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,OFFICE ANGELS LTD,4025288,551.15 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025289,641.63 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025291,645.74 
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4025292,707.04 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Other IT Costs (Programme),National Climate Change & Consumer Support - Communications,EC GROUP,4025293,823.98 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4025294,901.64 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025296,637.51 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4025297,510.01 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4025298,616.96 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Recruitment Consultancy Costs,Energy Markets & Infrastructure - DECC Commercial Team,CAPITA RESOURCING LTD T/A VEREDUS EXECUTIVE RESOURCING,4025299,994.44 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4025302,"3,704.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Other IT Costs,National Climate Change & Consumer Support - Communications,DELIB LTD,4025308,900.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Economic Consultancy & Research,National Climate Change & Consumer Support - Energy Efficiency & Consumers,DELOITTE LLP,4025309,"15,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025311,"12,719.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025312,"6,359.52 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4025315,"1,058.51 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/05/2011 ,Telecommunications,Corporate Support & Shared Services - Corporate Support & Shared Services,OGC BUYING SOLUTIONS,4025316,"9,992.41 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025331,"44,912.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025332,"34,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,VALUATION OFFICE AGENCY,4025333,"12,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4025334,"10,267.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,24/05/2011 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Energy Strategy and Futures,POYRY MANAGEMENT CONSULTING (UK) LTD,4025335,"19,000.00 "
