Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Aug-2011,Project Management Costs (Programme),EMI - ORED,AEA TECHNOLOGY plc,4026076,"12,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Cash Expenditure During the Year - British Energy,Corporate Support & Shared Services - Corporate Support & Shared Services,NUCLEAR DECOMMISSIONING AUTHORITY,4026292,"15,366,283.23"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Cash Expenditure During the Year - British Energy,Operations - Finance and Procurement,NUCLEAR DECOMMISSIONING AUTHORITY,4026293,"4,168,030.05"
Department of Energy and Climate Change,Department of Energy and Climate Change,16-Aug-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,AMTEC Consulting plc,4026643,"21,510.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4026716,633.41
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4026725,645.74
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Hire of Agency Staff (Professional/Management),Operations - HR,METHODS CONSULTING LTD,4026789,"14,916.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Professional Training,ICCEE - International Climate Change,PINPOINT FACILITATION LTD,4026836,"2,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,External Legal Advice and Services,Operations - Legal,LANDMARK CHAMBERS,4026853,"1,035.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Other Publication Costs,ICCEE - International Climate Change,ECOFYS GERMANY GMBH,4026857,"19,443.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4026874,"1,523.44"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4026876,587.99
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Capital Grants to Private Sector - Not Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",CARILLION ENERGY SERVICES LTD,4026934,"8,040,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4026946,"1,372,166.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Grant in Aid - Current -Other,Operations - Nuclear Decommissioning & Security,NUCLEAR DECOMMISSIONING AUTHORITY,4027027,"140,000,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Professional/Management),EMI - ORED,ADECCO UK LTD,4027067,568.69
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Professional/Management),EMI - ORED,ADECCO UK LTD,4027069,654.38
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,QA LTD,4027070,"4,530.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Nuclear Decommissioning & Security,BROOK STREET (UK) LTD,4027090,"1,077.24"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Research & Development Expenditure (Programme),SEG Including Strategy - Energy Innovation Policy,MET OFFICE,4027108,"84,400.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,31-Aug-2011,Hire of Conference Facilities,EMI - OCCS,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4027110,"11,050.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Telecommunications,Operations - Finance and Procurement,GOVERNMENT PROCUREMENT SERVICE (BUYING SOLUTIONS),4027112,"158,311.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,HER MAJESTYS COURTS SERVICE,4027122,"21,105.39"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,External Training,ICCEE - Heat & Industry,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4027125,"1,820.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,External Training,ICCEE - Heat & Industry,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4027126,910
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Coal Provision Payments Suspense,Energy Markets & Infrastructure - Energy Development Unit,DECC COAL CENTRAL ACCOUNT,4027130,"100,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Corporate Management Consultancy,ICCEE - Fuel Poverty & Smart Meters,PEOPLE TEAM AND CHANGE SOLUTIONS LTD,4027131,750
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Hire of Conference Facilities,Operations - Communications,86STJAMES LTD,4027132,533.33
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027143,"5,725.34"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL AUDIT OFFICE,4027145,"8,247.83"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Project Management Costs (Programme),ICCEE - Heat & Industry,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4027146,"30,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,DECC Only  - Shared Services - Professional Services,Corporate Support & Shared Services - Corporate Support & Shared Services,CABINET OFFICE,4027147,"9,325.20"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Maintenance of IT Equipment,EMI - Energy Development,ORDNANCE SURVEY,4027153,"20,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ADAM BOND COMMERCIAL ADVISORY LTD,4027154,"19,750.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Maintenance of IT Equipment,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4027155,"1,674.97"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Maintenance of IT Equipment,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4027156,"2,296.38"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027157,"36,357.69"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027158,"21,797.82"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Computer Equipment - Clearing,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027159,"15,877.26"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027160,"86,124.90"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Computer Equipment - Clearing,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027161,"7,643.78"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027162,"29,191.04"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AMTEC Consulting plc,4027164,"15,300.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Computer Consumables,Operations - Finance and Procurement,XMA LTD,4027165,"15,342.28"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Amount owed by DECC to BIS for recharged services,DECC Central Budgets - DECC Central Budgets,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4027166,"98,539.03"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BURNTISLAND FABRICATIONS LTD,4027167,"112,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027168,"165,059.86"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Maintenance,DECC Central Budgets - DECC Central Budgets,OVERBURY plc,4027169,"60,150.71"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027170,"3,274.84"
Department of Energy and Climate Change,Department of Energy and Climate Change,01-Aug-2011,External Training,National Climate Change & Consumer Support - Energy Efficiency & Consumers,WAKE UP LTD,4027171,887
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027172,"3,118.58"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4027175,"2,942.28"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4027176,"3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Mobile Phones,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027182,"1,553.31"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4027185,986.22
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Grant in Aid - Current -Other,Energy Markets & Infrastructure - Energy Development Unit,COAL AUTHORITY,4027201,"2,000,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MILLER & YOUNG UK LTD T/A MYFM,4027212,"6,125.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AMTEC Consulting plc,4027221,868.77
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Sponsorship Support,EMI - Energy Development,OPITO LTD (OFFSHORE TRAINING FOUNDATION),4027222,"10,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4027226,645.12
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Capital Grants - Other,Energy Markets & Infrastructure - Energy Development Unit,UNIVERSITY OF ABERDEEN,4027230,"46,514.63"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Hire of Agency Staff (Professional/Management),DECC Private Office Group - DECC Private Office Group,ADECCO UK LTD,4027231,834.62
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Hire of Agency Staff (Professional/Management),DECC Private Office Group - DECC Private Office Group,ADECCO UK LTD,4027232,591.19
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Research & Development Expenditure (Programme),Operations - Economics,MET OFFICE,4027235,"2,170.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,External Training,Operations - HR,DYNAMIC LEARNING SOLUTIONS LTD,4027236,"1,248.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Grants - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE CARBON TRUST,4027237,"1,266,583.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Outsourced Technical Support (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",PA CONSULTING GROUP LTD,4027240,"21,420.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Outsourced Technical Support (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",PA CONSULTING GROUP LTD,4027243,"22,800.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",QUO IMUS LTD T/A QI CONSULTING,4027244,"27,834.48"
Department of Energy and Climate Change,Department of Energy and Climate Change,02-Aug-2011,Catering Services,Operations - Communications,MEG HINDLE T/A ASPECTS - FOOD BY DESIGN,4027245,"1,143.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BADENOCH AND CLARK LTD,4027247,"2,821.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Professional Subscriptions,Operations - HR,BRITISH SAFETY COUNCIL,4027249,795.6
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Recruitment Consultancy Costs,Operations - Nuclear Decommissioning & Security,SAXTON BAMPFYLDE HEVER LTD,4027251,"5,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Recruitment Consultancy Costs,Operations - Nuclear Decommissioning & Security,SAXTON BAMPFYLDE HEVER LTD,4027252,"1,225.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Recruitment Consultancy Costs,Operations - Nuclear Decommissioning & Security,SAXTON BAMPFYLDE HEVER LTD,4027253,"5,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",GREEN PARK INTERIM & EXECUTIVE LTD,4027257,"20,179.94"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Economic Consultancy & Research,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,THE NATIONAL NON-FOOD CROPS CENTRE,4027261,"171,500.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4027262,"1,058.51"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,External Training,Operations - HR,SAVILLE CONSULTING UK LTD,4027263,"9,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Recruitment Consultancy Costs,ICCEE - Office of National Energy Efficiency,SAXTON BAMPFYLDE HEVER LTD,4027265,"6,750.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4027266,824.16
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4027267,797.16
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4027268,883.8
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,International Subscriptions,Energy & Climate Change International - International Climate Change Negotiations,OECD,4027269,"27,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,03-Aug-2011,Capital Grants to Private Sector - Not Own Asset Creation,ICCEE - Fuel Poverty & Smart Meters,NATIONAL ENERGY ACTION (NEA),4027270,"59,804.11"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,PARITY RESOURCES LTD,4027271,"1,665.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Car Hire and Leasing,Private Office - Private Office,GREEN TOMATO CARS LTD,4027273,"3,232.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Application Support Service,Operations - Finance and Procurement,PARITY RESOURCES LTD,4027274,"1,266.88"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4027279,"10,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4027280,"18,476.29"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Maintenance of IT Equipment,National Climate Change & Consumer Support - National Climate Change,AMTEC Consulting plc,4027284,"7,543.97"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,External Training,Operations - HR,ILX GROUP PLC,4027285,"3,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Conference Facilities,EMI - Energy Strategy & Futures/Electricity Market Reform,WALLACESPACE LTD,4027286,"1,072.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Conference Facilities,EMI - Commercial,THE ROYAL SOCIETY,4027287,"2,125.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Local IT Maintenance & Support,Corporate Support & Shared Services - Corporate Support & Shared Services,FAIR ISAAC SERVICES LTD,4027288,"2,310.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Rates,Operations - Finance and Procurement,DTZ DEBENHAM TIE LEUNG,4027289,"69,841.06"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Rates,Operations - Finance and Procurement,WESTMINSTER CITY COUNCIL,4027291,"11,143.94"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Conference Facilities (Programme),ICCEE - Fuel Poverty & Smart Meters,IET SERVICES LTD T/A THE INSTITUTION OF ENGINEERING AND TECHNOLOGY,4027295,"2,298.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Rates,Operations - Finance and Procurement,WESTMINSTER CITY COUNCIL,4027296,"119,573.06"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,External Training,Operations - HR,ASSOCIATION FOR PROJECT MANAGEMENT,4027298,"1,747.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",DELOITTE LLP,4027302,"9,640.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",DELOITTE LLP,4027303,"9,640.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",DELOITTE LLP,4027304,"9,640.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",DELOITTE LLP,4027305,"9,640.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,External Legal Advice and Services,EMI - Energy Strategy & Futures/Electricity Market Reform,SLAUGHTER AND MAY,4027307,"87,479.11"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4027308,686.87
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Minor Works,Corporate Support & Shared Services - Corporate Support & Shared Services,SOUTHERN ELECTRIC CONTRACTING LTD,4027309,"7,716.85"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ECOFYS UK LTD,4027313,"59,387.78"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AMTEC Consulting plc,4027314,"23,900.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AMTEC Consulting plc,4027315,"10,976.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4027323,906.73
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4027324,616.96
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4027327,629.29
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4027329,916.74
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),EMI - Energy Strategy & Futures/Electricity Market Reform,ADECCO UK LTD,4027330,741.46
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),EMI - Energy Strategy & Futures/Electricity Market Reform,ADECCO UK LTD,4027331,668.29
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4027332,657.22
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,External Training,Operations - Finance and Procurement,FOCUS PROJECT MANAGEMENT (EUROPE) LTD T/A FOCUS ON TRAINING,4027334,"1,695.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,External Legal Advice,Energy Markets & Infrastructure - DECC Commercial Team,FRESHFIELDS BRUCKHAUS DERINGER,4027335,"59,760.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,External Training,EMI - Energy Strategy & Futures/Electricity Market Reform,MARKETFORCE BUSINESS MEDIA LTD,4027336,625.5
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Computer Consumables,Operations - Finance and Procurement,XMA LTD,4027338,"3,466.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Contributions (Programme),ICCEE - International Climate Change,MINISTRY OF DEFENCE,4027344,"20,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Legal Services and Advice Agency,EMI - OND,INDECS CONSULTING LTD,4027348,"12,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Hire of Agency Staff (Professional/Management),Private Office - Private Office,BROOK STREET (UK) LTD,4027349,534.1
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Nuclear Decommissioning & Security,BROOK STREET (UK) LTD,4027351,"1,111.62"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BROOK STREET (UK) LTD,4027352,704.16
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,BROOK STREET (UK) LTD,4027353,523.32
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,BROOK STREET (UK) LTD,4027354,538.27
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,BROOK STREET (UK) LTD,4027355,613.03
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Economic Consultancy & Research,EMI - Energy Strategy & Futures/Electricity Market Reform,POYRY MANAGEMENT CONSULTING (UK) LTD,4027356,"35,888.33"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,BROOK STREET (UK) LTD,4027357,613.03
Department of Energy and Climate Change,Department of Energy and Climate Change,16-Aug-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,ERNST & YOUNG LLP,4027360,"97,649.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,16-Aug-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,ERNST & YOUNG LLP,4027361,"170,035.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Hire of Agency Staff (Professional/Management),ICCEE - Heat & Industry,MORGAN HUNT UK LTD,4027362,"1,689.06"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4027367,653.18
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EVOLVE BUSINESS CONSULTANCY LTD,4027368,"1,161.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Aug-2011,Publications,EMI - Energy Strategy & Futures/Electricity Market Reform,COI COMMUNICATIONS,4027369,"27,188.75"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EVOLVE BUSINESS CONSULTANCY LTD,4027370,744.55
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EVOLVE BUSINESS CONSULTANCY LTD,4027372,"2,054.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Technical Advice,EMI - OCCS,POYRY MANAGEMENT CONSULTING (UK) LTD,4027373,"38,564.32"
