Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,UIMPACT LTD,4014600,"£1,000",32919
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Losses and Compensation,National Climate Change & Consumer Support - National Climate Change,THE TREASURY SOLICITORS DEPARTMENT,4014747,"£1,000",104224
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,External Legal Advice,Corporate Support & Shared Services - Corporate Support & Shared Services,LANDMARK CHAMBERS,4014377,£990,20829
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,External Training,Energy & Climate Change International - International Climate Change Negotiations,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4015108,£985,100063
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4014854,£976,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4014605,£976,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4014857,£944,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015247,£944,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,08/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4014462,£941,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4014840,£935,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4015079,£935,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,30/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4015274,£935,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4014855,£934,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4014737,£930,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Public Relations and Marketing,National Climate Change & Consumer Support - Communications,21ST CENTURY AV LTD,4014592,£928,36686
Department For Energy and Climate Change,Department For Energy and Climate Change,30/06/2010,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,SHELF SPACE LTD,4015383,£917,34460
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015082,£906,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015082,£906,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Media Services,National Climate Change & Consumer Support - Communications,LEXISNEXIS BUTTERWORTHS,4015190,£895,151220
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Taxis Overseas,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,FOREIGN AND COMMONWEALTH OFFICE (FCO),4015104,£877,101572
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4014472,£873,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4014651,£870,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,30/06/2010,External Training,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,REED LEARNING PLC,4015379,£870,120664
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4014652,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4014717,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,999320,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015246,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014885,£842,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014885,£842,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014885,£842,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014885,£842,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4015136,£833,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,AEA TECHNOLOGY plc,4014868,£832,100502
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4015331,£823,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4014533,£818,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015329,£813,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4015342,£813,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Flexible Computing Service,DECC Central Budgets - DECC Central Budgets,VODAFONE LTD,4015365,£811,127553
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015174,£805,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,POSTURITE UK LTD,4015350,£802,106832
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4014577,£801,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4015198,£801,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,30/06/2010,Payments to Treasury Solicitors and Treasury Counsel,Corporate Support & Shared Services - Corporate Support & Shared Services,THE TREASURY SOLICITORS DEPARTMENT,4015226,£800,104224
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4014503,£794,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4014510,£794,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4014712,£794,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4014944,£793,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Economic Consultancy & Research,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,MACLAY MURRAY AND SPENS,4014743,£793,3086
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,BROOK STREET (UK) LTD,4014602,£792,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,BROOK STREET (UK) LTD,4015033,£792,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015341,£782,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015333,£774,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,30/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4015368,£771,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Local IT Consultancy,DECC Central Budgets - DECC Central Budgets,PARITY RESOURCES LTD,4015307,£770,119558
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4015081,£768,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Local IT Consultancy,DECC Central Budgets - DECC Central Budgets,PARITY RESOURCES LTD,4015307,£753,119558
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Storage and Distribution,Corporate Support & Shared Services - Corporate Support & Shared Services,J T & SONS RELOCATIONS LTD,4015214,£752,31747
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,External Training,Energy & Climate Change International - International Energy & Carbon Budgets,NATIONAL SCHOOL OF GOVERNMENT,4015370,£750,140925
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015171,£746,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,POSTURITE UK LTD,4014658,£745,106832
Department For Energy and Climate Change,Department For Energy and Climate Change,30/06/2010,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,POSTURITE UK LTD,4015376,£745,106832
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Stationery,National Climate Change & Consumer Support - Communications,LYRECO UK LTD,4014912,£736,137161
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015154,£728,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4014509,£721,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4014724,£721,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4014670,£720,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4014440,£707,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015320,£705,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4015172,£702,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4014671,£701,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015330,£700,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4014916,£698,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4014916,£698,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4014443,£697,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4014442,£697,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015129,£697,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,MANAGEMENT DEVELOPMENT PARTNERSHIP LTD,4014544,£695,104843
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,External Training,Energy Markets & Infrastructure - Energy Strategy and Futures,MDP,4015179,£695,5164
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4014719,£694,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4014856,£694,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4015163,£687,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Air Fares Overseas,Energy & Climate Change International - International Energy & Carbon Budgets,FOREIGN AND COMMONWEALTH OFFICE (FCO),4015101,£685,101572
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4015141,£681,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4015326,£678,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4014922,£676,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4014922,£676,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015076,£668,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4014991,£668,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4013817,£657,101572
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4015321,£654,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014728,£650,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014728,£650,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015160,£650,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Catering Services,Corporate Support & Shared Services - Corporate Support & Shared Services,BAXTERSTOREY LTD,4014941,£643,100829
Department For Energy and Climate Change,Department For Energy and Climate Change,08/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4014689,£639,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,25/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4015261,£639,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015097,£637,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,BROOK STREET (UK) LTD,4015240,£636,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4014675,£635,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015177,£635,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015324,£635,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4014785,£635,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4014923,£635,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014517,£631,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014517,£631,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014517,£631,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4015094,£631,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,17/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4014906,£629,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4014956,£629,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015164,£626,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,BROOK STREET (UK) LTD,4014805,£625,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014542,£623,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4014422,£621,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4014959,£621,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4014869,£621,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Car Hire and Leasing,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,GOVERNMENT CAR AND DESPATCH AGENCY,4014770,£620,124446
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4014907,£620,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,08/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014702,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014721,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,21/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015134,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015316,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015323,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015336,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4014954,£617,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4015241,£617,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014512,£612,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,03/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014511,£612,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014715,£612,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014727,£612,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4014476,£612,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4014960,£610,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014539,£608,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4014603,£606,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4014961,£606,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015322,£600,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,04/06/2010,External Training,Energy & Climate Change International - International Climate Change Negotiations,APOD LTD,4014641,£600,33357
