Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Capital Grants to Private Sector - Own Asset Creation,EMI - ORED,TUV NEL LTD,4029340,"90,820.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Secondees (not paid directly),SEG Including Strategy - CSA - Private Office & Director,UNIVERSITY OF CAMBRIDGE,4028820,"11,921.25"
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Other HR Consultancy,Operations - HR,UNIVERSITY OF LEICESTER,4028999,"1,982.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,26-Oct-2011,External Training,SEG Including Strategy - Energy Innovation Policy,UNIVERSITY OF SOUTHAMPTON,4029363,500
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Corporate Management Consultancy,ICCEE - ICCEE DG Office,WAKE UP LTD,4029046,"2,916.67"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Oct-2011,Capital Grants to Private Sector - Own Asset Creation,ICCEE - Fuel Poverty & Smart Meters,WYG ENGINEERING LTD,4029003,"3,620.83"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4028815,846.98
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4028815,883.8
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4028816,707.04
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4029019,883.8
Department of Energy and Climate Change,Department of Energy and Climate Change,14-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4029077,600.74
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4029142,883.8
Department of Energy and Climate Change,Department of Energy and Climate Change,20-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4029148,883.8
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4029375,707.04
Department of Energy and Climate Change,Department of Energy and Climate Change,27-Oct-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4029376,883.8
Department of Energy and Climate Change,Department of Energy and Climate Change,13-Oct-2011,Hire of Reprographic Equipment,Operations - Finance and Procurement,XEROX FINANCE LTD,4029042,847
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Oct-2011,Computer Consumables,Operations - Finance and Procurement,XMA LTD,4028828,"6,140.51"
Department of Energy and Climate Change,Department of Energy and Climate Change,18-Oct-2011,Computer Consumables,Operations - Finance and Procurement,XMA LTD,4029105,"2,971.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,28-Oct-2011,Computer Consumables,Operations - Finance and Procurement,XMA LTD,4029409,"10,714.76"
Department of Energy and Climate Change,Department of Energy and Climate Change,06-Oct-2011,Cash Expenditure during the Year - Other Coal Non-Health Provisions,EMI - Energy Development,ZURICH INSURANCE PLC,4028836,"41,154.38"
