Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,PRICEWATERHOUSECOOPERS LLP,4016802,"£15,928",121906
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Administration of Grants and Awards,Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY ENVIRONMENT,4016907,"£15,000",310
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Administration of Grants and Awards,Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY ENVIRONMENT,4016908,"£15,000",310
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4016986,"£14,541",106247
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Accommodation Rentals,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4016988,"£14,490",128367
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Accommodation Rentals,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4016988,"£14,457",128367
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Grants - Non Statutory - Current - Other,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,IMPERIAL COLLEGE LONDON,4016945,"£14,439",5630
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,NERA UK LTD,4017087,"£14,117",8775
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4016972,"£14,000",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Maintenance of IT Equipment (Programme),Energy Markets & Infrastructure - Security and resilience,MET OFFICE,4016859,"£13,930",118721
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Maintenance of IT Equipment (Programme),Energy Markets & Infrastructure - Security and resilience,MET OFFICE,4017003,"£13,930",118721
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4016865,"£13,824",150906
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,GOVERNMENT ACTUARYS DEPARTMENT,4016880,"£13,679",101636
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4016788,"£13,488",105255
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,WEST OXFORD COMMUNITY RENEWABLES LTD,4016826,"£13,268",35802
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,INFORMED SOLUTIONS,4016822,"£12,968",136546
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,International Subscriptions,Energy & Climate Change International - International Climate Change Negotiations,INTERNATIONAL CENTRE FOR ENVIRONMENTAL TECHNOLOGY TRANSFER (ICETT),4016647,"£12,488",38405
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4016713,"£12,373",9513
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Grants - Statutory - Current - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ASSOCIATION OF NORTH EAST COUNCILS,4016382,"£12,338",12262
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,NERA UK LTD,4017087,"£12,015",8775
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,UNIVERSITY OF CAMBRIDGE,4016992,"£11,921",130825
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,IMPERIAL COLLEGE LONDON,4016801,"£11,850",5630
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4016918,"£11,828",22457
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CLARKSON MANAGEMENT SERVICES LTD,4016714,"£11,745",18571
Department For Energy and Climate Change,Department For Energy and Climate Change,06/08/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4016455,"£11,599",150906
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,MACE LTD,4016396,"£11,286",119013
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,GREEN PARK INTERIM & EXECUTIVE LTD,4016625,"£11,045",32453
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Contract Management,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4016706,"£11,010",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4016956,"£10,546",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,UNIVERSITY OF BRISTOL,4016365,"£10,172",100996
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4016759,"£10,149",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,GREEN PARK INTERIM & EXECUTIVE LTD,4016629,"£9,988",32453
Department For Energy and Climate Change,Department For Energy and Climate Change,10/08/2010,Static Line Rental,Corporate Support & Shared Services - Corporate Support & Shared Services,OGC BUYING SOLUTIONS,4016564,"£9,752",147386
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4016626,"£9,623",145426
Department For Energy and Climate Change,Department For Energy and Climate Change,10/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4016527,"£9,600",119558
Department For Energy and Climate Change,Department For Energy and Climate Change,10/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4016527,"£9,600",119558
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,TIM WOOD CONSULTING LTD,4016321,"£9,480",35784
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Technical Support,National Climate Change & Consumer Support - National Climate Change,AETHER LTD,4016314,"£9,146",31663
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,ICT Infrastructure Specific Service (PFI),Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016470,"£9,132",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Secondees (not paid directly),Energy Markets & Infrastructure - Office of Nuclear Development,COSTAIN LTD,4016711,"£8,813",138285
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Strategy and Futures,KEMA LTD,4016860,"£8,482",16286
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,International Subscriptions,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ECOFYS UK LTD,4016518,"£8,231",155143
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4016628,"£8,225",145426
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4016628,"£8,050",145426
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PEMBROKESHIRE BIO ENERGY LTD,4016836,"£7,738",37107
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,GREEN PARK INTERIM & EXECUTIVE LTD,4016678,"£7,638",32453
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY ENVIRONMENT,4016699,"£7,599",310
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,Professional Subscriptions,Energy Markets & Infrastructure - Energy Strategy and Futures,IHS GLOBAL INSIGHT LTD,4016700,"£7,461",160635
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4017033,"£7,351",118721
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,ADVANCED RESOURCES INTERNATIONAL,4016955,"£7,347",38489
Department For Energy and Climate Change,Department For Energy and Climate Change,10/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MILLER & YOUNG UK LTD T/A MYFM,4016557,"£7,197",37390
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,IT Software Licences,Energy Markets & Infrastructure - Energy Development Unit,ANATEC LTD,4016381,"£7,050",11753
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",QUO IMUS LTD T/A QI CONSULTING,4016516,"£7,027",5397
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Press Cutting Services,National Climate Change & Consumer Support - Communications,ENERGY DATA SERVICES LTD T/A PRECISE,4016679,"£7,003",101754
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,BRITISH TRUST FOR ORNITHOLOGY (THE),4016751,"£7,000",36374
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016765,"£7,000",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,26/08/2010,Cash Expenditure during the Year - COPD,Energy Markets & Infrastructure - Energy Development Unit,THOMPSONS,4017015,"£6,932",127431
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016766,"£6,823",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,PR & Marketing Advice & Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4015557,"£6,648",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Local IT Consultancy,National Climate Change & Consumer Support - Communications,BUSINESS CO-ORDINATION LTD,4016507,"£6,563",1515
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Corporate Management Consultancy,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OSPREY CONSULTING SERVICES LTD,4016660,"£6,550",35760
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Others UK T&S (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4016437,"£6,456",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4016315,"£6,209",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4016538,"£6,160",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Car Hire and Leasing,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,GOVERNMENT CAR AND DESPATCH AGENCY,4016856,"£5,875",124446
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Car Hire and Leasing,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,GOVERNMENT CAR AND DESPATCH AGENCY,4016850,"£5,747",124446
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Car Hire and Leasing,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,GOVERNMENT CAR AND DESPATCH AGENCY,4016851,"£5,747",124446
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Car Hire and Leasing,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,GOVERNMENT CAR AND DESPATCH AGENCY,4016855,"£5,747",124446
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Other Staff Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",COI COMMUNICATIONS,4016897,"£5,552",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,06/08/2010,Salaries - Secondees (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,LINKLATERS LLP,4016487,"£5,542",27334
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Mobile Line Rental,Corporate Support & Shared Services - Corporate Support & Shared Services,VODAFONE LTD,4016600,"£5,449",127553
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016720,"£5,411",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FCO SERVICES,4016827,"£5,395",1806
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Publications,Energy Markets & Infrastructure - Energy Strategy and Futures,REED BUSINESS INFORMATION LTD,4016613,"£5,389",101122
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,IT Software Licences,Science & Innovation Group - Science & Innovation Group,THE MATHWORKS LTD,4016664,"£5,288",165077
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4016392,"£5,239",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Flexible Computing Service,Corporate Support & Shared Services - Corporate Support & Shared Services,VODAFONE LTD,4016595,"£5,182",127553
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,COI COMMUNICATIONS,4016891,"£5,126",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Mobile Call Charges,Energy Markets & Infrastructure - Energy Development Unit,CAMBRIA ARCHAEOLOGY/DYFED ARCHAEOLOGY TRUST,4016942,"£5,048",16495
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4016882,"£5,000",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Hotels- Overseas  (Programme),Energy Markets & Infrastructure - Energy Development Unit,RADISSON BLU ATLANTIC HOTEL,4016734,"£4,866",160904
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,GREEN PARK INTERIM & EXECUTIVE LTD,4016678,"£4,700",32453
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Public Relations and Marketing,National Climate Change & Consumer Support - Communications,TRO GROUP LTD,4016400,"£4,570",32825
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Press Cutting Services,National Climate Change & Consumer Support - Communications,ENERGY DATA SERVICES LTD T/A PRECISE,4016681,"£4,474",101754
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Technical Advice / Services & Support,Science & Innovation Group - Science & Innovation Group,IC CONSULTANTS LTD,4016312,"£4,455",127995
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Accommodation Rentals,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4016976,"£4,416",128367
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BADENOCH AND CLARK LTD,4016639,"£4,406",105744
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BADENOCH AND CLARK LTD,4016640,"£4,406",105744
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BADENOCH AND CLARK LTD,4016642,"£4,406",105744
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4016730,"£4,379",9513
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BADENOCH AND CLARK LTD,4016642,"£4,353",105744
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4016789,"£4,342",105255
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4016768,"£4,323",105300
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4016391,"£4,277",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Contract Management,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",HUDSON GLOBAL RESOURCES LTD,4016498,"£4,191",6264
Department For Energy and Climate Change,Department For Energy and Climate Change,06/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ALLEN LANE LTD,4016443,"£4,136",29401
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,DEFRA,4016320,"£4,113",162850
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PARSONS BRINCKERHOFF LTD,4016861,"£4,113",152058
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Press Cutting Services,National Climate Change & Consumer Support - Communications,ENERGY DATA SERVICES LTD T/A PRECISE,4016698,"£4,056",101754
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016667,"£4,041",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Other Staff Costs (Programme),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4016892,"£3,921",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,IBM UNITED KINGDOM LTD,4016843,"£3,917",131441
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,IBM UNITED KINGDOM LTD,4016843,"£3,833",131441
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",WYG ENGINEERING LTD,4016909,"£3,732",6427
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4016971,"£3,730",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Professional Subscriptions,Energy Markets & Infrastructure - Energy Strategy and Futures,BLOOMBERG FINANCE L.P.,4016736,"£3,573",29838
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Other Overseas T&S (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HILTON PITTSBURGH,4016521,"£3,564",38088
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4016890,"£3,562",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Internal Audit Services,Corporate Support & Shared Services - Corporate Support & Shared Services,THE CARBON TRUST STANDARD COMPANY LTD,4016331,"£3,500",38467
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4016274,"£3,500",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4016622,"£3,437",145426
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016721,"£3,092",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,26/08/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4017022,"£3,062",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,QUINTESSA LTD,4016944,"£3,000",38671
Department For Energy and Climate Change,Department For Energy and Climate Change,26/08/2010,Mobile Call Charges,Energy Markets & Infrastructure - Energy Development Unit,CAMBRIA ARCHAEOLOGY/DYFED ARCHAEOLOGY TRUST,4016940,"£2,978",16495
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,METHODS CONSULTING LTD,4016661,"£2,938",145426
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,KPMG LLP,4016652,"£2,922",153143
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017094,"£2,881",1467
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4017116,"£2,881",1467
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Child Care,Corporate Support & Shared Services - Corporate Support & Shared Services,CHILDCARE VOUCHERS LTD (EDENRED),4017009,"£2,833",33726
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Local IT Consultancy,DECC Central Budgets - DECC Central Budgets,HAYS PLC,4017068,"£2,828",29893
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Local IT Consultancy,DECC Central Budgets - DECC Central Budgets,HAYS PLC,4017067,"£2,828",29893
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,STEELHENGE CONSULTING LTD,4016384,"£2,820",13808
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Internal Training (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,CHURCH HOUSE CONFERENCE CENTRE LTD,4016501,"£2,820",103449
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016758,"£2,805",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4016285,"£2,758",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4017035,"£2,750",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Corporate Management Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,RHODEN GREEN COMMUNICATIONS,4016985,"£2,630",30016
Department For Energy and Climate Change,Department For Energy and Climate Change,03/08/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4016374,"£2,605",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ALLEN LANE LTD,4016787,"£2,585",29401
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Senior Civil Service Training,Corporate Support & Shared Services - Corporate Support & Shared Services,CENTRE FOR PARLIAMENTARY STUDIES LTD,4016917,"£2,500",25891
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4016961,"£2,467",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4016918,"£2,201",22457
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Corporate Management Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,RHODEN GREEN COMMUNICATIONS,4016985,"£2,185",30016
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4016459,"£2,176",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4016894,"£2,125",145114
