Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015704,£804,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4015534,£794,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4015710,£789,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4016216,£789,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015543,£786,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4015498,£778,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4015703,£778,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4015776,£776,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4016060,£771,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4015738,£762,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,14/07/2010,Bank Charges - Commercial Banks (Programme),National Climate Change & Consumer Support - National Climate Change,BANK OF ENGLAND,4015795,£760,102914
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015504,£755,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Internal Training,Energy Markets & Infrastructure - Security and resilience,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4016009,£750,26095
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4015637,£746,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,07/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4015506,£746,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015733,£746,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,POSTURITE UK LTD,4015784,£745,106832
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015976,£731,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Mobile Call Charges,Energy & Climate Change International - International Climate Change Negotiations,CELLHIRE plc,4016234,£724,2528
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015483,£720,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,RUSSAM GMS LTD,4016202,£720,151099
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4015527,£706,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4015724,£706,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016204,£705,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4015533,£702,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015525,£701,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Other Media Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,RYE DESIGN,4015656,£700,102334
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015701,£697,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016176,£694,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015282,£692,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4015887,£689,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016227,£681,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4015372,£678,101572
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4016231,£678,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015874,£678,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4015707,£673,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Other HR Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016015,£667,11666
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4016230,£658,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015502,£658,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,14/07/2010,Car Hire and Leasing,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,GOVERNMENT CAR AND DESPATCH AGENCY,4015751,£656,124446
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4015935,£654,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015956,£647,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015966,£644,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4015877,£638,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,ATKINS LTD,4015818,£636,135767
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015880,£636,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015969,£635,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016208,£635,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,07/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015608,£634,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,MOTT MACDONALD LTD,4015796,£631,10932
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Other Media Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,WORDLINK LTD,4015828,£630,18404
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4016265,£629,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015699,£627,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015957,£627,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4015580,£627,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4016065,£621,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4016241,£620,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015488,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015713,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016218,£619,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015730,£612,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015711,£612,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015960,£612,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015977,£612,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015951,£608,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4015885,£608,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4015638,£606,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015481,£604,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015953,£604,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4015416,£603,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,External Training,Energy & Climate Change International - International Climate Change Negotiations,APOD LTD,4016256,£600,33357
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Agency Staff (Professional/Management),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ADECCO UK LTD,4015871,£600,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015487,£596,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,MTC TRAINING SOLUTIONS LTD,4015897,£595,38231
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Technical Advice,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,IMPERIAL COLLEGE LONDON,4016242,£590,5630
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015484,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015715,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015705,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015697,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015975,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016211,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4015838,£588,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Air Fares Overseas,Energy & Climate Change International - International Energy & Carbon Budgets,FOREIGN AND COMMONWEALTH OFFICE (FCO),4016276,£582,101572
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015954,£581,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4015720,£580,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016232,£578,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015729,£577,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Stationery,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE DEPOT UK LTD,4015869,£576,100322
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4015870,£569,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4016224,£569,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4016293,£565,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4015526,£561,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,Hire of Agency Staff (Professional/Management),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ADECCO UK LTD,4015717,£561,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4016222,£561,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015719,£561,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,External Training (Programme),National Climate Change & Consumer Support - Communications,THE CONSULTATION INSTITUTE (TCI),4015631,£558,1589
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016207,£558,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Other Media Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,WORDLINK LTD,4015828,£555,18404
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Other Centrally -Funded IT Maintenance and Support,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4015352,£554,104478
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015479,£554,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,Reed Personnel Services Ltd,4015780,£550,163531
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,External Training,Energy & Climate Change International - International Energy & Carbon Budgets,NATIONAL SCHOOL OF GOVERNMENT,4015582,£550,140925
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016225,£550,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,PRICEWATERHOUSECOOPERS LLP,4015659,£550,121906
Department For Energy and Climate Change,Department For Energy and Climate Change,14/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,Reed Personnel Services Ltd,4015806,£547,163531
Department For Energy and Climate Change,Department For Energy and Climate Change,27/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,Reed Personnel Services Ltd,4016175,£547,163531
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Air Fares Overseas,Energy & Climate Change International - International Energy & Carbon Budgets,FOREIGN AND COMMONWEALTH OFFICE (FCO),4015518,£546,101572
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015503,£545,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,07/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4015505,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015485,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015538,£538,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016212,£527,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016210,£527,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY ENVIRONMENT,4015763,£525,310
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015805,£520,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,ZZZZCIVIL SERVICE RECREATION CENTRE,4015344,£515,32678
