Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Standard Desktop Services,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4015816,"£2,805",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Senior Civil Service Training,Corporate Support & Shared Services - Corporate Support & Shared Services,LEAD INTERNATIONAL,4015946,"£2,800",37896
Department For Energy and Climate Change,Department For Energy and Climate Change,27/07/2010,Other HR Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,AX BUSINESS SOLUTIONS LTD,4015995,"£2,793",36993
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4015456,"£2,757",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4015635,"£2,756",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,09/07/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4015675,"£2,755",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,02/07/2010,Secondees (not paid directly),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,MINISTRY FOR THE ENVIRONMENT,4015386,"£2,755",35669
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4015864,"£2,750",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4015858,"£2,679",163531
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4015859,"£2,679",163531
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4015844,"£2,656",163531
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,THE ENERGY SAVING TRUST LTD,4016258,"£2,654",127244
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ALLEN LANE LTD,4015524,"£2,585",29401
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ALLEN LANE LTD,4015571,"£2,585",29401
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4016130,"£2,475",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Hire of Conference Facilities (Programme),Energy & Climate Change International - International Energy & Carbon Budgets,IMPERIAL COLLEGE LONDON,4016077,"£2,443",5630
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Corporate Event Management and Marketing,National Climate Change & Consumer Support - Communications,ONE BIRDCAGE WALK,4015867,"£2,351",146672
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4015469,"£2,338",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,09/07/2010,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4015676,"£2,242",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,External Legal Advice,Energy Markets & Infrastructure - DECC Commercial Team,FRESHFIELDS BRUCKHAUS DERINGER,4015910,"£2,214",153161
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hotels Overseas,Energy & Climate Change International - International Climate Change Negotiations,MARITIM HOTEL BONN,4015395,"£2,212",37692
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Technical Advice / Services & Support,Science & Innovation Group - Science & Innovation Group,University of Northumbria at Newcastle t/a Northumbria University,4015636,"£2,187",119809
Department For Energy and Climate Change,Department For Energy and Climate Change,02/07/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4015413,"£2,176",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4015857,"£2,143",163531
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Health & Safety Training,Corporate Support & Shared Services - Corporate Support & Shared Services,PREMIER OCCUPATIONAL HEALTHCARE LTD,4016302,"£2,120",38404
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4015549,"£2,097",16650
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4015915,"£2,097",16650
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4015916,"£2,097",16650
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4016156,"£2,097",16650
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Training & Skills - Consultancy Advice,Corporate Support & Shared Services - Corporate Support & Shared Services,COI COMMUNICATIONS,4015553,"£2,080",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,IT Maintenance and Management Services,Energy Markets & Infrastructure - Office of Nuclear Development,PROFESSIONAL SERVICES TECHNOLOGY LTD,4015982,"£2,050",23810
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,External Training,Energy Markets & Infrastructure - Energy Strategy and Futures,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4015996,"£2,000",100063
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,IT Services (Programme),National Climate Change & Consumer Support - Communications,BTCV,4016275,"£2,000",34481
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Other Accommodation Charges,DECC Central Budgets - DECC Central Budgets,APPLEYARDS CONSULTING,4015620,"£1,959",31762
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,STERIA LTD,4015536,"£1,951",155603
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4015454,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4015863,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4015673,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016126,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016126,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016126,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,BT CONFERENCING,4015903,"£1,908",153138
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4015790,"£1,894",136546
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Conference Facilities,Science & Innovation Group - Science & Innovation Group,THE GEOLOGISTS' ASSOCIATION,4016196,"£1,763",38349
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Other Centrally -Funded IT Maintenance and Support,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4015425,"£1,750",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Other Centrally -Funded IT Maintenance and Support,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4015425,"£1,750",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Public Relations and Marketing,National Climate Change & Consumer Support - Communications,STAGE SYSTEMS LTD,4015825,"£1,730",35864
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Standard Desktop Services (PFI),Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4015927,"£1,671",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,ZZZZINLAND REVENUE,4016012,"£1,650",121788
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015494,"£1,608",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015814,"£1,608",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016001,"£1,608",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Office Equipment,Energy & Climate Change International - International Climate Change Negotiations,BUROORGANISATION HINZE GMBH,4015674,"£1,593",38203
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015496,"£1,574",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,15/07/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015823,"£1,574",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016004,"£1,574",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,02/07/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4015415,"£1,553",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016003,"£1,550",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4016003,"£1,544",8439
Department For Energy and Climate Change,Department For Energy and Climate Change,27/07/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4016161,"£1,540",105255
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Corporate Event Management and Marketing,National Climate Change & Consumer Support - Communications,ONE BIRDCAGE WALK,4015867,"£1,501",146672
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,WEB TECHNOLOGY GROUP (WTG),4015493,"£1,500",5330
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,SELLA PARK HOUSE HOTEL,4016137,"£1,489",37624
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Application Support Service,National Climate Change & Consumer Support - Communications,PARITY RESOURCES LTD,4016088,"£1,472",119558
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Flexible Computing Service,Corporate Support & Shared Services - Corporate Support & Shared Services,VODAFONE LTD,4015750,"£1,469",127553
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,RUSSAM GMS LTD,4016048,"£1,440",151099
Department For Energy and Climate Change,Department For Energy and Climate Change,27/07/2010,Translation Services,Energy Markets & Infrastructure - Security and resilience,FCO SERVICES,4016035,"£1,437",1806
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Conference Facilities,Corporate Support & Shared Services - Corporate Support & Shared Services,J T & SONS RELOCATIONS LTD,4015896,"£1,421",31747
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4015591,"£1,414",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Estates Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,JUDD FARRIS LTD,4015491,"£1,394",32753
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Estates Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,JUDD FARRIS LTD,4015723,"£1,394",32753
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Estates Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,JUDD FARRIS LTD,4015949,"£1,394",32753
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Estates Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,JUDD FARRIS LTD,4016164,"£1,394",32753
Department For Energy and Climate Change,Department For Energy and Climate Change,14/07/2010,External Training,Energy Markets & Infrastructure - Energy Strategy and Futures,NATIONAL SCHOOL OF GOVERNMENT,4015804,"£1,390",140925
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4015455,"£1,351",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,09/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4015672,"£1,351",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4015862,"£1,351",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,07/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015610,"£1,350",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,12/07/2010,External Training,Science & Innovation Group - Science & Innovation Group,NATIONAL SCHOOL OF GOVERNMENT,4015726,"£1,350",140925
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016094,"£1,303",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Technical Advice,Energy & Climate Change International - International Energy & Carbon Budgets,IMPERIAL COLLEGE LONDON,4016077,"£1,250",5630
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015619,"£1,221",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015853,"£1,221",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Other HR Consultancy,National Climate Change & Consumer Support - National Climate Change,OMEGA INTERIMS LTD,4015881,"£1,200",37420
Department For Energy and Climate Change,Department For Energy and Climate Change,21/07/2010,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,ZZZZINLAND REVENUE,4016013,"£1,187",121788
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4015519,"£1,153",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,02/07/2010,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4014683,"£1,151",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Fixtures and fittings,Corporate Support & Shared Services - Corporate Support & Shared Services,WEDGWOOD AV LTD,4016073,"£1,135",2750
Department For Energy and Climate Change,Department For Energy and Climate Change,26/07/2010,Salaries - Secondees (Programme),Energy Markets & Infrastructure - Office of Nuclear Development,DEPARTMENT OF HEALTH,4016120,"£1,134",119270
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015985,"£1,122",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,27/07/2010,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4016061,"£1,117",22418
Department For Energy and Climate Change,Department For Energy and Climate Change,30/07/2010,Other Overseas T&S,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,FOREIGN AND COMMONWEALTH OFFICE (FCO),4016311,"£1,107",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4015947,"£1,091",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016128,"£1,081",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,RUSSAM GMS LTD,4016202,"£1,080",151099
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,AEA TECHNOLOGY plc,4015747,"£1,033",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,02/07/2010,External Training,National Climate Change & Consumer Support - National Climate Change,NATIONAL SCHOOL OF GOVERNMENT,4015449,"£1,010",140925
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Car Hire and Leasing,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,GOVERNMENT CAR AND DESPATCH AGENCY,4016041,£987,124446
Department For Energy and Climate Change,Department For Energy and Climate Change,09/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015645,£976,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Office Supplies,Science & Innovation Group - Science & Innovation Group,BANNER BUSINESS SERVICES LTD,4015815,£958,124862
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Finance & Accounting Advice,Corporate Support & Shared Services - Corporate Support & Shared Services,PAT WOODHOUSE CONSULTING LTD,4015849,£950,38167
Department For Energy and Climate Change,Department For Energy and Climate Change,02/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4015443,£945,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4016264,£945,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NCC SERVICES LTD,4015438,£945,101909
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4015712,£935,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MCCLURE NAISMITH,4015594,£900,123686
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4015890,£900,140925
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Accommodation Rentals,Corporate Support & Shared Services - Corporate Support & Shared Services,DTZ DEBENHAM TIE LEUNG,4015349,£884,128367
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015718,£884,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015985,£880,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,05/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4015277,£873,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015513,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,16/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015845,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015923,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015999,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016184,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4016229,£856,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Corporate Event Management and Marketing,National Climate Change & Consumer Support - Communications,ONE BIRDCAGE WALK,4015867,£850,146672
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Accommodation Rentals,Corporate Support & Shared Services - Corporate Support & Shared Services,XEROX FINANCE LTD,4015583,£847,115152
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4015959,£842,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4015551,£839,16650
Department For Energy and Climate Change,Department For Energy and Climate Change,19/07/2010,Catering Services,Energy Markets & Infrastructure - Security and resilience,CABINET OFFICE,4015939,£839,122298
Department For Energy and Climate Change,Department For Energy and Climate Change,08/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4015618,£833,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,23/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4016085,£831,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,13/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4015735,£828,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Conference and Exhibition Services (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,CENTRAL OFFICE OF INFORMATION [COI],4015546,£828,100711
Department For Energy and Climate Change,Department For Energy and Climate Change,20/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4015875,£827,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4016237,£826,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4015528,£823,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,01/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4015417,£821,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Finance & Accounting Advice,Corporate Support & Shared Services - Corporate Support & Shared Services,RPMI LTD,4015562,£820,32036
Department For Energy and Climate Change,Department For Energy and Climate Change,22/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4015835,£816,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,06/07/2010,Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,RUSSAM GMS LTD,4015548,£810,151099
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4016214,£808,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,28/07/2010,T&S Training,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4016190,£805,100063
Department For Energy and Climate Change,Department For Energy and Climate Change,29/07/2010,Internal Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4016261,£805,140925
