Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4018647, 866.97 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018622, 905.63 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,BADENOCH AND CLARK LTD,4018658," 3,525.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Local IT Consultancy,Corporate and Professional Services,HAYS PLC,4018656," 1,131.20 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Emergency Planning Service,Energy Markets & Infrastructure - Security and resilience,STEELHENGE CONSULTING LTD,4018665," 3,400.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Computer Consumables,Corporate and Professional Services,XMA LTD,4018650, 960.63 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Computer Consumables,Corporate and Professional Services,XMA LTD,4018650," 1,447.28 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Computer Consumables,Corporate and Professional Services,XMA LTD,4018650," 5,489.35 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,MINISTRY OF DEFENCE,4018632," 1,000,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4018673," 2,486.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,HOOK NORTON LOW CARBON LTD,4018667," 83,928.24 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Entertaining UK (Programme),Energy Markets & Infrastructure - Energy Development Unit,THISTLE ABERDEEN AIRPORT,4018646, 753.72 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Entertaining UK (Programme),Energy Markets & Infrastructure - Energy Development Unit,THISTLE ABERDEEN AIRPORT,4018646," 4,306.95 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4018670," 1,111.30 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4018672," 2,971.69 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4018670," 6,350.29 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4018671," 9,606.91 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4018672," 16,981.10 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4018671," 54,896.59 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Economic Consultancy and Research,Corporate and Professional Services,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018649," 25,069.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Economic Consultancy and Research,Corporate and Professional Services,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018649," 54,411.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),4018669," 10,225.34 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),4018669," 58,430.52 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,IMPERIAL COLLEGE LONDON,4018663," 4,750.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Emergency Planning Service,Corporate Centre,STEELHENGE CONSULTING LTD,4018665, 510.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Emergency Planning Service,Corporate Centre,STEELHENGE CONSULTING LTD,4018665, 595.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,IMPERIAL COLLEGE LONDON,4018663, 712.50 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,IMPERIAL COLLEGE LONDON,4018663, 831.25 
Department for Energy and Climate Change,Department for Energy and Climate Change,21/10/2010 ,Economic Consultancy and Research,Corporate Centre,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018649," 13,909.01 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,BROOK STREET (UK) LTD,4018686, 542.64 
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4018690, 585.58 
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4018688, 624.97 
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018554, 631.08 
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018468, 882.25 
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018467, 911.46 
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4018676," 1,220.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Other HR Consultancy,Corporate and Professional Services,MORGAN LAW RECRUITMENT CONSULTANCY,4018290," 2,200.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Other HR Consultancy,Corporate and Professional Services,MORGAN LAW RECRUITMENT CONSULTANCY,4018698," 2,750.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of IT Equipment,International Energy & Climate Change - International Climate Change Negotiations,HAMILTON RENTALS LTD,4018693," 1,680.25 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Grants - Non Statutory - Current - Other,Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,COPELAND BOROUGH COUNCIL,4018678," 798,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Outsourced Technical Support (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PERA INNOVATION LTD,4018696," 18,455.26 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Outsourced Technical Support (Programme),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,PERA INNOVATION LTD,4018696," 105,458.61 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,External Legal Advice,Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,MCGRIGORS LLP,4018679," 8,448.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Economic Consultancy and Research,Corporate and Professional Services,AETHER LTD,4018691," 10,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Hire of Conference Facilities (Programme),International Energy & Climate Change - International Climate Change Negotiations,SGP PROPERTY & FACILITIES MANAGEMENT LTD,4018677," 2,145.62 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,External Legal Advice,Corporate Centre,MCGRIGORS LLP,4018679," 1,478.40 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Economic Consultancy and Research,Corporate Centre,AETHER LTD,4018691," 1,750.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,22/10/2010 ,Recoveries Account,Corporate Centre,SHELL UK LTD,4011610," 69,542.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,External Training,Corporate and Professional Services,NATIONAL SCHOOL OF GOVERNMENT,4018699, 550.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,External Training,Corporate and Professional Services,NATIONAL SCHOOL OF GOVERNMENT,4018719, 550.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,External Training,Corporate and Professional Services,NATIONAL SCHOOL OF GOVERNMENT,4018724, 550.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,External Training,Energy Markets & Infrastructure - Energy Development Unit,ESD SIMULATION TRAINING LTD,4018706," 1,290.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,External Training,Energy Markets & Infrastructure - Energy Development Unit,ENERGISTICS,4018455," 2,215.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,External Training,Corporate and Professional Services,SAS SOFTWARE LTD,4018720," 3,137.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018639, 504.17 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018743, 504.17 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018638, 616.88 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018742, 616.88 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018639," 2,880.98 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018743," 2,880.98 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018638," 3,525.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4018742," 3,525.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018509, 580.74 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4018692, 722.99 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018582, 800.45 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4018687, 840.71 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,MORGAN LAW RECRUITMENT CONSULTANCY,4018449," 1,938.75 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,BADENOCH AND CLARK LTD,4018722," 2,643.75 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Other HR Consultancy,Corporate and Professional Services,MORGAN LAW RECRUITMENT CONSULTANCY,4018711," 2,750.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4018721, 880.51 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4018721," 2,000.68 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4018721," 2,149.30 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4018721," 11,432.46 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Hire of Conference Facilities,International Energy & Climate Change - International Climate Change Negotiations,"REPRESENTACIONES DE EXPOSICIONES MEXICO, SA DE CV",4018643," 71,137.12 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Flexible Computing Service,Corporate and Professional Services,VODAFONE LTD,4018757, 514.06 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Flexible Computing Service,Corporate and Professional Services,VODAFONE LTD,4018757," 2,937.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4018738," 18,750.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,External Training (Programme),Energy Markets & Infrastructure - Energy Development Unit,RUSSELL MCLEOD LTD,4018748," 2,250.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Other Staff Costs (Programme),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4018758," 8,977.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,E H S BRANN LTD,4018747," 1,340.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Economic Consultancy and Research,Corporate and Professional Services,PAUL WATKISS ASSOCIATES LTD,4018709," 3,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY plc,4018736," 16,035.42 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY plc,4018736," 91,631.01 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Publications (Programme),National Climate Change & Consumer Support - National Climate Change,THE STATIONERY OFFICE LTD,4018703, 633.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Publications (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EEE LTD,4018708," 1,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,International Subscriptions,Science & Innovation Group - Science & Innovation Group,IEA HEAT PUMP CENTRE,4018683," 6,469.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Economic Consultancy and Research,Corporate Centre,PAUL WATKISS ASSOCIATES LTD,4018709, 525.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,External Training,Corporate Centre,SAS SOFTWARE LTD,4018720, 548.98 
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Other Staff Costs (Programme),Corporate Centre,COI COMMUNICATIONS,4018758," 1,571.06 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Recoverable VAT Input,Corporate Centre,CENTRICA RENEWABLE ENERGY LTD,4018621," 3,392.38 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Recoveries Account,Corporate Centre,STAR ENERGY OIL AND GAS LTD,4018762," 12,080.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,25/10/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,RESPIRATORY DIAGNOSTICS,4018705, 937.50 
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,External Training,International Energy & Climate Change - International Climate Change Negotiations,NATIONAL SCHOOL OF GOVERNMENT,4018780, 999.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,External Training,Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4018718," 1,068.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Professional Subscriptions,Corporate and Professional Services,VOLUNTEER CENTRE WESTMINSTER,4018767," 5,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4018739, 693.58 
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4018770, 831.37 
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,VEGA CONSULTING SERVICES LTD,4018741," 7,200.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Local IT Consultancy,Corporate and Professional Services,HAYS PLC,4018763," 1,696.80 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Corporate Management Consultancy,Energy Markets & Infrastructure - EMI Director General,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4018779," 15,356.25 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Corporate Management Consultancy,Energy Markets & Infrastructure - EMI Director General,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4018779," 18,855.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Corporate Management Consultancy,Energy Markets & Infrastructure - EMI Director General,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4018779," 45,468.15 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Minor Works,Corporate and Professional Services,CYRIL SWEETT LTD,4018771, 500.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Economic Consultancy and Research,Corporate and Professional Services,GB GROUP PLC,4018765," 30,925.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Media and Design Services,Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,COI COMMUNICATIONS,4018756, 840.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4018728," 3,283.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Refund of Overpayments of Petroleum Licences,Energy Markets & Infrastructure - Energy Development Unit,PREMIER OIL ABERDEEN SERVICES LTD,1009736," 99,045.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4018728, 574.53 
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Centre,VEGA CONSULTING SERVICES LTD,4018741," 1,260.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,26/10/2010 ,Economic Consultancy and Research,Corporate Centre,GB GROUP PLC,4018765," 5,411.88 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Car Hire and Leasing,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4018668, 748.40 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4018796, 629.60 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Hire of Agency Staff (Professional/Management),Corporate and Professional Services,ADECCO UK LTD,4018816, 642.70 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4018810, 561.78 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4018822, 812.78 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018735, 841.35 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4018798, 884.25 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Local IT Consultancy,Corporate and Professional Services,HAYS PLC,4018567," 2,323.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Furniture,Corporate and Professional Services,SENATOR INTERNATIONAL LTD,4018799, 615.09 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Furniture,Corporate and Professional Services,SENATOR INTERNATIONAL LTD,4018799," 3,514.77 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Computer Consumables,Corporate and Professional Services,XMA LTD,4018651, 968.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Computer Consumables,Corporate and Professional Services,XMA LTD,4018651," 23,613.02 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Computer Consumables,Corporate and Professional Services,XMA LTD,4018651," 134,931.54 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Publications,Corporate and Professional Services,THOMSON REUTERS (LEGAL) LTD T/A SWEET AND MAXWELL,4018809," 1,002.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Publications,Corporate and Professional Services,THOMSON REUTERS (LEGAL) LTD T/A SWEET AND MAXWELL,4018811," 2,530.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018797," 542,908.64 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4018826," 144,421.63 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4018826," 2,888,432.66 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4018827," 3,246,954.89 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,SOUTH BOATS (SPECIAL PROJECTS) LTD,4018814," 45,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TEES ALLIANCE GROUP LTD,4018824," 61,519.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018783," 122,178.75 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,SIEMENS plc,4018813," 189,598.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Others UK T&S (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4018026," 1,081.57 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,External Legal Advice,Energy Markets & Infrastructure - DECC Commercial Team,FRESHFIELDS BRUCKHAUS DERINGER,4018795," 151,621.74 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ERNST & YOUNG LLP,4018793," 8,598.60 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,PARSONS BRINCKERHOFF LTD,4018804," 192,088.52 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4018791," 2,605.42 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4018790," 62,330.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,NATURAL ENVIRONMENT RESEARCH COUNCIL,4018749," 176,793.50 "
