Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
Department of Energy and Climate Change,Department of Energy and Climate Change,15/12/2010 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4020290," £28,759.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/12/2010 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4020291," £94,558.84 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/12/2010 ,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4020300," £830,491.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/12/2010 ,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4020301," £249,568.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,15/12/2010 ,Technical Advice / Services & Support,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4020302," £34,820.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,REED EMPLOYMENT LTD,4020068, £634.77 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,SPACE CONNEXIONS LTD,4020173," £84,030.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,SPACE CONNEXIONS LTD,4020174," £115,951.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,External Legal Advice,Energy Markets & Infrastructure - Office of Nuclear Development,DAVIS BLANK FURNISS SOLICITORS,4020286," £2,055.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,External Legal Advice,Energy Markets & Infrastructure - Office of Nuclear Development,DAVIS BLANK FURNISS SOLICITORS,4020286," £15,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,BT CONFERENCING,4020296," £1,217.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4020297," £10,205.75 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,PRICEWATERHOUSECOOPERS LLP,4020298," £7,182.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4020299," £5,565.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,MACE LTD,4020303," £4,912.68 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,BLACK & VEATCH LTD,4020304," £8,225.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,TIM WOOD CONSULTING LTD,4020305," £6,076.20 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4020310, £959.85 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4020310, £768.05 
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,BRITISH TRUST FOR ORNITHOLOGY (THE),4020311," £7,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,NERA UK LTD,4020316," £16,171.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Economic Consultancy & Research,Corporate Support & Shared Services - Corporate Support & Shared Services,SINCLAIR KNIGHT MERZ EUROPE LTD,4020318," £35,986.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Technical Advice / Services & Support,National Climate Change & Consumer Support - Energy Efficiency & Consumers,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4020331," £71,905.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,16/12/2010 ,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,EDF ENERGY plc,4020333," £35,250.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Cash Expenditure during the Year - Concessionary Fuel,Energy Markets & Infrastructure - Energy Development Unit,CPL FUELS,4019875," £2,095,371.68 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,REED EMPLOYMENT LTD,4020067, £619.06 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Publications,National Climate Change & Consumer Support - National Climate Change,COI COMMUNICATIONS,4020154," £3,891.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4020313," £1,400.62 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4020317, £857.76 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4020323," £11,403.77 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4020323, £947.67 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4020323," £2,110.82 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4020323," £11,432.46 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4020323, £880.51 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4020323," £2,149.30 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4020324, £822.03 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4020326, £561.04 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4020334," £1,195.76 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4020335, £731.31 
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Hotels (Programme),Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4020337," £2,723.35 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Hotels (Programme),Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4020337," £2,782.55 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,CWC Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4020337," £1,623.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,CWC Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4020337," £1,658.79 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,CWC Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4020338," £1,095.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,LANCASTER COHOUSING COMPANY LTD,4020339," £6,166.64 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Publications,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",COI COMMUNICATIONS,4020342," £1,605.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",WYG ENGINEERING LTD,4020344," £3,130.79 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",WYG ENGINEERING LTD,4020344," £3,198.86 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,KIRKLEES METROPOLITAN COUNCIL,4020345," £4,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,THE TECHNOLOGY STRATEGY BOARD,4020348," £2,000,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Capital Grants to the Private Sector - Resource Expenditure,Science & Innovation Group - Science & Innovation Group,MICROCAB INDUSTRIES LTD,4020358," £74,950.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Capital Grants to the Private Sector - Resource Expenditure,Science & Innovation Group - Science & Innovation Group,MICROCAB INDUSTRIES LTD,4020358," £26,900.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,IRON MOUNTAIN (UK) LTD,4020359," £152,014.56 "
Department of Energy and Climate Change,Department of Energy and Climate Change,17/12/2010 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GOVERNMENT CAR AND DESPATCH AGENCY,4020361, £645.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Board Members Tax Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1014480," £2,905.40 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Board Members National Insurance Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,1014481," £2,439.75 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,REED EMPLOYMENT LTD,4020033, £504.82 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4020212," £2,880.98 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4020315," £3,525.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4020315," £3,525.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Stationery,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE DEPOT UK LTD,4020325, £883.60 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4020330, £644.02 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4020330," £2,236.97 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Publications,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",COI COMMUNICATIONS,4020341," £1,350.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4020343," £50,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,MET OFFICE,4020346," £7,350.54 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,MORGAN LAW RECRUITMENT CONSULTANCY,4020347," £8,988.75 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4020352," £1,185.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4020356," £1,185.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,SERCO LTD,4020360, £827.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Other Staff Costs (Programme),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4020365," £11,388.84 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4020366," £1,185.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4020367," £1,036.70 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Grants - Statutory - Current - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,LOCAL GOVERNMENT YORKSHIRE AND HUMBER,4020368," £30,389.17 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4020369," £118,861.87 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4020369," £118,621.87 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4020373," £1,185.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4020374," £1,185.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,NATIONAL SCHOOL OF GOVERNMENT,4020375," £1,185.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GOVERNMENT CAR AND DESPATCH AGENCY,4020376, £840.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AEA TECHNOLOGY plc,4020380," £113,292.48 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,AEA TECHNOLOGY plc,4020381," £14,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,CAMPHILL COMMUNITY GLENCRAIG,4020383," £4,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,CEFAS-THE CENTRE FOR ENVIRONMENT FISHERIES & AQUACULTURE SCIENCE,4020388," £173,058.70 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,MARITIME AND COASTGUARD AGENCY MCA,4020389," £32,682.66 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4020391," £16,981.10 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4020392," £58,562.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4020393," £57,364.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Senior Civil Service Training,Corporate Support & Shared Services - Corporate Support & Shared Services,CENTRE FOR PARLIAMENTARY STUDIES LTD,4020396," £2,500.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Child Care,Corporate Support & Shared Services - Corporate Support & Shared Services,CHILDCARE VOUCHERS LTD (EDENRED),4020397," £15,574.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4020398," £11,162.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4020402," £223,817.92 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4020403," £142,108.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,20/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020405, £607.85 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,SOUTH AFRICAN NATION ENERGY RESEARCH INSTITUTE (PTY) LTD (SANERI),4018496," £18,306.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,UNIVERSITY OF BRISTOL,4019834," £52,966.62 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Contributions (Programme),International Energy & Climate Change - International Energy & Carbon Budgets,IEA INTERNATIONAL ENERGY AGENCY,4020249," £5,144.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,SCIENCE AND TECHNOLOGY CENTER IN UKRAINE,4020309," £14,779.72 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4020312, £817.47 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,SPARKE HELMORE,4020314," £78,449.58 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,ENERGISTICS,4020328," £3,858.60 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Hospitality - UK,DECC Private Office Group - DECC Private Office Group,THE HOUSE OF LORDS REFRESHMENT DEPARTMENT,4020340, £558.71 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,External Training,Energy Markets & Infrastructure - Energy Strategy and Futures,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4020354, £825.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Project Management Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4020399," £35,778.75 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other Staff Costs,International Energy & Climate Change - International Climate Change Negotiations,THE LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,4020424, £750.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Technical Advice / Services & Support,Science & Innovation Group - Science & Innovation Group,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,4020426," £6,912.18 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Grants - Statutory - Current - Other,International Energy & Climate Change - International Climate Change Negotiations,CLIMATE STRATEGIES,4020433," £20,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4020436," £1,578.39 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4020438," £5,586.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4020439," £4,239.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4020440," £13,160.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4020442," £10,550.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4020443," £2,616.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other IT Consultancy,Energy Markets & Infrastructure - Energy Development Unit,INFORMED SOLUTIONS,4020444," £1,346.36 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Other IT Costs,National Climate Change & Consumer Support - Communications,EC GROUP,4020448, £888.37 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,JDR CABLE SYSTEMS LTD,4020454," £407,383.79 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Technical Support,Science & Innovation Group - Science & Innovation Group,ENVIROS CONSULTING LTD,4020456," £10,804.49 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020457, £526.54 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020460, £503.31 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4020468, £590.70 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4020472," £1,259.21 "
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020477, £526.54 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020479, £615.59 
Department of Energy and Climate Change,Department of Energy and Climate Change,21/12/2010 ,Leadership & People Management Training,National Climate Change & Consumer Support - National Climate Change,NATIONAL SCHOOL OF GOVERNMENT,4020482," £3,750.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Other HR Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4019910," £2,750.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Other HR Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4020105," £1,938.75 "
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Other HR Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4020106," £2,750.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Other Programme Expenditure,National Climate Change & Consumer Support - Energy Efficiency & Consumers,COI COMMUNICATIONS,4020364," £17,843.08 "
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020406, £573.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020461, £565.26 
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Capital Grants to the Private Sector - Asset Creation,National Climate Change & Consumer Support - National Climate Change,THE CARBON TRUST,4020475," £4,000,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TEES ALLIANCE GROUP LTD,4020487," £61,519.00 "
